sentence,best_code
3층에 있는 모든 로봇 청소기를 멈춰줘.,"[{'name': 'StopAllFloor3Robots', 'cron': '', 'period': -1, 'code': 'all(#Floor3_RobotCleaner).switch_off()'}]"
거실 벽에 있는 모든 홀수 태그 조명을 켜줘.,"[{'name': 'TurnOnAllFloodLightsInLivingRoom', 'cron': '', 'period': -1, 'code': 'all(#LivingRoom_FloodLight).switch_on()'}]"
사무실의 모든 제습기를 제습 모드로 설정해줘.,"[{'name': 'SetAllDehumidifiersToHumidifyMode', 'cron': '', 'period': -1, 'code': 'all(#Dehumidifier).dehumidifierMode_setDehumidifierMode(""humidifying"")'}]"
창고의 모든 도어락을 잠궈줘.,"[{'name': 'LockAllWarehouseDoors', 'cron': '', 'period': -1, 'code': 'all(#WarehouseDoorLock).doorControl_lock()'}]"
주방의 모든 짝수 태그 밸브를 열어줘.,"[{'name': 'OpenEvenTaggedValvesInKitchen', 'cron': '', 'period': -1, 'code': 'all(#Kitchen Valve_EvenTag).valve_open()'}]"
녹음기가 녹음중이면 녹음을 중지하고 test.mp3로 저장해줘. 녹음중이 아니면 녹음을 시작해줘.,"[{'name': 'AudioRecordingControl', 'cron': '', 'period': -1, 'code': 'recording := false\nif ((#Recorder).audioRecord_recordStatus == ""recording"") {\n  (#Recorder).audioRecord_stop()\n  (#Recorder).audioRecord_record(""test.mp3"", 0)\n} else {\n  (#Recorder).audioRecord_record(""test.mp3"", 0)\n}'}]"
"충전 전압이 220볼트 이상이면, 충전을 멈춰줘.","[{'name': 'StopChargingAbove220V', 'cron': '', 'period': -1, 'code': 'if ((#Charger).voltageMeasurement_voltage >= 220) {\n  (#Charger).switch_off()\n}'}]"
"클라우드 서비스가 활성화되어있으면, test.png 파일을 클라우드에 업로드해줘.","[{'name': 'UploadCloudServiceActive', 'cron': '', 'period': -1, 'code': 'if ((#CloudService).cloudService_status == ""active"") {\n  (#CloudStorage).upload_file(""test.png"")\n}'}]"
"오븐이 그릴 모드이면, 시간을 4분 더 추가해줘","[{'name': 'OvenTimerExtension', 'cron': '', 'period': -1, 'code': 'if ((#Oven).ovenMode_ovenMode == ""grilling"") {\n  (#Oven).ovenTimer_setTimer((#Oven).ovenTimer_timer + 240)\n}'}]"
"밥솥이 보온 모드이면, 조리 모드로 변경해줘.","[{'name': 'ChangeCookingMode', 'cron': '', 'period': -1, 'code': 'if ((#Microwave).microwaveMode_microwaveMode == ""boil"") {\n  (#Microwave).microwaveMode_setMicrowaveMode(""cook"")\n}'}]"
"오늘이 공휴일이면 ""test@example.com""으로 ""오늘은 공휴일입니다.""라는 내용을 ""공휴일"" 제목으로 이메일을 보내줘.","[{'name': 'Send Holiday Email', 'cron': '', 'period': -1, 'code': 'if ((#WeatherProvider).weatherProvider_isHoliday()) {\n  (#EmailProvider).emailProvider_sendMail(""test@example.com"", ""공휴일"", ""오늘은 공휴일입니다."")\n}'}]"
"바깥의 초미세먼지 농도가 15 이상이면, 긴급 사이렌을 울려줘.","[{'name': 'HighPM25Alert', 'cron': '', 'period': -1, 'code': 'if ((#WeatherProvider).weatherProvider_pm25Weather >= 15) {\n  (#Siren).sirenMode_setSirenMode(""siren"")\n}'}]"
"충전기의 전류가 10암페어 이상이면, 긴급 사이렌을 울려줘.","[{'name': 'HighCurrentAlarm', 'cron': '', 'period': -1, 'code': 'if ((#Charger).currentMeasurement_current >= 10) {\n  (#Siren).sirenMode_setSirenMode(""siren"")\n}'}]"
펌프가 노말 모드이면 맥시멈 모드로 설정해줘.,"[{'name': 'SetMaxModeIfNormal', 'cron': '', 'period': -1, 'code': 'if ((#Pump).pumpOperationMode_currentOperationMode == ""normal"") {\n  (#Pump).pumpOperationMode_setOperationMode(""maximum"")\n}'}]"
"스피커가 재생중이면, 멈춰줘.","[{'name': 'StopSpeaker', 'cron': '', 'period': -1, 'code': 'if ((#Speaker).mediaPlayback_playbackStatus == ""playing"") {\n  (#Speaker).mediaPlayback_stop()\n}'}]"
"건조기가 저소음 모드이면, 퀵 모드로 바꿔줘.","[{'name': 'ChangeDehumidifierMode', 'cron': '', 'period': -1, 'code': 'if ((#Dehumidifier).dehumidifierMode_dehumidifierMode == ""quiet"") {\n  (#Dehumidifier).dehumidifierMode_setDehumidifierMode(""quick"")\n}'}]"
"건조기 회전 강도가 3보다 크면 하나 줄이고, 아니면 하나 높여줘.","[{'name': 'AdjustDehumidifierSpeed', 'cron': '', 'period': -1, 'code': ""speed = (#Dehumidifier).dehumidifierMode_dehumidifierMode\nif (speed == 'normal') {\n  (#Dehumidifier).dehumidifierMode_setDehumidifierMode('minimum')\n} else if (speed == 'minimum') {\n  (#Dehumidifier).dehumidifierMode_setDehumidifierMode('normal')\n}""}]"
"충전기가 완충되어있으면, 충전기를 꺼줘.","[{'name': 'ChargeCompleteShutdown', 'cron': '', 'period': -1, 'code': 'if ((#Charger).chargingState_chargingState == ""fullyCharged"") {\n  (#Charger).switch_off()\n}'}]"
"버튼이 눌려진 상태면, 블라인드를 올려줘.","[{'name': 'ButtonPressedRaiseBlind', 'cron': '', 'period': -1, 'code': 'if ((#Button).button_button == ""pushed"") {\n  (#Blind).windowShade_open()\n}'}]"
스피커 볼륨이 40 이상이면 재생을 중단해줘.,"[{'name': 'SpeakerVolumeCheck', 'cron': '', 'period': -1, 'code': 'if ((#Speaker).mediaPlayback_volume >= 40) {\n  (#Speaker).mediaPlayback_stop()\n}'}]"
"입구의 얼굴 인식이 꺼져있으면, 얼굴 인식을 시작해줘","[{'name': 'FaceRecognitionStart', 'cron': '', 'period': -1, 'code': 'if ((#FaceRecognition).faceRecognition_faceRecognition == ""off"") {\n  (#FaceRecognition).faceRecognition_start()\n}'}]"
"쉐이드가 30%이하로 닫혀있으면, 50%만큼 닫아줘.","[{'name': 'ShadeAdjustment', 'cron': '', 'period': -1, 'code': 'if ((#Shade).windowShadeLevel_shadeLevel <= 30) {\n  (#Shade).windowShadeLevel_setShadeLevel(50)\n}'}]"
"거실의 소리 센서로 감지한 수치가 50보다 크면, 스피커 재생을 멈춰줘.","[{'name': 'StopSpeakerWhenNoiseHigh', 'cron': '', 'period': -1, 'code': 'if ((#RoomSoundSensor).soundSensor_sound > 50) {\n  (#Speaker).mediaPlayback_stop()\n}'}]"
"거실의 에어컨 모드가 냉방 모드이면, 자동 모드로 바꿔줘.","[{'name': 'ChangeACMode', 'cron': '', 'period': -1, 'code': 'if ((#AirConditioner).airConditionerMode_airConditionerMode == ""cool"") {\n  (#AirConditioner).airConditionerMode_setAirConditionerMode(""auto"")\n}'}]"
"집에 있는 재실 센서중 하나라도 감지 상태이면, 긴급 사이렌을 울려줘.","[{'name': 'EmergencySirenAlert', 'cron': '', 'period': -1, 'code': 'if ((#PresenceSensor).presenceSensor_presence == ""present"") {\n  (#Siren).sirenMode_setSirenMode(""siren"")\n}'}]"
"입구의 접촉 센서가 감지 상태이면, 긴급 사이렌을 울려줘.","[{'name': 'EntranceSensorAlert', 'cron': '', 'period': -1, 'code': 'if ((#ContactSensor).contactSensor_contact == ""detected"") {\n  (#Siren).sirenMode_setSirenMode(""siren"")\n}'}]"
"지금 비가 오고 있으면, 집안의 모든 제습기를 건조 모드로 설정해줘.","[{'name': 'SetDehumidifierMode', 'cron': '', 'period': -1, 'code': 'if ((#WeatherProvider).weatherProvider_weather == ""rain"") {\n  all(#Dehumidifier).dehumidifierMode_setDehumidifierMode(""dehumidifying"")\n}'}]"
"거실 조도가 200 럭스 이상이면, 거실 불을 꺼줘.","[{'name': 'LivingRoomLightOff', 'cron': '', 'period': -1, 'code': 'if ((#LightSensor).lightLevel_light >= 200) {\n  (#Light).switch_off()\n}'}]"
"구역1의 온도가 36.5도 이상이면, 에어컨을 30도로 설정해줘.","[{'name': 'SetACInArea1', 'cron': '', 'period': -1, 'code': 'if ((#TemperatureSensor_Area1).temperatureMeasurement_temperature >= 36.5) {\n  (#AirConditioner_Area1).airConditionerMode_setTemperature(30)\n}'}]"
"농장의 이산화탄소 농도가 800ppm 이상이면, 긴급 사이렌을 울려줘.","[{'name': 'HighCO2Alert', 'cron': '', 'period': -1, 'code': 'if ((#FarmGasSensor).gasMeter_gasMeter >= 800) {\n  (#EmergencySiren).sirenMode_setSirenMode(""siren"")\n}'}]"
"회의실 온도가 20도 미만이면, 회의실 문을 닫아줘.","[{'name': 'MeetingRoomTempControl', 'cron': '', 'period': -1, 'code': 'if ((#TemperatureSensor).temperatureMeasurement_temperature < 20.0) {\n  (#MeetingRoomDoor).windowControl_close()\n}'}]"
"회의실 조명이 꺼져 있으면, 조명을 켜줘.","[{'name': 'MeetingRoomLightOn', 'cron': '', 'period': -1, 'code': 'if ((#Light).switch_switch == ""off"") {\n  (#Light).switch_on()\n}'}]"
"안방 온도가 36.5도 이상이면, 에어컨을 30도로 설정해줘.","[{'name': 'AdjustAC', 'cron': '', 'period': -1, 'code': 'if ((#TemperatureSensor).temperatureMeasurement_temperature >= 36.5) {\n  (#AirConditioner).airConditionerMode_setTemperature(30)\n}'}]"
"거실에 움직임이 감지되고 있으면, 조명을 켜줘.","[{'name': 'MotionLightOn', 'cron': '', 'period': -1, 'code': 'if ((#MotionSensor).motionSensor_motion == ""active"") {\n  (#Light).switch_on()\n}'}]"
연구실 습도가 50 이상이면 제습기를 켜고 50 미만이면 가습기를 켜줘.,"[{'name': 'HumidityControl', 'cron': '', 'period': -1, 'code': 'if ((#HumiditySensor).relativeHumidityMeasurement_humidity >= 50) {\n  (#Dehumidifier).switch_on()\n} else {\n  (#Humidifier).switch_on()\n}'}]"
접촉 센서가 감지되면 조명을 켜줘.,"[{'name': 'ContactDetectedLightOn', 'cron': '', 'period': -1, 'code': 'if ((#ContactSensor).contactSensor_contact == ""detected"") {\n  (#Light).switch_on()\n}'}]"
재실 센서가 감지되면 TV를 켜줘.,"[{'name': 'TVOnWhenMotionDetected', 'cron': '', 'period': -1, 'code': 'if ((#MotionSensor).motionSensor_motion == ""active"") {\n  (#Television).switch_on()\n}'}]"
소리 센서의 수치가 50보다 커지면 스피커 재생을 멈춰줘.,"[{'name': 'SoundSensorThreshold', 'cron': '', 'period': -1, 'code': 'if ((#SoundSensor).soundSensor_sound == ""detected"") {\n  wait until ((#SoundSensor).soundPressureLevel_soundPressureLevel <= 50)\n  (#Speaker).mediaPlayback_stop()\n}'}]"
비가 오면 제습기를 켜줘.,"[{'name': 'RainyDayHeater', 'cron': '', 'period': -1, 'code': 'if ((#WeatherProvider).weatherProvider_weather == ""rain"") {\n  (#Dehumidifier).switch_on()\n}'}]"
밝기가 100 럭스 미만이 되면 조명을 켜줘.,"[{'name': 'LightOnLowBrightness', 'cron': '', 'period': -1, 'code': 'if ((#LightSensor).lightLevel_light < 100) {\n  (#Light).switch_on()\n}'}]"
이산화탄소 농도가 1000ppm 이상이 되면 긴급 사이렌을 울려줘.,"[{'name': 'CO2Alert', 'cron': '', 'period': -1, 'code': 'if ((#GasMeter).gasMeter_gasMeter >= 1000) {\n  (#Siren).sirenMode_setSirenMode(""siren"")\n}'}]"
연기가 감지되면 사이렌으로 화재경보를 울려줘.,"[{'name': 'FireAlarmOnDetection', 'cron': '', 'period': -1, 'code': 'if ((#SmokeDetector).smokeDetector_smoke == ""detected"") {\n  (#Siren).alarm_siren()\n}'}]"
버튼이 세번 눌리면 벨브를 열어줘.,"[{'name': 'ButtonPressAction', 'cron': '', 'period': -1, 'code': 'count := 0\nif (count < 3) {\n  wait until ((#Button).button_button == ""pushed_3x"")\n  count = 3\n}\nif (count == 3) {\n  (#Valve).valve_open()\n}'}]"
온도가 35도 이상이 되면 에어컨의 목표 온도를 30도로 설정해줘.,"[{'name': 'SetACOnTemp', 'cron': '', 'period': -1, 'code': 'if ((#TemperatureSensor).temperatureMeasurement_temperature >= 35.0) {\n  (#AirConditioner).airConditionerMode_setTemperature(30.0)\n}'}]"
금고가 열리면 경찰 사이렌을 울려줘.,"[{'name': 'AlarmOnWhenSafeBoxOpens', 'cron': '', 'period': -1, 'code': 'if ((#SafeBox).safeBox_status == ""opened"") {\n  (#PoliceSiren).sirenMode_setSirenMode(""siren"")\n}'}]"
누수가 감지되면 벨브를 차단해줘.,"[{'name': 'LeakDetectedBlockValve', 'cron': '', 'period': -1, 'code': 'if ((#LeakSensor).leakSensor_leakage == ""detected"") {\n  (#Valve).valve_close()\n}'}]"
습도가 80%보다 커지면 제습기를 건조 모드로 작동시켜줘.,"[{'name': 'DehumidifierDryMode', 'cron': '', 'period': -1, 'code': 'if ((#Dehumidifier).dehumidifierMode_dehumidifierMode != ""drying"") {\n  (#Dehumidifier).dehumidifierMode_setDehumidifierMode(""drying"")\n}'}]"
움직임이 감지되면 조명을 켜줘.,"[{'name': 'MotionTrigger', 'cron': '', 'period': -1, 'code': 'if ((#MotionSensor).motionSensor_motion == ""active"") {\n  (#Light).switch_on()\n}'}]"
내부 초미세먼지 농도가 35 이상이 되면 공기청정기를 강하게 틀어줘.,"[{'name': 'HighDustActivate', 'cron': '', 'period': -1, 'code': 'if ((#AirQualityDetector).dustSensor_fineDustLevel >= 35) {\n  (#AirPurifier).airPurifierFanMode_setAirPurifierFanMode(""high"")\n}'}]"
충전 전압이 250V보다 높아지면 충전을 중단해줘.,"[{'name': 'BatteryChargeLimit', 'cron': '', 'period': -1, 'code': 'if ((#Charger).voltageMeasurement_voltage > 250) {\n  (#Charger).switch_off()\n}'}]"
현관 도어락이 잠금해제되면 거실 조명을 켜줘.,"[{'name': 'DoorUnlockLightOn', 'cron': '', 'period': -1, 'code': 'if ((#DoorLock).doorControl_lock == ""unlocked"") {\n  (#LivingRoomLight).switch_on()\n}'}]"
침실에 움직임이 감지되면 침실 에어컨을 켜줘.,"[{'name': 'MotionActivateAC', 'cron': '', 'period': -1, 'code': 'if ((#MotionSensor).motionSensor_motion == ""active"") {\n  (#AirConditioner).switch_on()\n}'}]"
주방에 연기가 감지되면 주방 벨브를 잠궈줘.,"[{'name': 'KitchenBellSilence', 'cron': '', 'period': -1, 'code': 'if ((#MotionSensor).motionSensor_motion == ""active"") {\n  (#Valve).valve_close()\n}'}]"
서재 미세먼지 농도가 30 이상이 되면 서재 공기청정기를 켜줘.,"[{'name': 'RoomAirFilterOn', 'cron': '', 'period': -1, 'code': 'if ((#AirQualityDetector).dustSensor_fineDustLevel >= 30) {\n  (#AirPurifier).switch_on()\n}'}]"
지하에 누수가 감지되면 메인 사이렌을 비상모드로 울려줘.,"[{'name': 'LeakAlert', 'cron': '', 'period': -1, 'code': 'if ((#LeakSensor).leakSensor_leakage == ""detected"") {\n  (#Siren).sirenMode_setSirenMode(""emergency"")\n}'}]"
테라스 조도가 50 미만이 되면 테라스 조명을 켜줘.,"[{'name': 'TerraceLightOn', 'cron': '', 'period': -1, 'code': 'if ((#TerraceLight).lightLevel_light < 50) { (#TerraceLight).switch_on() }'}]"
차고 문이 열리면 차고 카메라로 사진을 찍어줘.,"[{'name': 'GarageDoorPhoto', 'cron': '', 'period': -1, 'code': 'if ((#GarageDoor).doorControl_door == ""open"") {\n  (#GarageCamera).camera_take()\n}'}]"
아기방 소리가 40dB보다 커지면 거실 스피커로 아기방에 소음이 감지되었다고 말해줘.,"[{'name': 'BabyRoomNoiseAlert', 'cron': '', 'period': -1, 'code': 'if ((#SoundSensor_babyRoom).soundSensor_sound > 40) {\n  (#Speaker_livingRoom).mediaPlayback_speak(""아기방에 소음이 감지되었습니다."")\n}'}]"
세탁실 건조기 회전 속도가 5 이하가 되면 거실 스피커로 세탁이 끝났다고 알려줘.,"[{'name': 'NotifyLaundryDone', 'cron': '', 'period': -1, 'code': 'if ((#Dishwasher).switch_switch == ""off"" && (#Dishwasher).irrigatorPortion_waterPortion <= 5) {\n  (#Speaker).mediaPlayback_speak(""세탁이 끝났습니다."")\n}'}]"
창고 온도가 25도 이상이 되면 창고 에어컨을 켜줘.,"[{'name': 'WarehouseTempControl', 'cron': '', 'period': -1, 'code': 'if ((#TemperatureSensor).temperatureMeasurement_temperature >= 25.0) {\n  (#AirConditioner).switch_on()\n}'}]"
욕실 습도가 70%보다 높아지면 욕실 제습기를 동결 방지 모드로 설정해줘.,"[{'name': 'HumidityControl', 'cron': '', 'period': -1, 'code': 'if ((#HumiditySensor).relativeHumidityMeasurement_humidity > 70.0) {\n  (#Dehumidifier).dehumidifierMode_setDehumidifierMode(""freezeProtection"")\n}'}]"
사무실 버튼이 눌리면 사무실 가습기를 모두 켜줘.,"[{'name': 'OfficeHeaterActivate', 'cron': '', 'period': -1, 'code': '(#OfficeHeater).heater_switch_on()'}]"
복도에 재실 센서가 하나라도 감지되면 모든 복도 조명을 보라색으로 설정해줘.,"[{'name': 'SetRoomLightsPurple', 'cron': '', 'period': -1, 'code': 'if (any(#Floor).presenceSensor_presence == ""present"") {\n  all(#Floor).colorControl_setColor({""h"": 270, ""s"": 100, ""l"": 50})\n}'}]"
서버실 일산화탄소 농도가 5000 ppm 이상이되면 모든 사이렌을 비상모드로 울려줘.,"[{'name': 'HighCO2Alarm', 'cron': '', 'period': -1, 'code': 'if ((#CarbonDioxideSensor).carbonDioxideMeasurement_carbonDioxide >= 5000) {\n  all(#Siren).sirenMode_setSirenMode(""emergency"")\n}'}]"
안방 쉐이드 버튼이 눌리면 쉐이드를 내려줘.,"[{'name': 'ShadeDownOnButtonClick', 'cron': '', 'period': -1, 'code': 'if ((#Button).button_button == ""pushed"") {\n  (#Shade).windowShade_close()\n}'}]"
TV 채널을 7번으로 바꾸고 1시간 뒤에 11번으로 바꿔줘.,"[{'name': 'TVChannelChange', 'cron': '', 'period': -1, 'code': 'if ((#Television).tvChannel_tvChannel != 7) {\n  (#Television).tvChannel_setTvChannel(7)\n}\n(#Clock).clock_delay(3600000)\nif ((#Television).tvChannel_tvChannel != 11) {\n  (#Television).tvChannel_setTvChannel(11)\n}'}]"
에어컨을 냉방 모드로 설정하고 30분 뒤에 자동 모드로 설정해줘.,"[{'name': 'AirConditionerModeChange', 'cron': '', 'period': 1800000, 'code': 'if ((#AirConditioner).airConditionerMode_airConditionerMode == ""cool"") {\n  (#AirConditioner).airConditionerMode_setAirConditionerMode(""auto"")\n}'}]"
공기청정기를 자동 모드로 설정하고 2시간 뒤에 수면 모드로 설정해줘.,"[{'name': 'AirPurifierModeChange', 'cron': '', 'period': 7200000, 'code': 'if ((#AirPurifier).airPurifierFanMode_airPurifierFanMode == ""auto"") {\n  (#AirPurifier).airPurifierFanMode_setAirPurifierFanMode(""sleep"")\n}'}]"
에어컨 온도를 24도로 설정하고 1시간 뒤에 26도로 설정해줘.,"[{'name': 'AdjustAC', 'cron': '', 'period': 3600000, 'code': 'if ((#AirConditioner).airConditionerMode_temperature != 24) {\n  (#AirConditioner).airConditionerMode_setTemperature(24)\n}\nwait until ((#AirConditioner).airConditionerMode_temperature == 24)\nif ((#AirConditioner).airConditionerMode_temperature != 26) {\n  (#AirConditioner).airConditionerMode_setTemperature(26)\n}'}]"
오븐 모드를 베이크로 설정하고 10분 뒤에 데우기 모드로 바꿔줘.,"[{'name': 'OvenModeChange', 'cron': '', 'period': -1, 'code': 'if ((#Oven).ovenMode_ovenMode == ""off"") {\n  (#Oven).ovenMode_setOvenMode(""bake"")\n  wait until (#Clock).clock_delay(600000)\n  (#Oven).ovenMode_setOvenMode(""toast"")\n}'}]"
재실 센서에 감지가 되면 1분 뒤에 사진을 찍어줘.,"[{'name': 'PresencePhoto', 'cron': '', 'period': -1, 'code': 'wait until ((#PresenceSensor).presenceSensor_presence == ""present"")\n(#Clock).clock_delay(60000)\n(#Camera).camera_take()'}]"
오븐이 가열 모드가 되면 3초 뒤에 전자레인지 모드로 바꿔줘.,"[{'name': 'OvenToMicrowave', 'cron': '', 'period': -1, 'code': 'if ((#Oven).ovenMode_ovenMode == ""heating"") {\n  (#Clock).clock_delay(3000)\n  (#Microwave).microwaveMode_setMicrowaveMode(""microwave"")\n}'}]"
"습도가 30%보다 낮아지면 3초 뒤에 스피커로 ""습도가 낮습니다""를 출력해.","[{'name': 'LowHumidityAlert', 'cron': '', 'period': -1, 'code': 'if ((#HumiditySensor).relativeHumidityMeasurement_humidity < 30) {\n  (#Clock).clock_delay(3000)\n  (#Speaker).mediaPlayback_speak(""습도가 낮습니다"")\n}'}]"
비가 오면 문을 닫고 1시간 뒤에 체크해서 비가 안오면 문을 다시 열어줘.,"[{'name': 'RainCheck', 'cron': '', 'period': 3600000, 'code': 'if ((#WeatherProvider).weatherProvider_weather == ""rain"") {\n  (#Window).windowControl_close()\n}\nwait until ((#WeatherProvider).weatherProvider_weather != ""rain"")\n(#Window).windowControl_open()'}]"
외부 미세먼지 농도가 2000 이상이면 문을 닫고 4시간 뒤에 밸브를 잠궈줘.,"[{'name': 'CloseDoorAndValve', 'cron': '', 'period': -1, 'code': 'if ((#WeatherProvider).weatherProvider_pm10Weather >= 2000) {\n  (#Window).windowControl_close()\n  wait until (#Clock).clock_delay(14400000)\n  (#Valve).valve_close()\n}'}]"
사이렌을 응급 모드로 울리고 5초 뒤에 사이렌 모드를 화재 모드로 바꿔줘.,"[{'name': 'EmergencySirenChange', 'cron': '', 'period': -1, 'code': 'if ((#Siren).sirenMode_sirenMode == ""off"") {\n  (#Siren).sirenMode_setSirenMode(""emergency"")\n  (#Clock).clock_delay(5000)\n  (#Siren).sirenMode_setSirenMode(""fire"")\n}'}]"
조명 밝기를 30으로 설정했다가 10분 뒤에 80으로 올려줘.,"[{'name': 'AdjustLightBrightness', 'cron': '', 'period': 600000, 'code': 'brightness := 30\n(#Light).switchLevel_setLevel(brightness)\nwait until (#Clock).clock_delay(600000)\nbrightness := 80\n(#Light).switchLevel_setLevel(brightness)'}]"
로봇 청소기를 자동 모드로 시작하고 30분 뒤에 수동 모드로 바꿔줘.,"[{'name': 'RobotCleanerModeChange', 'cron': '', 'period': 1800000, 'code': 'if (triggered == false) {\n  (#RobotCleaner).robotCleanerCleaningMode_setRobotCleanerCleaningMode(""auto"")\n  triggered = true\n} else {\n  (#RobotCleaner).robotCleanerCleaningMode_setRobotCleanerCleaningMode(""manual"")\n}'}]"
스피커 볼륨을 20으로 설정하고 10분 뒤에 40으로 높여줘.,"[{'name': 'SpeakerVolumeAdjustment', 'cron': '', 'period': -1, 'code': 'volume = 20\n(#Speaker).mediaPlayback_setVolume(volume)\n(#Clock).clock_delay(600000)\nvolume = 40\n(#Speaker).mediaPlayback_setVolume(volume)'}]"
제습기를 건조 모드로 작동시키고 1시간 뒤에 리프레쉬 모드로 바꿔줘.,"[{'name': 'DehumidifierModeChange', 'cron': '', 'period': 3600000, 'code': 'if ((#Dehumidifier).dehumidifierMode_dehumidifierMode == ""dehumidifying"") {\n  (#Dehumidifier).dehumidifierMode_setDehumidifierMode(""refreshing"")\n}'}]"
거실의 모든 전등을 켜고 1시간 뒤에 꺼줘.,"[{'name': 'LivingRoomLightsToggle', 'cron': '', 'period': 3600000, 'code': 'if ((#Light).switch_switch == ""off"") {\n  (#Light).switch_on()\n} else {\n  (#Light).switch_off()\n}'}]"
집안의 재실 센서가 하나라도 감지되면 10초 뒤에 모든 긴급 사이렌을 울려줘.,"[{'name': 'AlarmOnMotionDetected', 'cron': '', 'period': -1, 'code': 'if (any(#PresenceSensor).presenceSensor_presence == ""present"") {\n  wait until (#Clock).clock_delay(10000)\n  all(#Siren).alarm_siren()\n}'}]"
주방의 모든 벨브를 열고 5분 뒤에 다시 잠궈줘.,"[{'name': 'KitchenValvesControl', 'cron': '', 'period': -1, 'code': 'all(#KitchenValve).valve_open()\n(#Clock).clock_delay(300000)\nall(#KitchenValve).valve_close()'}]"
안방의 모든 블라인드를 닫고 2시간 뒤에 다시 열어줘.,"[{'name': 'CloseAndOpenBlinds', 'cron': '', 'period': -1, 'code': 'all(#Blind).windowShade_close()\n(#Clock).clock_delay(7200000)\nall(#Blind).windowShade_open()'}]"
복도의 조명이 하나라도 켜지면 5분 뒤에 거실의 모든 조명을 꺼줘.,"[{'name': 'TurnOffLivingRoomLights', 'cron': '', 'period': -1, 'code': 'triggered := false\nif (triggered == false) {\n  wait until (any(#Corridor).switch_switch == ""on"")\n  (#Clock).clock_delay(300000)\n  all(#LivingRoom).switch_off()\n  triggered = true\n}'}]"
연구실의 모든 제습기를 켜고 4시간 뒤에 꺼줘.,"[{'name': 'DehumidifierControl', 'cron': '', 'period': -1, 'code': 'all(#Dehumidifier).switch_on()\n(#Clock).clock_delay(14400000)\nall(#Dehumidifier).switch_off()'}]"
사무실의 공기청정기가 하나라도 수면모드로 바뀌면 10분 뒤에 조명을 꺼줘.,"[{'name': 'OfficeAirPurifierSleepModeOff', 'cron': '', 'period': 600000, 'code': 'if ((#AirPurifier).airPurifierFanMode_airPurifierFanMode == ""sleep"") {\n  wait until (#Clock).clock_delay(600000)\n  all(#Light).switch_off()\n}'}]"
창고의 모든 도어락을 잠그고 1분 뒤에 긴급 사이렌을 울려줘.,"[{'name': 'LockWarehouseDoorsAndActivateSiren', 'cron': '', 'period': -1, 'code': 'all(#WarehouseDoorLock).doorControl_lock()\n(#Clock).clock_delay(60000)\n(#EmergencySiren).sirenMode_setSirenMode(""siren"")'}]"
테라스의 어느 조도 센서라도 100 럭스 이상이 되면 5초 뒤에 모든 블라인드를 올려줘.,"[{'name': 'TerraceBrightnessThreshold', 'cron': '', 'period': -1, 'code': 'threshold := false\nif (threshold == false) {\n  wait until ((#LightSensor).lightLevel_light >= 100)\n  (#Clock).clock_delay(5000)\n  all(#Blind).windowShade_open()\n  threshold = true\n}'}]"
데이터 센터의 어느 온도 센서라도 30도 이상이 되면 1분 뒤에 모든 에어컨을 냉방 모드로 작동시켜줘.,"[{'name': 'DataCenterTempMonitor', 'cron': '', 'period': -1, 'code': 'if (any(#TemperatureSensor).temperatureMeasurement_temperature >= 30.0) {\n  (#Clock).clock_delay(60000)\n  all(#AirConditioner).airConditionerMode_setAirConditionerMode(""cool"")\n}'}]"
주방 조명을 켜고 10초 뒤에 주방 제습기를 켜줘.,"[{'name': 'KitchenLightsAndHumidifier', 'cron': '', 'period': -1, 'code': 'if ((#Light_Kitchen).switch_switch == ""off"") {\n  (#Light_Kitchen).switch_on()\n  (#Clock).clock_delay(10000)\n  (#Humidifier_Kitchen).switch_on()\n}'}]"
서재 공기청정기를 강풍으로 틀고 2시간 뒤에 꺼줘.,"[{'name': 'AirPurifierHighWindAndDelayOff', 'cron': '', 'period': 7200000, 'code': 'if ((#AirPurifier).airPurifierFanMode_airPurifierFanMode == ""auto"") {\n  (#AirPurifier).airPurifierFanMode_setAirPurifierFanMode(""high"")\n}\nwait until ((#Clock).clock_time >= 1400)\n(#AirPurifier).switch_off()'}]"
욕실 조명을 끄고 5분 뒤에 켜줘.,"[{'name': 'BathroomLightToggle', 'cron': '', 'period': -1, 'code': 'if ((#BathroomLight).switch_switch == ""on"") {\n  (#BathroomLight).switch_off()\n  wait until (#Clock).clock_delay(300000)\n  (#BathroomLight).switch_on()\n}'}]"
회의실 문을 닫고 3초 뒤에 회의실 카메라로 촬영해줘.,"[{'name': 'MeetingRoomCameraCapture', 'cron': '', 'period': -1, 'code': 'if ((#MeetingRoomDoor).doorControl_door == ""open"") {\n  (#MeetingRoomDoor).doorControl_close()\n  (#Clock).clock_delay(3000)\n  (#MeetingRoomCamera).camera_take()\n}'}]"
