index,category_analysis,selected,test_no,command,command_english,joi_gt,connected_devices_dict,options_dict,sa_result
323,4,1,4,재실 센서에서 더 이상 감지가 안 되면 ‘문이 열렸습니다’라고 말해 줘.,"When the occupancy sensor no longer detects it, say 'Door is open'.","{""name"": ""Scenario1"", ""cron"": """", ""period"": -1, ""code"": ""wait until((#PresenceSensor).presenceSensor_presence == \""not present\"")\n(#Speaker).mediaPlayback_speak(\""Door is open\"")""}",,," 
{""name"": ""Scenario1"",""cron"": """",""period"": -1,""code"": ""wait until ((#PresenceSensor).presenceSensor_presence == 'not present')\n(#Speaker).mediaPlayback_speak('문이 열렸습니다')""}"
324,2,1,5,토양 습도가 30% 미만이면 5초 후 급수기를 작동해 줘.,"If the soil humidity is below 30%, wait 5 seconds before activating the waterer.","{""name"": ""Scenario1"", ""cron"": """", ""period"": -1, ""code"": ""if ((#SoilMoistureSensor).soilHumidityMeasurement_soilHumidity < 30.0) {\n(#Clock).clock_delay(5000)\n(#Irrigator).irrigatorOperatingState_startWatering()\n}""}",,," 
{""name"": ""Scenario1"",""cron"": """",""period"": -1,""code"": ""if ((#SoilMoistureSensor).soilHumidityMeasurement_soilHumidity < 30) {\n    (#Clock).clock_delay(5000)\n    (#Irrigator).irrigatorOperatingState_startWatering()\n}""}"
325,3,1,5,창문이 열려 있고 온도가 35도 이상이면 10초 대기 후 블라인드를 내려 줘.,"If a window is open and the temperature is above 35 degrees, wait 10 seconds before lowering the blinds.","{""name"": ""Scenario2"", ""cron"": """", ""period"": -1, ""code"": ""if (((#Window).windowControl_window == \""open\"") and ((#TemperatureSensor).temperatureMeasurement_temperature >= 35.0)) {\n(#Clock).clock_delay(10000)\n(#Blind).blind_close()\n}""}",,," 
{""name"": ""Scenario1"",""cron"": """",""period"": -1,""code"": ""if (((#Window).windowControl_window == 'open') and ((#AirQualityDetector).temperatureMeasurement_temperature >= 35)) {\n    (#Clock).clock_delay(10000)\n    (#Blind).blind_close()\n}""}"
326,4,1,5,"습도가 80% 이상이면 3초 뒤 제습기를 켜고, 7초 더 지난 후 창문을 닫아 줘.","If the humidity is above 80%, turn on the dehumidifier after 3 seconds and close the window after another 7 seconds.","{""name"": ""Scenario3"", ""cron"": """", ""period"": -1, ""code"": ""if ((#HumiditySensor).relativeHumidityMeasurement_humidity >= 80.0) {\n(#Clock).clock_delay(3000)\n(#Dehumidifier).switch_on()\n(#Clock).clock_delay(7000)\n(#Window).windowControl_close()\n}""}",,," 
{""name"": ""Scenario1"",""cron"": """",""period"": -1,""code"": ""if ((#HumiditySensor).relativeHumidityMeasurement_humidity >= 80) {\n    (#Clock).clock_delay(3000)\n    (#Dehumidifier).switch_on()\n    (#Clock).clock_delay(7000)\n    (#Window).windowControl_close()\n}""}"
327,4,1,5,빛의 세기가 100룩스 이하면 5초 대기 후 LED 조명을 켜 줘.,"If the light intensity is below 100 lux, wait 5 seconds before turning on the LED light.","{""name"": ""Scenario4"", ""cron"": """", ""period"": -1, ""code"": ""if ((#LightSensor).lightLevel_light <= 100.0) {\n(#Clock).clock_delay(5000)\n(#Light).switch_on()\n}""}",,," 
{""name"": ""Scenario1"",""cron"": """",""period"": -1,""code"": ""if ((#LightSensor).lightLevel_light <= 100) {\n    (#Clock).clock_delay(5000)\n    (#Light).switch_on()\n}""}"
328,4,1,5,급수기를 작동 후 10초 기다렸다가 환풍기를 켜 줘.,"After running the irrigator, wait 10 seconds before turning on the fan.","{""name"": ""Scenario5"", ""cron"": """", ""period"": -1, ""code"": ""(#Irrigator).irrigatorOperatingState_startWatering()\n(#Clock).clock_delay(10000)\n(#Fan).switch_on()""}",,,"{""name"": ""Scenario1"",""cron"": """",""period"": -1,""code"": ""(#Irrigator).irrigatorOperatingState_startWatering()\n(#Clock).clock_delay(10000)\n(#Fan).switch_on()""}"
329,4,1,5,"창문이 열려 있으면 5초 후 커튼을 닫고, 10초 더 지난 뒤 블라인드를 닫아 줘.","If the window is open, close the curtains after 5 seconds, and close the blinds after another 10 seconds.","{""name"": ""Scenario6"", ""cron"": """", ""period"": -1, ""code"": ""if ((#Window).windowControl_window == \""open\"") {\n(#Clock).clock_delay(5000)\n(#Curtain).curtain_close()\n(#Clock).clock_delay(10000)\n(#Blind).blind_close()\n}""}",,," 
{""name"": ""Scenario1"",""cron"": """",""period"": -1,""code"": ""if ((#Window).windowControl_window == 'open') {\n    (#Clock).clock_delay(5000)\n    (#Curtain).curtain_close()\n    (#Clock).clock_delay(10000)\n    (#Blind).blind_close()\n}""}"
330,4,1,5,조명이 켜져 있으면 3초 대기 후 조명을 껐다가 3초 뒤 다시 켜 줘.,"If the light is on, wait 3 seconds, turn off the light, and then turn it back on after 3 seconds.","{""name"": ""Scenario7"", ""cron"": """", ""period"": -1, ""code"": ""if ((#Light).switch_switch == \""on\"") {\n(#Clock).clock_delay(3000)\n(#Light).switch_off()\n(#Clock).clock_delay(3000)\n(#Light).switch_on()\n}""}",,," 
{""name"": ""Scenario1"",""cron"": """",""period"": -1,""code"": ""if ((#Light).switch_switch == 'on') {\n    (#Clock).clock_delay(3000)\n    (#Light).switch_off()\n    (#Clock).clock_delay(3000)\n    (#Light).switch_on()\n}""}"
331,4,1,5,7초 후에 조명을 끄고 5초 뒤 다시 켜 줘.,Turn off the light after 7 seconds and turn it back on after 5 seconds.,"{""name"": ""Scenario8"", ""cron"": """", ""period"": -1, ""code"": ""(#Clock).clock_delay(7000)\n(#Light).switch_off()\n(#Clock).clock_delay(5000)\n(#Light).switch_on()""}",,,"{""name"": ""Scenario1"",""cron"": """",""period"": -1,""code"": ""(#Light).switch_off()\n(#Clock).clock_delay(7000)\n(#Light).switch_on()\n(#Clock).clock_delay(5000)""}"
332,4,1,5,문이 닫혀 있는데 5초가 지나도 창문이 열려 있지 않으면 블라인드를 열어 줘.,"If the door is closed and the window is not open after 5 seconds, open the blinds.","{""name"": ""Scenario9"", ""cron"": """", ""period"": -1, ""code"": ""if ((#DoorLock).doorControl_door == \""closed\"") {\n(#Clock).clock_delay(5000)\nif ((#Window).windowControl_window != \""open\"") {\n(#Blind).blind_open()\n}\n}""}",,," 
{""name"": ""Scenario1"",""cron"": """",""period"": -1,""code"": ""wait until((#DoorLock).doorControl_door == 'closed')\n(#Clock).clock_delay(5000)\nif ((#Window).windowControl_window != 'open') {\n    (#Blind).blind_open()\n}""}"
333,4,1,5,"커튼이 열린 상태라면 2초 뒤 조명을 50으로 낮추고, 다시 4초 기다려서 꺼 줘.","If the curtains are open, turn the lights down to 50 after 2 seconds, then wait another 4 seconds to turn them off.","{""name"": ""Scenario10"", ""cron"": """", ""period"": -1, ""code"": ""if ((#Curtain).curtain_curtain == \""open\"") {\n(#Clock).clock_delay(2000)\n(#Light).switchLevel_setLevel(50, 0)\n(#Clock).clock_delay(4000)\n(#Light).switch_off()\n}""}",,,"{""name"": ""Scenario1"",""cron"": """",""period"": -1,""code"": ""if ((#Curtain).curtain_curtain == 'open') {\n    (#Clock).clock_delay(2000)\n    (#Light).switchLevel_setLevel(50,0)\n    (#Clock).clock_delay(4000)\n    (#Light).switch_off()\n}""}"
334,6,1,6,5초마다 토양 습도를 측정해서 30% 이하이면 급수기를 켜 줘. 만약 그 때 온도가 35도 이상이면 급수기를 끄고 반복도 종료해 줘.,"Measure soil moisture every 5 seconds, and if it is below 30%, turn on the irrigator. If the temperature is above 35 degrees at that time, turn off the irrigator and stop the loop.","{""name"": ""Scenario1"", ""cron"": """", ""period"": 5000, ""code"": ""soil = (#SoilMoistureSensor).soilHumidityMeasurement_soilHumidity\ntemp = (#TemperatureSensor).temperatureMeasurement_temperature\nif (soil <= 30.0) {\n(#Irrigator).switch_on()\nif (temp >= 35.0) {\n(#Irrigator).switch_off()\nbreak\n}\n}""}",,,"{""name"": ""Scenario1"",""cron"": """",""period"": 5000,""code"": ""soil = (#SoilMoistureSensor).soilHumidityMeasurement_soilHumidity\ntemp = (#AirQualityDetector).temperatureMeasurement_temperature\nif (soil <= 30) {\n    if (temp >= 35) {\n        (#Irrigator).switch_off()\n        break\n    } else {\n        (#Irrigator).irrigatorOperatingState_startWatering()\n    }\n}""}"
335,6,1,6,3초 간격으로 조명을 10번 깜빡여 줘. 깜빡일 때마다 확인해서 비 감지 센서가 비를 감지하는 순간 반복을 중단해 줘.,Blink the light 10 times in 3-second intervals. Check after each blink and stop the loop the moment the rain sensor detects rain.,"{""name"": ""Scenario1"", ""cron"": """", ""period"": 3000, ""code"": ""count := 0\n\nif (count >= 10) {\nbreak\n}\n(#Light).switch_toggle()\nrain = (#WeatherProvider).weatherProvider_weather\nif (rain == \""rain\"") {\nbreak\n}\ncount = count + 1""}",,," 
{""name"": ""Scenario1"",""cron"": """",""period"": 3000,""code"": ""count := 0\nif (count < 10) {\n    if ((#WeatherProvider).weatherProvider_weather == 'rain') {\n        break\n    }\n    light_state = (#Light).switch_switch\n    if (light_state == 'on') {\n        (#Light).switch_off()\n    } else {\n        (#Light).switch_on()\n    }\n    count = count + 1\n} else {\n    break\n}""}"
336,6,1,6,1초마다 선풍기의 전원을 켜고 끄는 토글 동작을 반복해 줘. 매번 동작 직전에 습도를 확인해서 80% 이상이면 반복을 즉시 중단해 줘.,Repeat the toggle action of powering the fan on and off every second. Check the humidity just before each action and stop the loop immediately if it's above 80%.,"{""name"": ""Scenario1"", ""cron"": """", ""period"": 1000, ""code"": ""humidity = (#AirQualityDetector).relativeHumidityMeasurement_humidity\nif (humidity >= 80.0) {\nbreak\n}\n(#Fan).switch_toggle()""}",,," 
{""name"": ""Scenario1"",""cron"": """",""period"": 1000,""code"": ""if ((#HumiditySensor).relativeHumidityMeasurement_humidity >= 80) {break} (#Fan).switch_toggle()""}"
337,6,1,6,5초마다 블라인드를 10퍼센트씩 닫아줘. 더 이상 못 내릴 때까지.,Close the blinds by 10 percent every 5 seconds. Until you can't lower them anymore.,"{""name"": ""Scenario1"", ""cron"": """", ""period"": 5000, ""code"": ""current_level = (#Blind).blindLevel_blindLevel\nif (current_level <= 10) {\n(#Blind).blindLevel_setBlindLevel(0)\nbreak\n}\nnext_level = current_level - 10\n(#Blind).blindLevel_setBlindLevel(next_level)""}",,," 
{""name"": ""Scenario1"",""cron"": """",""period"": 5000,""code"": ""level = (#Blind).blindLevel_blindLevel\nif (level > 0) {\n    if (level >= 10) {\n        (#Blind).blindLevel_setBlindLevel(level - 10)\n    } else {\n        (#Blind).blindLevel_setBlindLevel(0)\n    }\n} else {\n    break\n}""}"
338,6,1,6,"10초마다 관개기를 켰다가 5초 뒤에 꺼 줘. 관개기를 끌 때, 켤 때 모두 확인해서 일조량이 500룩스 이상이면 관개기를 끄고 반복을 종료해 줘.","Turn on the irrigator every 10 seconds and turn it off after 5 seconds. Check the irrigator both on and off, and if the sunlight is above 500 lux, turn off the irrigator and stop the loop.","{""name"": ""Scenario1"", ""cron"": """", ""period"": 10000, ""code"": ""lux = (#LightSensor).lightLevel_light\nif (lux >= 500.0) {\n(#Irrigator).switch_off()\nbreak\n}\n(#Irrigator).switch_on()\n(#Clock).clock_delay(5000)\nlux = (#LightSensor).lightLevel_light\nif (lux >= 500.0) {\n(#Irrigator).switch_off()\nbreak\n}\n(#Irrigator).switch_off()""}",,," 
{""name"": ""Scenario1"",""cron"": """",""period"": 10000,""code"": ""if ((#LightSensor).lightLevel_light >= 500) { (#Irrigator).switch_off() break } else { (#Irrigator).switch_on() (#Clock).clock_delay(5000) if ((#LightSensor).lightLevel_light >= 500) { (#Irrigator).switch_off() break } else { (#Irrigator).switch_off() } }""}"
339,6,1,6,2초마다 거실 조명을 켰다 껐다 반복해 줘. 조명을 끌 때마다 확인해서 창문이 열려 있는 게 감지되면 반복을 즉시 중단해 줘.,Turn the living room light on and off every two seconds. Check each time it turns off the light and stop the loop immediately if it detects that a window is open.,"{""name"": ""Scenario1"", ""cron"": """", ""period"": 2000, ""code"": ""(#Light).switch_toggle()\nlight_state = (#Light).switch_switch\nif (light_state == \""off\"") {\nwindow_state = (#Window).windowControl_window\nif (window_state == \""open\"") {\nbreak\n}\n}""}",,," 
{""name"": ""Scenario1"",""cron"": """",""period"": 2000,""code"": ""prev_light_state := (#Light).switch_switch\nlight_state = (#Light).switch_switch\nif (light_state == 'off') {\n    if (prev_light_state == 'on') {\n        if ((#Window).windowControl_window == 'open') {\n            break\n        }\n    }\n}\nif (light_state == 'on') {\n    (#Light).switch_off()\n} else {\n    (#Light).switch_on()\n}\nprev_light_state = light_state""}"
340,6,1,6,3초마다 텔레비전의 볼륨을 1씩 증가시켜서 5단계가 되면 초기값으로 되돌리는 동작을 반복해 줘. 초기값으로 되돌릴 때 확인해서 움직임이 감지되면 반복을 중단해 줘.,"Every 3 seconds, increase the television volume by 1 level. When it reaches level 5, reset it to the initial value. Repeat this cycle. If motion is detected at the moment of reset, stop the repetition.","{""name"": ""Scenario1"", ""cron"": """", ""period"": 3000, ""code"": ""volume := 0\n\nif (volume >= 5) {\nmotion = (#MotionSensor).motionSensor_motion\nif (motion == \""active\"") {\nbreak\n}\nvolume = 0\n} else {\nvolume = volume + 1\n}\n(#Television).audioVolume_setVolume(volume)""}",,,"
{""name"": ""Scenario1"",""cron"": """",""period"": 3000,""code"": ""init := false\nprev_volume := 0\nif (init == false) {\n    prev_volume = (#Television).audioVolume_volume\n    init = true\n}\nvolume = (#Television).audioVolume_volume\nif (volume < 5) {\n    (#Television).audioVolume_setVolume(volume + 1)\n} else {\n    (#Television).audioVolume_setVolume(prev_volume)\n    if ((#MotionSensor).motionSensor_motion == 'active') {\n        break\n    }\n}""}"
341,6,1,6,10초마다 블라인드를 완전히 닫아 줘. 그 때마다 확인해서 TV가 켜져 있으면 즉시 반복을 종료해.,"Every 10 seconds, close the blinds completely. Check each time and end the loop immediately if the TV is on.","{""name"": ""Scenario1"", ""cron"": """", ""period"": 10000, ""code"": ""(#Blind).blind_close()\ntv = (#Television).switch_switch\nif (tv == \""on\"") {\nbreak\n}""}",,," 
{""name"": ""Scenario1"",""cron"": """",""period"": 10000,""code"": ""if ((#Television).switch_switch == 'on') {break} (#Blind).blind_close()""}"
342,6,1,6,"2초마다 알람의 사이렌을 1초간 울렸다 꺼지게 하고, 알람의 사이렌을 울릴 때마다 창문이 닫혀 있는지 확인해서 닫혀 있으면 반복을 중단해 줘.","Every two seconds, turn the alarm siren on for 1 second, then turn it off, and every time it turn on the siren, make sure the window is closed and stop the loop if it is.","{""name"": ""Scenario1"", ""cron"": """", ""period"": 2000, ""code"": ""(#Alarm).alarm_siren()\nstate = (#Window).windowControl_window\n(#Clock).clock_delay(1000)\n(#Alarm).alarm_off()\nif (state == \""closed\"") {\nbreak\n}""}",,," 
{""name"": ""Scenario1"",""cron"": """",""period"": 2000,""code"": ""if ((#Window).windowControl_window == 'closed') {break} (#Alarm).alarm_siren() (#Clock).clock_delay(1000) (#Alarm).alarm_off()""}"
343,6,1,6,5초마다 실내 공기청정기를 ‘자동’ 모드로 전환해 줘. 그 때마다 확인해서 창문이 열려 있으면 모든 반복을 종료해 줘.,"Every 5 seconds, switch the room air purifier to 'auto' mode. Check each time and stop the loop if a window is open.","{""name"": ""Scenario1"", ""cron"": """", ""period"": 5000, ""code"": ""(#AirPurifier).airPurifierFanMode_setAirPurifierFanMode(\""auto\"")\nstate = (#Window).windowControl_window\nif (state == \""open\"") {\nbreak\n}""}",,," 
{""name"": ""Scenario1"",""cron"": """",""period"": 5000,""code"": ""if ((#Window).windowControl_window == 'open') {break} (#AirPurifier).airPurifierFanMode_setAirPurifierFanMode('auto')""}"
344,7,1,7,실시간으로 확인해서 토양 습도가 25% 이하로 떨어질 때마다 급수기를 켜고 '급수 시작'이라고 스피커로 출력해줘.,"Check in real-time and turn on the irrigator whenever the soil humidity drops below 25% and announce ""Start watering"" via the speaker.","{""name"": ""Scenario1"", ""cron"": """", ""period"": 100, ""code"": ""triggered := false\nif ((#SoilMoistureSensor).soilHumidityMeasurement_soilHumidity <= 25.0) {\nif (triggered == false) {\n(#Irrigator).switch_on()\n(#Speaker).mediaPlayback_speak(\""Start watering\"")\ntriggered = true\n}\n} else {\ntriggered = false\n}""}",,," 
{""name"": ""Scenario1"",""cron"": """",""period"": 100,""code"": ""prev_soil := (#SoilMoistureSensor).soilHumidityMeasurement_soilHumidity soil = (#SoilMoistureSensor).soilHumidityMeasurement_soilHumidity if ((prev_soil > 25) and (soil <= 25)) { (#Irrigator).irrigatorOperatingState_startWatering() (#Speaker).mediaPlayback_speak('급수 시작') } prev_soil = soil""}"
345,7,1,7,1초마다 상태를 확인해서 온도가 35도를 초과할 때마다 환풍기를 켜 줘.,Check the status every 1 second and turn on the fan whenever the temperature exceeds 35 degrees.,"{""name"": ""Scenario1"", ""cron"": """", ""period"": 1000, ""code"": ""triggered := false\nif ((#TemperatureSensor).temperatureMeasurement_temperature > 35.0) {\nif (triggered == false) {\n(#Fan).switch_on()\ntriggered = true\n}\n} else {\ntriggered = false\n}""}",,," 
{""name"": ""Scenario1"",""cron"": """",""period"": 1000,""code"": ""prev_temp := (#TemperatureSensor).temperatureMeasurement_temperature\ntemp = (#TemperatureSensor).temperatureMeasurement_temperature\nif ((prev_temp <= 35) and (temp > 35)) {\n    (#Fan).switch_on()\n}\nprev_temp = temp""}"
348,7,1,7,현재 날씨에서 비가 감지될 때마다 관개 장치를 꺼 주고 '비가 감지되었습니다'라고 스피커로 출력해줘. 감지는 1분에 한번씩만 하자.,"Whenever rain is detected in the current weather, turn off the irrigator and announce ""Rain detected"" via the speaker. Let's detect only once a minutae.","{""name"": ""Scenario1"", ""cron"": """", ""period"": 60000, ""code"": ""triggered := false\nif ((#WeatherProvider).weatherProvider_weather == \""rain\"") {\nif (triggered == false) {\n(#Irrigator).switch_off()\n(#Speaker).mediaPlayback_speak(\""Rain detected\"")\ntriggered = true\n}\n} else {\ntriggered = false\n}""}",,,"{""name"": ""Scenario1"",""cron"": """",""period"": 60000,""code"": ""if ((#WeatherProvider).weatherProvider_Weather == 'rain') { (#Irrigator).switch_off() (#Speaker).mediaPlayback_speak('비가 감지되었습니다') }""}"
351,7,1,7,2초마다 상태를 확인해서 TV가 켜질 때마다 스피커도 켜 줘.,Check status every 2 seconds and turn on the speakers whenever the TV turns on.,"{""name"": ""Scenario1"", ""cron"": """", ""period"": 2000, ""code"": ""triggered := false\nif ((#Television).switch_switch == \""on\"") {\nif (triggered == false) {\n(#Speaker).switch_on()\ntriggered = true\n}\n} else {\ntriggered = false\n}""}",,," 
{""name"": ""Scenario1"",""cron"": """",""period"": 2000,""code"": ""prev_tv_state := (#Television).switch_switch\ntv_state = (#Television).switch_switch\nif ((prev_tv_state == 'off') and (tv_state == 'on')) {\n    (#Speaker).switch_on()\n}\nprev_tv_state = tv_state""}"
354,7,1,8,토양 습도가 25% 이하가 되면 급수기를 켜고 이후 3초마다 상태를 확인해서 습도가 30% 이상이 될 때까지 급수기를 껐다 켰다 반복해 줘.,"Turn on the irrigator when the soil humidity is below 25% and check the status every 3 seconds thereafter, cycling the irrigator off and on until the humidity is above 30%.","{""name"": ""Scenario1"", ""cron"": """", ""period"": 3000, ""code"": ""active := False\nif (active == False) {\nwait until((#SoilMoistureSensor).soilHumidityMeasurement_soilHumidity <= 25.0)\n(#Irrigator).switch_on()\nactive = True\n}\nif (active == True) {\nif ((#SoilMoistureSensor).soilHumidityMeasurement_soilHumidity >= 30.0) {\nbreak\n}\n(#Irrigator).switch_toggle()\n}""}",,," 
{""name"": ""Scenario1"",""cron"": """",""period"": 3000,""code"": ""activated := false\nwait until((#SoilMoistureSensor).soilHumidityMeasurement_soilHumidity <= 25)\nactivated = true\nif (activated == true) {\n    if ((#SoilMoistureSensor).soilHumidityMeasurement_soilHumidity < 30) {\n        (#Irrigator).switch_toggle()\n    } else {\n        break\n    }\n}""}"
357,7,1,8,"일조량이 200룩스 이하가 되면 4초마다 조명을 켜고, 2초 후에 꺼 주는 동작을 반복해 줘.","When the sunlight is below 200 lux, turn on the light every 4 seconds and turn it off after 2 seconds.","{""name"": ""Scenario1"", ""cron"": """", ""period"": 4000, ""code"": ""active := False\nif (active == False) {\nwait until((#LightSensor).lightLevel_light <= 200.0)\nactive = True\n}\nif (active == True) {\n(#Light).switch_on()\n(#Clock).clock_delay(2000)\n(#Light).switch_off()\n}""}",,," 
{""name"": ""Scenario1"",""cron"": """",""period"": 4000,""code"": ""action := false\nif (action == false) {\n    wait until((#LightSensor).lightLevel_light <= 200)\n    action = true\n}\nif (action == true) {\n    (#Light).switch_on()\n    (#Clock).clock_delay(2000)\n    (#Light).switch_off()\n}""}"
359,7,1,8,"조명이 켜지면 블라인드를 닫고, 이후 2초마다 커튼을 열었다 닫았다 반복해 줘.","Close the blinds when the lights come on, then open and close the curtains every two seconds thereafter.","{""name"": ""Scenario1"", ""cron"": """", ""period"": 2000, ""code"": ""active := False\nif (active == False) {\nwait until((#Light).switch_switch == \""on\"")\n(#Blind).blind_close()\nactive = True\n}\nif (active == True) {\n(#Curtain).curtain_open()\n(#Clock).clock_delay(1000)\n(#Curtain).curtain_close()\n}""}",,," 
{""name"": ""Scenario1"",""cron"": """",""period"": 2000,""code"": ""curtain_toggle_start := false\nif (curtain_toggle_start == false) {\n    wait until((#Light).switch_switch == 'on')\n    (#Blind).blind_close()\n    curtain_toggle_start = true\n}\nif (curtain_toggle_start == true) {\n    if ((#Curtain).curtain_curtain == 'closed') {\n        (#Curtain).curtain_open()\n    } else {\n        (#Curtain).curtain_close()\n    }\n}""}"
363,7,1,8,"현관 문이 닫히면 즉시 조명을 끄고, 이후 3초마다 경광등을 켜 줘.","Turn off the lights as soon as the front door closes, and then every three seconds thereafter.","{""name"": ""Scenario1"", ""cron"": """", ""period"": 3000, ""code"": ""active := False\nif (active == False) {\nwait until((#DoorLock).doorControl_door == \""closed\"")\n(#Light).switch_off()\nactive = True\n}\nif (active == True) {\n(#Siren).sirenMode_setSirenMode(\""strobe\"")\n}""}",,," 
{""name"": ""Scenario1"",""cron"": """",""period"": 3000,""code"": ""door_closed := false\nif (door_closed == false) {\n    wait until ((#DoorLock).doorControl_door == 'closed')\n    (#Light).switch_off()\n    door_closed = true\n}\nif (door_closed == true) {\n    (#Alarm).alarm_strobe()\n}""}"
364,5,1,9,매일 오전 7시에 관개 장치가 꺼져 있고 창문이 닫혀 있으면 관개 장치를 켜고 창문을 열어 줘. 이후 관개 장치가 켜지면 블라인드를 닫아 줘.,"Every morning at 7 am, if the irrigation is off and the windows are closed, turn on the irrigation and open the windows. Then, when the irrigation turns on, close the blinds.","{""name:""Scenario1"", ""cron"":""0 7 * * *"", ""period"":0, ""code"":""if ((#Irrigator).switch_switch == \""off\"" and (#Window).windowControl_window == \""closed\"") {\n(#Irrigator).switch_on()\n(#Window).windowControl_open()\nwait until((#Irrigator).switch_switch == \""on\"")\n(#Blind).blind_close()\n}""}",,," 
{""name"": ""Scenario1"",""cron"": ""0 7 * * *"",""period"": 0,""code"": ""if (((#Irrigator).switch_switch == 'off') and ((#Window).windowControl_window == 'closed')) {\n    (#Irrigator).irrigatorOperatingState_startWatering()\n    (#Window).windowControl_open()\n}\naction2_triggered := false\nif (action2_triggered == false) {\n    wait until ((#Irrigator).switch_switch == 'on')\n    action2_triggered = true\n}\nif (action2_triggered == true) {\n    (#Blind).blind_close()\n}""}"
366,7,1,9,"실시간으로 확인하여 온도가 28도 이상이면 선풍기를 켜고, 습도가 80% 이상이면 제습기를 켜 줘.","Check in real time, turn on the fan if the temperature is above 28 degrees; and turn on the dehumidifier if the humidity is above 80%.","{""name"": ""Scenario1"", ""cron"": """", ""period"": 100, ""code"": ""temperature = (#TemperatureSensor).temperatureMeasurement_temperature\nhumidity = (#HumiditySensor).relativeHumidityMeasurement_humidity\nif (temperature >= 28.0) {\n(#Fan).switch_on()\n}\nif (humidity >= 80.0) {\n(#Dehumidifier).switch_on()\n}""}",,,"{""name"": ""Scenario1"",""cron"": """",""period"": -1,""code"": ""if ((#TemperatureSensor).temperatureMeasurement_temperature >= 28) { (#Fan).switch_on() } if ((#HumiditySensor).relativeHumidityMeasurement_humidity >= 80) { (#Dehumidifier).switch_on() }""}"
368,6,1,9,"주말에는 5초마다 펌프가 꺼져 있으면 켜고, 켜져 있으면 꺼 주고, 선풍기 속도를 10으로 설정해 줘.","On weekends, every 5 seconds, turn the pump on if it's off, off if it's on, and set the fan speed to 10.","{""name"": ""Scenario1"", ""cron"": ""0 0 * * 6,0"", ""period"": 5000, ""code"": ""weekday = (#Clock).clock_weekday\nif ((weekday != \""saturday\"") and (weekday != \""sunday\"")) {\nbreak\n}\n(#Fan).fanControl_setFanSpeed(10)\n(#Pump).switch_toggle()""}",,," 
{""name"": ""Scenario1"",""cron"": ""0 0 * * 0,6"",""period"": 5000,""code"": ""if ((#Pump).switch_switch == 'off') { (#Pump).switch_on() } else { (#Pump).switch_off() } (#Fan).fanControl_setFanSpeed(10)""}"
369,7,1,9,"실시간으로 확인하여 움직임이 감지될 때마다 조명을 켜고, 선풍기 속도를 10 높여 줘.",Check in real-time to turn on lights and increase fan speed by 10 whenever motion is detected.,"{""name"": ""Scenario1"", ""cron"": """", ""period"": 100, ""code"": ""motion = (#MotionSensor).motionSensor_motion\nif (motion == \""active\"") {\n(#Light).switch_on()\ncurrent_speed = (#Fan).fanControl_fanSpeed\nnew_speed = current_speed + 10\n(#Fan).fanControl_setFanSpeed(new_speed)\n}""}",,,"{""name"": ""Scenario1"",""cron"": """",""period"": 100,""code"": ""prev_motion := (#MotionSensor).motionSensor_motion\ncurr_motion = (#MotionSensor).motionSensor_motion\nif ((prev_motion == 'inactive') and (curr_motion == 'active')) {\n    (#Light).switch_on()\n    fan_speed = (#Fan).fanControl_fanSpeed\n    (#Fan).fanControl_setFanSpeed(fan_speed + 10)\n}\nprev_motion = curr_motion""}"
370,5,1,9,"실시간으로 확인하여 창문이 열려 있으면 블라인드를 닫고, 창문이 닫혀 있으면 커튼을 열어 줘. 또한 실시간으로 확인하여 알람의 사이렌이 울리고 있지 않다면 즉시 알람의 사이렌을 울려 줘.","Check in real time. if the window is open, close the blinds. if it is closed, open the curtains. Also, if the alarm's siren is not sounding, sound it immediately.","{""name"": ""Scenario1"", ""cron"": """", ""period"": 100, ""code"": ""window_status = (#Window).windowControl_window\nif (window_status == \""open\"") {\n(#Blind).blind_close()\n} else if (window_status == \""closed\"") {\n(#Curtain).curtain_open()\n}\nalarm_status = (#Alarm).alarm_alarm\nif ((alarm_status != \""siren\"") and (alarm_status != \""both\"")) {\n(#Alarm).alarm_siren()\n}""}",,," 
{""name"": ""Scenario1"",""cron"": """",""period"": -1,""code"": ""if ((#Window).windowControl_window == 'open') { (#Blind).blind_close() } else if ((#Window).windowControl_window == 'closed') { (#Curtain).curtain_open() } if ((#Alarm).alarm_alarm != 'siren') { (#Alarm).alarm_siren() }""}"
371,5,1,9,"매주 금요일 오후 6시에 조명이 켜져 있으면 밝기를 30으로 낮추고, TV가 꺼져 있으면 TV를 켜 줘. 선풍기가 꺼져 있으면 선풍기도 켜 줘.","Every Friday at 6pm, if the lights are on, turn them down to 30, and if the TV is off, turn it on. If the fan is off, turn it on.","{""name"": ""Scenario1"", ""cron"": ""0 18 * * 5"", ""period"": 0, ""code"": ""if ((#Light).switch_switch == \""on\"") {\n(#Light).switchLevel_setLevel(30, 0)\n}\nif ((#Television).switch_switch == \""off\"") {\n(#Television).switch_on()\n}\nif ((#Fan).switch_switch == \""off\"") {\n(#Fan).switch_on()\n}""}",,," 
{""name"": ""Scenario1"",""cron"": ""0 18 * * 5"",""period"": 0,""code"": ""if ((#Light).switch_switch == 'on') {(#Light).switchLevel_setLevel(30,0)} if ((#Television).switch_switch == 'off') {(#Television).switch_on()} if ((#Fan).switch_switch == 'off') {(#Fan).switch_on()}""}"
