category_analysis,command,GT,generated_code,response_time,cloud_similarity_gpt4o
0,오늘 날짜가 2025년 5월 12일이면 알람의 사이렌을 울려줘.,"[{""code"": ""if ((#Clock).clock_date == 20250512) {\n  (#Alarm).alarm_siren()\n}"", ""cron"": """", ""name"": ""Scenario1"", ""period"": -1}]","[{""name"": ""Scenario1"", ""cron"": """", ""period"": -1, ""code"": ""if ((#Clock).clock_date == 20250512) {\n(#Alarm).alarm_siren()\n}""}]",55.024857399985194,-1.0
0,현재 시간이 2025년 5월 12일 오후 3시 15분이면 알람의 사이렌을 울려줘.,"[{""code"": ""if ((#Clock).clock_datetime == 202505121515) {\n  (#Alarm).alarm_siren()\n}"", ""cron"": """", ""name"": ""Scenario1"", ""period"": -1}]","[{""name"": ""Scenario1"", ""cron"": """", ""period"": -1, ""code"": ""if ((#clock).clock_year == 2025 and (#clock).clock_month == 5 and (#clock).clock_day == 12 and (#clock).clock_hour == 15 and (#clock).clock_minute == 15) {\n(#Alarm).alarm_siren()\n}""}]",55.95966719975695,-1.0
0,오늘이 20일이면 알람의 사이렌을 울려줘,"[{""code"": ""if ((#Clock).clock_day == 20) {\n  (#Alarm).alarm_siren()\n}"", ""cron"": """", ""name"": ""Scenario1"", ""period"": -1}]","[{""name"": ""Scenario1"", ""cron"": """", ""period"": -1, ""code"": ""if ((#Clock).clock_day == 20) {\n(#Alarm).alarm_siren()\n}""}]",56.252337699290365,-1.0
0,현재 시간이 오후 3시이면 알람의 사이렌을 울려줘.,"[{""code"": ""if ((#Clock).clock_hour == 15) {\n  (#Alarm).alarm_siren()\n}"", ""cron"": """", ""name"": ""Scenario1"", ""period"": -1}]","[{""name"": ""Scenario1"", ""cron"": ""0 15 * * *"", ""period"": 0, ""code"": ""if ((#clock).clock_hour == 15) {\n(#Alarm).alarm_siren()\n}""}]",55.552088300231844,-1.0
0,오늘이 공휴일이면 알람의 사이렌을 울려줘.,"[{""code"": ""if ((#Clock).clock_isHoliday == true) {\n  (#Alarm).alarm_siren()\n}"", ""cron"": """", ""name"": ""Scenario1"", ""period"": -1}]","[{""name"": ""Scenario1"", ""cron"": """", ""period"": -1, ""code"": ""if ((#Clock).clock_isHoliday == true) {\n(#Alarm).alarm_siren()\n}""}]",54.700943500269204,-1.0
0,지금이 30분이면 알람의 사이렌을 울려줘.,"[{""code"": ""if ((#Clock).clock_minute == 30) {\n  (#Alarm).alarm_siren()\n}"", ""cron"": """", ""name"": ""Scenario1"", ""period"": -1}]","[{""name"": ""Scenario1"", ""cron"": """", ""period"": -1, ""code"": ""if ((#clock).clock_minute == 30) {\n(#Alarm).alarm_siren()\n}""}]",56.73465260025114,-1.0
0,지금이 5월이면 알람의 사이렌을 울려줘.,"[{""code"": ""if ((#Clock).clock_month == 5) {\n  (#Alarm).alarm_siren()\n}"", ""cron"": """", ""name"": ""Scenario1"", ""period"": -1}]","[{""name"": ""Scenario1"", ""cron"": """", ""period"": -1, ""code"": ""if ((#clock).clock_month == 5) {\n(#Alarm).alarm_siren()\n}""}]",55.75268239993602,-1.0
0,지금이 40초이면 알람의 사이렌을 울려줘.,"[{""code"": ""if ((#Clock).clock_second == 40) {\n  (#Alarm).alarm_siren()\n}"", ""cron"": """", ""name"": ""Scenario1"", ""period"": -1}]","[{""name"": ""Scenario1"", ""cron"": """", ""period"": 0, ""code"": ""if ((#clock).clock_second == 40) {\n(#Alarm).alarm_siren()\n}""}]",54.997600300237536,-1.0
0,지금이 오후 3시 15분이면 알람의 사이렌을 울려줘.,"[{""code"": ""if ((#Clock).clock_time == 1515) {\n  (#Alarm).alarm_siren()\n}"", ""cron"": """", ""name"": ""Scenario1"", ""period"": -1}]","[{""name"": ""Scenario1"", ""cron"": """", ""period"": -1, ""code"": ""if ((#clock).clock_hour == 15 and (#clock).clock_minute == 15) {\n(#Alarm).alarm_siren()\n}""}]",53.907243800349534,-1.0
0,현재 Unix timestamp가 1747031637.23이면 알람의 사이렌을 울려줘.,"[{""code"": ""if ((#Clock).clock_timestamp == 1747031637.23) {\n  (#Alarm).alarm_siren()\n}"", ""cron"": """", ""name"": ""Scenario1"", ""period"": -1}]","[{""name"": ""Scenario1"", ""cron"": """", ""period"": -1, ""code"": ""if ((#Clock).clock_timestamp == 1747031637.23) {\n(#Alarm).alarm_siren()\n}""}]",54.531537800095975,-1.0
0,오늘이 금요일이면 알람의 사이렌을 울려줘.,"[{""code"": ""if ((#Clock).clock_weekday == 'friday') {\n  (#Alarm).alarm_siren()\n}"", ""cron"": """", ""name"": ""Scenario1"", ""period"": -1}]","[{""name"": ""Scenario1"", ""cron"": """", ""period"": -1, ""code"": ""if ((#Clock).clock_weekday == 'friday') {\n(#Alarm).alarm_siren()\n}""}]",55.659738699905574,-1.0
0,올해가 2025년이면 알람의 사이렌을 울려줘.,"[{""code"": ""if ((#Clock).clock_year == 2025) {\n  (#Alarm).alarm_siren()\n}"", ""cron"": """", ""name"": ""Scenario1"", ""period"": -1}]","[{""name"": ""Scenario1"", ""cron"": """", ""period"": 0, ""code"": ""if ((#Clock).clock_year == 2025) {\n(#Alarm).alarm_siren()\n}""}]",56.41865069977939,-1.0
0,1시간 20분 30초 뒤에 알람의 사이렌을 울려줘,"[{""code"": ""(#Clock).clock_delay(4830000)"", ""cron"": """", ""name"": ""Scenario1"", ""period"": -1}]","[{""name"": ""Scenario1"", ""cron"": """", ""period"": -1, ""code"": ""(#clock).delay(4830000)\n(#Alarm).alarm_siren()""}]",56.904816100373864,-1.0
0,접촉 센서가 접촉되어 있으면 알람의 사이렌을 울려줘.,"[{""code"": ""if ((#ContactSensor).contactSensor_contact == 'closed') {\n  (#Alarm).alarm_siren()\n}"", ""cron"": """", ""name"": ""Scenario1"", ""period"": -1}]","[{""name"": ""Scenario1"", ""cron"": """", ""period"": -1, ""code"": ""if ((#ContactSensor).contactSensor_contact == 'closed') {\n(#Alarm).alarm_siren()\n}""}]",54.961200600489974,-1.0
0,커튼이 열림 상태이면 알람의 사이렌을 울려줘.,"[{""code"": ""if ((#Curtain).curtain_curtain == 'open') {\n  (#Alarm).alarm_siren()\n}"", ""cron"": """", ""name"": ""Scenario1"", ""period"": -1}]","[{""name"": ""Scenario1"", ""cron"": """", ""period"": -1, ""code"": ""if ((#Curtain).curtain_curtain == 'open') {\n(#Alarm).alarm_siren()\n}""}]",54.76243849983439,-1.0
0,커튼이 지원하는 상태를 스피커로 출력해줘.,"[{""code"": ""states = (#Curtain).curtain_supportedCurtainCommands\n(#Speaker).mediaPlayback_speak(states)\n"", ""cron"": """", ""name"": ""Scenario1"", ""period"": -1}]","[{""name"": ""Scenario1"", ""cron"": """", ""period"": -1, ""code"": ""(#Speaker).mediaPlayback_speak((#Curtain).curtain_supportedCurtainCommands())""}]",55.8362611993216,-1.0
0,커튼을 닫아줘.,"[{""code"": ""(#Curtain).curtain_close()"", ""cron"": """", ""name"": ""Scenario1"", ""period"": -1}]","[{""name"": ""Scenario1"", ""cron"": """", ""period"": -1, ""code"": ""(#Curtain).curtain_close()""}]",55.70569709967822,-1.0
0,커튼을 열어줘.,"[{""code"": ""(#Curtain).curtain_open()"", ""cron"": """", ""name"": ""Scenario1"", ""period"": -1}]","[{""name"": ""Scenario1"", ""cron"": """", ""period"": -1, ""code"": ""(#Curtain).curtain_open()""}]",55.32894939975813,-1.0
0,커튼을 멈춰줘.,"[{""code"": ""(#Curtain).curtain_pause()"", ""cron"": """", ""name"": ""Scenario1"", ""period"": -1}]","[{""name"": ""Scenario1"", ""cron"": """", ""period"": -1, ""code"": ""(#Curtain).curtain_pause()""}]",55.38151769991964,-1.0
0,제습기의 전원이 켜져 있으면 알람의 사이렌을 울려줘.,"[{""code"": ""if ((#Dehumidifier).switch_switch == 'on') {\n  (#Alarm).alarm_siren()\n}"", ""cron"": """", ""name"": ""Scenario1"", ""period"": -1}]","[{""name"": ""Scenario1"", ""cron"": """", ""period"": 0, ""code"": ""if ((#Dehumidifier).switch_switch() == 'on') {\n(#Alarm).alarm_siren()\n}""}]",56.407203999813646,-1.0
0,제습기의 모드가 제습 중이면 알람의 사이렌을 울려줘.,"[{""code"": ""if ((#Dehumidifier).dehumidifierMode_dehumidifierMode == 'dehumidifying') {\n  (#Alarm).alarm_siren()\n}"", ""cron"": """", ""name"": ""Scenario1"", ""period"": -1}]","[{""name"": ""Scenario1"", ""cron"": """", ""period"": -1, ""code"": ""if ((#Dehumidifier).dehumidifierMode_dehumidifierMode == 'dehumidifying') {\n(#Alarm).alarm_siren()\n}""}]",55.334130300208926,-1.0
0,제습기를 꺼줘.,"[{""code"": ""(#Dehumidifier).switch_off()"", ""cron"": """", ""name"": ""Scenario1"", ""period"": -1}]","[{""name"": ""Scenario1"", ""cron"": """", ""period"": -1, ""code"": ""(#Dehumidifier).switch_off()""}]",54.486718700267375,-1.0
0,제습기를 켜줘.,"[{""code"": ""(#Dehumidifier).switch_on()"", ""cron"": """", ""name"": ""Scenario1"", ""period"": -1}]","[{""name"": ""Scenario1"", ""cron"": """", ""period"": -1, ""code"": ""(#Dehumidifier).switch_on()""}]",56.04895370034501,-1.0
0,제습기의 전원을 토글해줘.,"[{""code"": ""(#Dehumidifier).switch_toggle()"", ""cron"": """", ""name"": ""Scenario1"", ""period"": -1}]","[{""name"": ""Scenario1"", ""cron"": """", ""period"": -1, ""code"": ""(#Dehumidifier).switch_toggle()""}]",55.56168409995735,-1.0
0,제습기를 냉각 모드로 설정해줘.,"[{""code"": ""(#Dehumidifier).dehumidifierMode_setDehumidifierMode('cooling')"", ""cron"": """", ""name"": ""Scenario1"", ""period"": -1}]","[{""name"": ""Scenario1"", ""cron"": """", ""period"": -1, ""code"": ""(#Dehumidifier).dehumidifierMode_setDehumidifierMode('cool')""}]",55.02616709982976,-1.0
0,식기세척기의 전원이 켜져 있으면 알람의 사이렌을 울려줘.,"[{""code"": ""if ((#Dishwasher).switch_switch == 'on') {\n  (#Alarm).alarm_siren()\n}"", ""cron"": """", ""name"": ""Scenario1"", ""period"": -1}]","[{""name"": ""Scenario1"", ""cron"": """", ""period"": -1, ""code"": ""if ((#Dishwasher).switch_switch == 'on') {\n(#Alarm).alarm_siren()\n}""}]",55.06929040001705,-1.0
0,식기세척기의 모드가 에코 모드면 알람의 사이렌을 울려줘.,"[{""code"": ""if ((#Dishwasher).dishwasherMode_dishwasherMode == 'eco') {\n  (#Alarm).alarm_siren()\n}"", ""cron"": """", ""name"": ""Scenario1"", ""period"": -1}]","[{""name"": ""Scenario1"", ""cron"": """", ""period"": -1, ""code"": ""if ((#Dishwasher).dishwasherMode_dishwasherMode == 'eco') {\n(#Alarm).alarm_siren()\n}""}]",56.817801899742335,-1.0
0,식기세척기를 꺼줘.,"[{""code"": ""(#Dishwasher).switch_off()"", ""cron"": """", ""name"": ""Scenario1"", ""period"": -1}]","[{""name"": ""Scenario1"", ""cron"": """", ""period"": -1, ""code"": ""(#Dishwasher).switch_off()""}]",55.37772239977494,-1.0
0,식기세척기를 켜줘.,"[{""code"": ""(#Dishwasher).switch_on()"", ""cron"": """", ""name"": ""Scenario1"", ""period"": -1}]","[{""name"": ""Scenario1"", ""cron"": """", ""period"": -1, ""code"": ""(#Dishwasher).switch_on()""}]",55.15035300003365,-1.0
0,식기세척기의 전원을 토글해줘.,"[{""code"": ""(#Dishwasher).switch_toggle()"", ""cron"": """", ""name"": ""Scenario1"", ""period"": -1}]","[{""name"": ""Scenario1"", ""cron"": """", ""period"": -1, ""code"": ""(#Dishwasher).switch_toggle()""}]",55.734949899837375,-1.0
0,식기세척기를 자동 모드로 설정해줘.,"[{""code"": ""(#Dishwasher).dishwasherMode_setDishwasherMode('auto')"", ""cron"": """", ""name"": ""Scenario1"", ""period"": -1}]","[{""name"": ""Scenario1"", ""cron"": """", ""period"": -1, ""code"": ""(#Dishwasher).dishwasherMode_setDishwasherMode('auto')""}]",55.40687689976767,-1.0
0,도어락이 열려 있으면 알람의 사이렌을 울려줘.,"[{""code"": ""if ((#DoorLock).doorControl_door == 'open') {\n  (#Alarm).alarm_siren()\n}"", ""cron"": """", ""name"": ""Scenario1"", ""period"": -1}]","[{""name"": ""Scenario1"", ""cron"": """", ""period"": 0, ""code"": ""if ((#DoorLock).doorControl_door == 'open') {\n(#Alarm).alarm_siren()\n}""}]",56.99669769965112,-1.0
0,도어락을 닫아줘.,"[{""code"": ""(#DoorLock).doorControl_close()"", ""cron"": """", ""name"": ""Scenario1"", ""period"": -1}]","[{""name"": ""Scenario1"", ""cron"": """", ""period"": -1, ""code"": ""(#DoorLock).doorControl_close()""}]",54.33164340024814,-1.0
0,도어락을 열어줘.,"[{""code"": ""(#DoorLock).doorControl_open()"", ""cron"": """", ""name"": ""Scenario1"", ""period"": -1}]","[{""name"": ""Scenario1"", ""cron"": """", ""period"": -1, ""code"": ""(#DoorLock).doorControl_open()""}]",53.95514850039035,-1.0
0,이메일을 test@example.com 주소로 제목 '알림'과 내용 '긴급 상황입니다.'로 보내줘.,"[{""code"": ""(#EmailProvider).emailProvider_sendMail('test@example.com', '알림', '긴급 상황입니다.')"", ""cron"": """", ""name"": ""Scenario1"", ""period"": -1}]","[{""name"": ""Scenario1"", ""cron"": """", ""period"": -1, ""code"": ""(#EmailProvider).emailProvider_sendMail('test@example.com', '알림', '긴급 상황입니다.')""}]",55.29378519998863,-1.0
0,선풍기의 전원이 켜져 있으면 알람의 사이렌을 울려줘.,"[{""code"": ""if ((#Fan).switch_switch == 'on') {\n  (#Alarm).alarm_siren()\n}"", ""cron"": """", ""name"": ""Scenario1"", ""period"": -1}]","[{""name"": ""Scenario1"", ""cron"": """", ""period"": 0, ""code"": ""if ((#Fan).switch_switch == 'on') {\n(#Alarm).alarm_siren()\n}""}]",54.47150020021945,-1.0
0,선풍기의 속도가 2000RPM 이상이면 알람의 사이렌을 울려줘.,"[{""code"": ""if ((#Fan).fanControl_fanSpeed >= 2000) {\n  (#Alarm).alarm_siren()\n}"", ""cron"": """", ""name"": ""Scenario1"", ""period"": -1}]","[{""name"": ""Scenario1"", ""cron"": """", ""period"": 0, ""code"": ""if ((#Fan).fanControl_fanSpeed >= 2000) {\n(#Alarm).alarm_siren()\n}""}]",52.90552130015567,-1.0
0,선풍기의 속도를 1500RPM으로 설정해줘.,"[{""code"": ""(#Fan).fanControl_setFanSpeed(1500)"", ""cron"": """", ""name"": ""Scenario1"", ""period"": -1}]","[{""name"": ""Scenario1"", ""cron"": """", ""period"": -1, ""code"": ""(#Fan).fanControl_setFanSpeed(1500)""}]",55.724168999586254,-1.0
0,선풍기의 속도를 80퍼센트로 설정해줘.,"[{""code"": ""(#Fan).fanControl_setPercent(80)"", ""cron"": """", ""name"": ""Scenario1"", ""period"": -1}]","[{""name"": ""Scenario1"", ""cron"": """", ""period"": -1, ""code"": ""(#Fan).fanControl_setPercent(80)""}]",54.03268329938874,-1.0
0,선풍기를 꺼줘.,"[{""code"": ""(#Fan).switch_off()"", ""cron"": """", ""name"": ""Scenario1"", ""period"": -1}]","[{""name"": ""Scenario1"", ""cron"": """", ""period"": -1, ""code"": ""(#Fan).switch_off()""}]",41.119874799624085,-1.0
0,선풍기를 켜줘.,"[{""code"": ""(#Fan).switch_on()"", ""cron"": """", ""name"": ""Scenario1"", ""period"": -1}]","[{""name"": ""Scenario1"", ""cron"": """", ""period"": -1, ""code"": ""(#Fan).switch_on()""}]",4.968920399900526,-1.0
0,선풍기의 전원을 토글해줘.,"[{""code"": ""(#Fan).switch_toggle()"", ""cron"": """", ""name"": ""Scenario1"", ""period"": -1}]","[{""name"": ""Scenario1"", ""cron"": """", ""period"": -1, ""code"": ""(#Fan).switch_toggle()""}]",51.19367130007595,-1.0
0,사료 공급기의 전원이 켜져 있으면 알람의 사이렌을 울려줘.,"[{""code"": ""if ((#Feeder).switch_switch == 'on') {\n  (#Alarm).alarm_siren()\n}"", ""cron"": """", ""name"": ""Scenario1"", ""period"": -1}]","[{""name"": ""Scenario1"", ""cron"": """", ""period"": 0, ""code"": ""if ((#Feeder).switch_switch == 'on') {\n(#Alarm).alarm_siren()\n}""}]",57.61010450031608,-1.0
0,사료 공급기의 상태가 급식 중이면 알람의 사이렌을 울려줘.,"[{""code"": ""if ((#Feeder).feederOperatingState_feederOperatingState == 'feeding') {\n  (#Alarm).alarm_siren()\n}"", ""cron"": """", ""name"": ""Scenario1"", ""period"": -1}]","[{""name"": ""Scenario1"", ""cron"": """", ""period"": -1, ""code"": ""if ((#Feeder).feederOperatingState_feederOperatingState == 'feeding') {\n(#Alarm).alarm_siren()\n}""}]",40.86367920041084,-1.0
0,사료 공급기를 꺼줘.,"[{""code"": ""(#Feeder).switch_off()"", ""cron"": """", ""name"": ""Scenario1"", ""period"": -1}]","[{""name"": ""Scenario1"", ""cron"": """", ""period"": -1, ""code"": ""(#Feeder).switch_off()""}]",2.8442015005275607,-1.0
0,사료 공급기를 켜줘.,"[{""code"": ""(#Feeder).switch_on()"", ""cron"": """", ""name"": ""Scenario1"", ""period"": -1}]","[{""name"": ""Scenario1"", ""cron"": """", ""period"": -1, ""code"": ""(#Feeder).switch_on()""}]",53.9533090996556,-1.0
0,사료 공급기의 전원을 토글해줘.,"[{""code"": ""(#Feeder).switch_toggle()"", ""cron"": """", ""name"": ""Scenario1"", ""period"": -1}]","[{""name"": ""Scenario1"", ""cron"": """", ""period"": -1, ""code"": ""(#Feeder).switch_toggle()""}]",56.63774920022115,-1.0
0,사료 공급기의 사료 공급량을 100그램으로 설정해줘.,"[{""code"": ""(#Feeder).feederPortion_setFeedPortion(100, 'grams')"", ""cron"": """", ""name"": ""Scenario1"", ""period"": -1}]","[{""name"": ""Scenario1"", ""cron"": """", ""period"": -1, ""code"": ""(#Feeder).feederPortion_setFeedPortion(100)""}]",56.81586730014533,-1.0
0,사료 공급기의 사료 공급을 시작해줘.,"[{""code"": ""(#Feeder).feederOperatingState_startFeeding()"", ""cron"": """", ""name"": ""Scenario1"", ""period"": -1}]","[{""name"": ""Scenario1"", ""cron"": """", ""period"": -1, ""code"": ""(#Feeder).feederOperatingState_startFeeding()""}]",54.483556599821895,-1.0
0,가스 미터의 가스 사용량이 500kWh 이상이면 알람의 사이렌을 울려줘.,"[{""code"": ""if ((#GasMeter).gasMeter_gasMeter >= 500) {\n  (#Alarm).alarm_siren()\n}"", ""cron"": """", ""name"": ""Scenario1"", ""period"": -1}]","[{""name"": ""Scenario1"", ""cron"": """", ""period"": 0, ""code"": ""if ((#GasMeter).gasMeter_gasMeter() >= 500) {\n(#Alarm).alarm_siren()\n}""}]",56.608451899606735,-1.0
0,가스 미터의 가스 발열량이 1000kcal 이상이면 알람의 사이렌을 울려줘.,"[{""code"": ""if ((#GasMeter).gasMeter_gasMeterCalorific >= 1000) {\n  (#Alarm).alarm_siren()\n}"", ""cron"": """", ""name"": ""Scenario1"", ""period"": -1}]","[{""name"": ""Scenario1"", ""cron"": """", ""period"": 0, ""code"": ""if ((#GasMeter).gasMeter_gasMeterCalorific() >= 1000) {\n(#Alarm).alarm_siren()\n}""}]",53.55394219979644,-1.0
0,가스 미터의 누적 가스 사용 시간이 10000초 이상이면 알람의 사이렌을 울려줘.,"[{""code"": ""if ((#GasMeter).gasMeter_gasMeterTime >= 10000) {\n  (#Alarm).alarm_siren()\n}"", ""cron"": """", ""name"": ""Scenario1"", ""period"": -1}]","[{""name"": ""Scenario1"", ""cron"": """", ""period"": 0, ""code"": ""if ((#GasMeter).gasMeter_gasMeterTime >= 10000) {\n(#Alarm).alarm_siren()\n}""}]",55.84685909980908,-1.0
0,가스 미터의 가스 사용량이 20세제곱미터 이상이면 알람의 사이렌을 울려줘.,"[{""code"": ""if ((#GasMeter).gasMeter_gasMeterVolume >= 20) {\n  (#Alarm).alarm_siren()\n}"", ""cron"": """", ""name"": ""Scenario1"", ""period"": -1}]","[{""name"": ""Scenario1"", ""cron"": """", ""period"": -1, ""code"": ""if ((#GasMeter).gasMeter_gasMeterVolume >= 20) {\n(#Alarm).alarm_siren()\n}""}]",55.152968499809504,-1.0
0,가스 밸브가 열려 있으면 알람의 사이렌을 울려줘.,"[{""code"": ""if ((#GasValve).valve_valve == 'open') {\n  (#Alarm).alarm_siren()\n}"", ""cron"": """", ""name"": ""Scenario1"", ""period"": -1}]","[{""name"": ""Scenario1"", ""cron"": """", ""period"": -1, ""code"": ""if ((#GasValve).valve_valve == 'open') {\n(#Alarm).alarm_siren()\n}""}]",54.53622499993071,-1.0
0,가스 밸브를 닫아줘.,"[{""code"": ""(#GasValve).valve_close()"", ""cron"": """", ""name"": ""Scenario1"", ""period"": -1}]","[{""name"": ""Scenario1"", ""cron"": """", ""period"": -1, ""code"": ""(#GasValve).valve_close()""}]",55.076923499815166,-1.0
0,가스 밸브를 열어줘.,"[{""code"": ""(#GasValve).valve_open()"", ""cron"": """", ""name"": ""Scenario1"", ""period"": -1}]","[{""name"": ""Scenario1"", ""cron"": """", ""period"": -1, ""code"": ""(#GasValve).valve_open()""}]",55.88276129961014,-1.0
0,가스 밸브의 가스 사용량이 1000kWh 이상이면 알람의 사이렌을 울려줘.,"[{""code"": ""if ((#GasValve).gasMeter_gasMeter >= 1000) {\n  (#Alarm).alarm_siren()\n}"", ""cron"": """", ""name"": ""Scenario1"", ""period"": -1}]","[{""name"": ""Scenario1"", ""cron"": """", ""period"": -1, ""code"": ""if ((#GasValve).gasMeter_gasMeter() >= 1000) {\n(#Alarm).alarm_siren()\n}""}]",55.882601799909025,-1.0
0,가스 밸브의 가스 발열량이 500kcal 이상이면 알람의 사이렌을 울려줘.,"[{""code"": ""if ((#GasValve).gasMeter_gasMeterCalorific >= 500) {\n  (#Alarm).alarm_siren()\n}"", ""cron"": """", ""name"": ""Scenario1"", ""period"": -1}]","[{""name"": ""Scenario1"", ""cron"": """", ""period"": -1, ""code"": ""if ((#GasValve).gasMeter_gasMeterCalorific() >= 500) {\n(#Alarm).alarm_siren()\n}""}]",54.613421000074595,-1.0
0,가스 밸브의 누적 가스 사용 시간이 5000초 이상이면 알람의 사이렌을 울려줘.,"[{""code"": ""if ((#GasValve).gasMeter_gasMeterTime >= 5000) {\n  (#Alarm).alarm_siren()\n}"", ""cron"": """", ""name"": ""Scenario1"", ""period"": -1}]","[{""name"": ""Scenario1"", ""cron"": """", ""period"": 0, ""code"": ""if ((#GasValve).gasMeter_gasMeterTime >= 5000) {\n(#Alarm).alarm_siren()\n}""}]",55.89915239997208,-1.0
0,가스 밸브의 가스 사용량이 34세제곱미터 이상이면 알람의 사이렌을 울려줘.,"[{""code"": ""if ((#GasValve).gasMeter_gasMeterVolume >= 34) {\n  (#Alarm).alarm_siren()\n}"", ""cron"": """", ""name"": ""Scenario1"", ""period"": -1}]","[{""name"": ""Scenario1"", ""cron"": """", ""period"": -1, ""code"": ""if ((#GasValve).gasMeter_gasMeterVolume >= 34) {\n(#Alarm).alarm_siren()\n}""}]",55.62075799982995,-1.0
0,가습기의 전원이 켜져 있으면 알람의 사이렌을 울려줘.,"[{""code"": ""if ((#Humidifier).switch_switch == 'on') {\n  (#Alarm).alarm_siren()\n}"", ""cron"": """", ""name"": ""Scenario1"", ""period"": -1}]","[{""name"": ""Scenario1"", ""cron"": """", ""period"": -1, ""code"": ""if ((#Humidifier).switch_switch == 'on') {\n(#Alarm).alarm_siren()\n}""}]",52.97052549989894,-1.0
0,가습기의 모드가 자동이면 알람의 사이렌을 울려줘.,"[{""code"": ""if ((#Humidifier).humidifierMode_humidifierMode == 'auto') {\n  (#Alarm).alarm_siren()\n}"", ""cron"": """", ""name"": ""Scenario1"", ""period"": -1}]","[{""name"": ""Scenario1"", ""cron"": """", ""period"": 0, ""code"": ""if ((#Humidifier).humidifierMode_humidifierMode == 'auto') {\n(#Alarm).alarm_siren()\n}""}]",55.77193700009957,-1.0
0,가습기를 꺼줘.,"[{""code"": ""(#Humidifier).switch_off()"", ""cron"": """", ""name"": ""Scenario1"", ""period"": -1}]","[{""name"": ""Scenario1"", ""cron"": """", ""period"": -1, ""code"": ""(#Humidifier).switch_off()""}]",55.61469679931179,-1.0
0,가습기를 켜줘.,"[{""code"": ""(#Humidifier).switch_on()"", ""cron"": """", ""name"": ""Scenario1"", ""period"": -1}]","[{""name"": ""Scenario1"", ""cron"": """", ""period"": -1, ""code"": ""(#Humidifier).switch_on()""}]",58.23120560031384,-1.0
0,가습기의 전원을 토글해줘.,"[{""code"": ""(#Humidifier).switch_toggle()"", ""cron"": """", ""name"": ""Scenario1"", ""period"": -1}]","[{""name"": ""Scenario1"", ""cron"": """", ""period"": -1, ""code"": ""(#Humidifier).switch_toggle()""}]",53.51263940008357,-1.0
0,가습기를 강 모드로 설정해줘.,"[{""code"": ""(#Humidifier).humidifierMode_setHumidifierMode('high')"", ""cron"": """", ""name"": ""Scenario1"", ""period"": -1}]","[{""name"": ""Scenario1"", ""cron"": """", ""period"": -1, ""code"": ""(#Humidifier).humidifierMode_setHumidifierMode('high')""}]",55.592078999616206,-1.0
0,습도 센서의 상대 습도가 70퍼센트 이상이면 알람의 사이렌을 울려줘.,"[{""code"": ""if ((#HumiditySensor).relativeHumidityMeasurement_humidity >= 70) {\n  (#Alarm).alarm_siren()\n}"", ""cron"": """", ""name"": ""Scenario1"", ""period"": -1}]","[{""name"": ""Scenario1"", ""cron"": """", ""period"": 0, ""code"": ""if ((#HumiditySensor).relativeHumidityMeasurement_humidity >= 70) {\n(#Alarm).alarm_siren()\n}""}]",54.495366600342095,-1.0
0,관개 장치의 전원이 켜져 있으면 알람의 사이렌을 울려줘.,"[{""code"": ""if ((#Irrigator).switch_switch == 'on') {\n  (#Alarm).alarm_siren()\n}"", ""cron"": """", ""name"": ""Scenario1"", ""period"": -1}]","[{""name"": ""Scenario1"", ""cron"": """", ""period"": -1, ""code"": ""if ((#Irrigator).switch_switch() == 'on') {\n(#Alarm).alarm_siren()\n}""}]",54.326107500121,-1.0
0,관개 장치의 급수량이 3리터이면 알람의 사이렌을 울려줘.,"[{""code"": ""if ((#Irrigator).irrigatorPortion_waterPortion == 3) {\n  (#Alarm).alarm_siren()\n}"", ""cron"": """", ""name"": ""Scenario1"", ""period"": -1}]","[{""name"": ""Scenario1"", ""cron"": """", ""period"": -1, ""code"": ""if ((#Irrigator).irrigatorPortion_waterPortion == 3) {\n(#Alarm).alarm_siren()\n}""}]",54.64737220061943,-1.0
0,관개 장치의 상태가 급수 중이면 알람의 사이렌을 울려줘.,"[{""code"": ""if ((#Irrigator).irrigatorOperatingState_irrigatorOperatingState == 'watering') {\n  (#Alarm).alarm_siren()\n}"", ""cron"": """", ""name"": ""Scenario1"", ""period"": -1}]","[{""name"": ""Scenario1"", ""cron"": """", ""period"": -1, ""code"": ""if ((#Irrigator).irrigatorOperatingState_irrigatorOperatingState == 'watering') {\n(#Alarm).alarm_siren()\n}""}]",57.18543709954247,-1.0
0,관개 장치를 꺼줘.,"[{""code"": ""(#Irrigator).switch_off()"", ""cron"": """", ""name"": ""Scenario1"", ""period"": -1}]","[{""name"": ""Scenario1"", ""cron"": """", ""period"": -1, ""code"": ""(#Irrigator).switch_off()""}]",54.08410320011899,-1.0
0,관개 장치를 켜줘.,"[{""code"": ""(#Irrigator).switch_on()"", ""cron"": """", ""name"": ""Scenario1"", ""period"": -1}]","[{""name"": ""Scenario1"", ""cron"": """", ""period"": -1, ""code"": ""(#Irrigator).switch_on()""}]",55.31203409982845,-1.0
0,관개 장치의 전원을 토글해줘.,"[{""code"": ""(#Irrigator).switch_toggle()"", ""cron"": """", ""name"": ""Scenario1"", ""period"": -1}]","[{""name"": ""Scenario1"", ""cron"": """", ""period"": -1, ""code"": ""(#Irrigator).switch_toggle()""}]",55.0616667997092,-1.0
