index,category_analysis,command,GT,generated_code
294,5,창문이 열려 있고 조명이 꺼져 있으며 커튼이 닫혀 있으면 조명을 켜고 커튼을 열어 줘. 또한 관수기가 꺼져 있고 토양 수분이 40% 이하이면 관수기를 작동시켜 줘.,"{""name"": ""Scenario1"", ""cron"": """", ""period"": -1, ""code"": ""if (((#Window).windowControl_window == \""open\"") and ((#Light).switch_switch == \""off\"") and ((#Curtain).curtain_curtain == \""closed\"")) {\n  (#Light).switch_on()\n  (#Curtain).curtain_open()\n}\nif (((#Irrigator).switch_switch == \""off\"") and ((#SoilMoistureSensor).soilHumidityMeasurement_soilHumidity <= 40.0)) {\n  (#Irrigator).switch_on()\n}""}","{""name"": ""Scenario1"", ""cron"": ""\nperiod = -1\nif (((#Window).windowControl_window == "", ""period"": -1, ""code"": ""if (((#Window).windowControl_window == \""open\"") and ((#Light).switch_switch == \""off\"") and ((#Curtain).windowShade_windowShade == \""closed\"")) {\n(#Light).switch_on()\n(#Curtain).windowShade_open()\n}\n---\nif (((#Irrigator).switch_switch == \""off\"") and ((#SoilMoistureSensor).soilHumidityMeasurement_soilHumidity <= 40.0)) {\n(#Irrigator).switch_on()\n}""}"
295,5,환풍기가 꺼져 있고 이산화탄소 수치가 1000 이상이며 커튼이 닫혀 있으면 환풍기를 켜고 커튼을 열어 줘. 조명이 꺼져 있고 온도가 27도 이상이면 조명을 켜고 블라인드를 닫아 줘.,"{""name"": ""Scenario1"", ""cron"": """", ""period"": -1, ""code"": ""if (((#Fan).switch_switch == \""off\"") and ((#AirQualityDetector).carbonDioxideMeasurement_carbonDioxide >= 1000.0) and ((#Curtain).curtain_curtain == \""closed\"")) {\n  (#Fan).switch_on()\n  (#Curtain).curtain_open()\n}\nif (((#Light).switch_switch == \""off\"") and ((#TemperatureSensor).temperatureMeasurement_temperature >= 27.0)) {\n  (#Light).switch_on()\n  (#Blind).blind_close()\n}""}","{""name"": ""Scenario1"", ""cron"": ""\nperiod = -1\nif (((#Fan).switch_switch == "", ""period"": -1, ""code"": ""if (((#Fan).switch_switch == \""off\"") and ((#CO2Sensor).carbonDioxideMeasurement_carbonDioxide >= 1000) and ((#Curtain).windowShade_windowShade == \""closed\"")) {\n(#Fan).switch_on()\n(#Curtain).windowShade_open()\n}\n---\nif (((#Light).switch_switch == \""off\"") and ((#TemperatureSensor).temperatureMeasurement_temperature >= 27)) {\n(#Light).switch_on()\n(#Blind).windowShade_close()\n}""}"
296,5,에어컨이 꺼져 있고 온도가 29도 이상이며 습도가 70% 이상이면 제습기를 제습 모드로 설정하고 켜 줘. 커튼이 열려 있고 조명이 꺼져 있으면 커튼을 닫고 조명을 켜 줘.,"{""name"": ""Scenario1"", ""cron"": """", ""period"": -1, ""code"": ""if (((#AirConditioner).switch_switch == \""off\"") and ((#TemperatureSensor).temperatureMeasurement_temperature >= 29.0) and ((#HumiditySensor).relativeHumidityMeasurement_humidity >= 70.0)) {\n  (#Dehumidifier).airConditionerMode_setAirConditionerMode(\""dehumidifying\"")\n  (#Dehumidifier).switch_on()\n}\nif (((#Curtain).curtain_curtain == \""open\"") and ((#Light).switch_switch == \""off\"")) {\n  (#Curtain).curtain_close()\n  (#Light).switch_on()\n}""}","{""name"": ""Scenario1"", ""cron"": ""\nperiod = -1\nif (((#AirConditioner).switch_switch == "", ""period"": -1, ""code"": ""if (((#AirConditioner).switch_switch == \""off\"") and ((#TemperatureSensor).temperatureMeasurement_temperature >= 29) and ((#HumiditySensor).relativeHumidityMeasurement_humidity >= 70)) {\n(#Dehumidifier).airConditionerMode_setAirConditionerMode(\""dehumidify\"")\n(#Dehumidifier).switch_on()\n}\n---\nif (((#Curtain).windowShade_windowShade == \""open\"") and ((#Light).switch_switch == \""off\"")) {\n(#Curtain).windowShade_close()\n(#Light).switch_on()\n}""}"
297,5,조명이 꺼져 있고 움직임이 감지되지 않으며 커튼이 열려 있으면 조명을 켜고 커튼을 닫아 줘. 관수기가 꺼져 있고 창문이 닫혀 있으면 관수기를 켜고 창문을 열어 줘.,"{""name"": ""Scenario1"", ""cron"": """", ""period"": -1, ""code"": ""if (((#Light).switch_switch == \""off\"") and ((#MotionSensor).motionSensor_motion == \""inactive\"") and ((#Curtain).curtain_curtain == \""open\"")) {\n  (#Light).switch_on()\n  (#Curtain).curtain_close()\n}\nif (((#Irrigator).switch_switch == \""off\"") and ((#Window).windowControl_window == \""closed\"")) {\n  (#Irrigator).switch_on()\n  (#Window).windowControl_open()\n}""}","{""name"": ""Scenario1"", ""cron"": ""\nperiod = -1\nif (((#Light).switch_switch == "", ""period"": -1, ""code"": ""if (((#Light).switch_switch == \""off\"") and ((#MotionSensor).motionSensor_motion == false) and ((#Curtain).windowShade_windowShade == \""open\"")) {\n(#Light).switch_on()\n(#Curtain).windowShade_close()\n}\n---\nif (((#Irrigator).switch_switch == \""off\"") and ((#Window).windowShade_windowShade == \""closed\"")) {\n(#Irrigator).switch_on()\n(#Window).windowShade_open()\n}""}"
298,5,블라인드가 열려 있고 조명이 꺼져 있으며 습도가 80% 이상이면 블라인드를 닫고 조명을 켜 줘. 창문이 닫혀 있고 에어컨이 꺼져 있으면 창문을 열고 에어컨을 켜 줘.,"{""name"": ""Scenario1"", ""cron"": """", ""period"": -1, ""code"": ""if (((#Blind).blind_blind == \""open\"") and ((#Light).switch_switch == \""off\"") and ((#HumiditySensor).relativeHumidityMeasurement_humidity >= 80.0)) {\n  (#Blind).blind_close()\n  (#Light).switch_on()\n}\nif (((#Window).windowControl_window == \""closed\"") and ((#AirConditioner).switch_switch == \""off\"")) {\n  (#Window).windowControl_open()\n  (#AirConditioner).switch_on()\n}""}","{""name"": ""Scenario1"", ""cron"": ""\nperiod = -1\nif (((#Blind).windowShade_windowShade == "", ""period"": -1, ""code"": ""if (((#Blind).windowShade_windowShade == \""open\"") and ((#Light).switch_switch == \""off\"") and ((#HumiditySensor).relativeHumidityMeasurement_humidity >= 80.0)) {\n(#Blind).windowShade_close()\n(#Light).switch_on()\n}\n---\nif (((#Window).contactSensor_contact == \""closed\"") and ((#AirConditioner).switch_switch == \""off\"")) {\n(#Window).contactSensor_open()\n(#AirConditioner).switch_on()\n}""}"
299,5,TV가 꺼져 있고 블라인드가 닫혀 있으며 커튼이 열려 있으면 TV를 켜고 블라인드를 열어 줘. 에어컨이 자동 모드가 아니고 꺼져 있으면 자동 모드로 설정하고 전원을 켜 줘.,"{""name"": ""Scenario1"", ""cron"": """", ""period"": -1, ""code"": ""if (((#Television).switch_switch == \""off\"") and ((#Blind).blind_blind == \""closed\"") and ((#Curtain).curtain_curtain == \""open\"")) {\n  (#Television).switch_on()\n  (#Blind).blind_open()\n}\nif (((#AirConditioner).airConditionerMode_airConditionerMode != \""auto\"") and ((#AirConditioner).switch_switch == \""off\"")) {\n  (#AirConditioner).airConditionerMode_setAirConditionerMode(\""auto\"")\n  (#AirConditioner).switch_on()\n}""}","{""name"": ""Scenario1"", ""cron"": ""\nperiod = -1\nif (((#Television).switch_switch == "", ""period"": -1, ""code"": ""if (((#Television).switch_switch == \""off\"") and ((#Blind).windowShade_shade == \""closed\"") and ((#Curtain).windowShade_shade == \""open\"")) {\n(#Television).switch_on()\n(#Blind).windowShade_open()\n}\n---\nif (((#AirConditioner).airConditionerMode_airConditionerMode != \""auto\"") and ((#AirConditioner).switch_switch == \""off\"")) {\n(#AirConditioner).airConditionerMode_setAirConditionerMode(\""auto\"")\n(#AirConditioner).switch_on()\n}""}"
301,5,문이 열려 있고 알람이 꺼져 있으면 사이렌을 울리고 블라인드가 열려 있으면 닫아 줘. 에어컨이 꺼져 있고 온도가 30도 이상이면 냉방 모드로 설정하고 켜 줘.,"{""name"": ""Scenario1"", ""cron"": """", ""period"": -1, ""code"": ""if (((#DoorLock).doorControl_door == \""open\"") and ((#Alarm).alarm_alarm == \""off\"")) {\n  (#Siren).sirenMode_setSirenMode(\""siren\"")\n  if ((#Blind).blind_blind == \""open\"") {\n    (#Blind).blind_close()\n  }\n}\nif (((#AirConditioner).switch_switch == \""off\"") and ((#TemperatureSensor).temperatureMeasurement_temperature >= 30.0)) {\n  (#AirConditioner).airConditionerMode_setAirConditionerMode(\""cool\"")\n  (#AirConditioner).switch_on()\n}""}","{""name"": ""Scenario1"", ""cron"": ""\nperiod = -1\nif ((#Door).doorControl_door == "", ""period"": -1, ""code"": ""if ((#Door).doorControl_door == \""open\"") {\nif ((#Alarm).switch_switch == \""off\"") {\n(#Siren).sirenMode_setSirenMode('siren')\n}\n}\nif ((#Blind).windowShade_windowShade == \""open\"") {\n(#Blind).windowShade_close()\n}\n---\nif ((#AirConditioner).switch_switch == \""off\"") {\nif ((#TemperatureSensor).temperatureMeasurement_temperature >= 30) {\n(#AirConditioner).airConditionerMode_setAirConditionerMode('cool')\n(#AirConditioner).switch_on()\n}\n}""}"
302,5,TV가 꺼져 있고 커튼이 닫혀 있으며 선풍기가 꺼져 있으면 TV를 켜고 커튼을 열어 줘. 스피커가 재생 중이고 조명이 꺼져 있으면 조명을 켜고 블라인드를 닫아 줘.,"{""name"": ""Scenario1"", ""cron"": """", ""period"": -1, ""code"": ""if (((#Television).switch_switch == \""off\"") and ((#Curtain).curtain_curtain == \""closed\"") and ((#Fan).switch_switch == \""off\"")) {\n  (#Television).switch_on()\n  (#Curtain).curtain_open()\n}\nif (((#Speaker).mediaPlayback_playbackStatus == \""playing\"") and ((#Light).switch_switch == \""off\"")) {\n  (#Light).switch_on()\n  (#Blind).blind_close()\n}""}","{""name"": ""Scenario1"", ""cron"": ""\nperiod = -1\nif (((#Television).switch_switch == "", ""period"": -1, ""code"": ""if (((#Television).switch_switch == \""off\"") and ((#Curtain).switch_switch == \""off\"") and ((#Fan).switch_switch == \""off\"")) {\n(#Television).switch_on()\n(#Curtain).switch_on()\n}\n---\nif (((#Speaker).mediaPlayback_playbackStatus == \""playing\"") and ((#Light).switch_switch == \""off\"")) {\n(#Light).switch_on()\n(#Blind).switch_off()\n}""}"
303,5,TV가 켜져 있고 스피커가 꺼져 있으며 조명이 꺼져 있으면 스피커를 켜고 조명을 켜 줘. 에어컨이 난방 모드이고 온도가 21도 이상이면 에어컨을 끄고 블라인드를 닫아 줘.,"{""name"": ""Scenario1"", ""cron"": """", ""period"": -1, ""code"": ""if (((#Television).switch_switch == \""on\"") and ((#Speaker).switch_switch == \""off\"") and ((#Light).switch_switch == \""off\"")) {\n  (#Speaker).switch_on()\n  (#Light).switch_on()\n}\nif (((#AirConditioner).airConditionerMode_airConditionerMode == \""heat\"") and ((#TemperatureSensor).temperatureMeasurement_temperature >= 21.0)) {\n  (#AirConditioner).switch_off()\n  (#Blind).blind_close()\n}""}","{""name"": ""Scenario1"", ""cron"": ""\nperiod = -1\nif ((#Television).switch_switch == "", ""period"": -1, ""code"": ""if ((#Television).switch_switch == \""on\"" and (#Speaker).switch_switch == \""off\"" and (#Light).switch_switch == \""off\"") {\n(#Speaker).switch_on()\n(#Light).switch_on()\n}\n---\nif ((#AirConditioner).airConditionerMode_airConditionerMode == \""heat\"" and (#AirConditioner).airConditionerMode_targetTemperature >= 21) {\n(#AirConditioner).switch_off()\n(#Blind).switch_off()\n}""}"
305,6,매일 아침 8시에 조명을 켜 줘.,"{""name"": ""Scenario1"", ""cron"": ""0 8 * * *"", ""period"": 0, ""code"": ""(#Light).switch_on()""}","{""name"": ""Scenario1"", ""cron"": ""0 8 * * *"", ""period"": -1, ""code"": ""(#Light).switch_on()""}"
306,6,매일 오후 6시부터 7시 사이에 15초마다 커튼을 닫았다 열었다 해 줘.,"{""name"": ""Scenario1"", ""cron"": ""0 18 * * *"", ""period"": 15000, ""code"": ""curtain_action := true\nif ((#Clock).clock_hour == 18) {\n  if (curtain_action == true) {\n    (#Curtain).curtain_close()\n    curtain_action = false\n  } else {\n    (#Curtain).curtain_open()\n    curtain_action = true\n  }\n} else {\n  break\n}""}","{""name"": ""CurtainControl"", ""cron"": ""30 18 * * *"", ""period"": -1, ""code"": ""curtainClosed := false\n\nif (curtainClosed == false) {\n(#Curtain).switch_off() // Close the curtain\ncurtainClosed = true\n} else {\n(#Curtain).switch_on() // Open the curtain\ncurtainClosed = false\n}\n\n---\nbreak""}"
307,6,주말 오후 10시부터 11시까지 3분마다 블라인드를 닫아 줘.,"{""name"": ""Scenario1"", ""cron"": ""0 22 * * 6,0"", ""period"": 180000, ""code"": ""if ((#Clock).clock_hour == 22) {\n  (#Blind).blind_close()\n} else {\n  break\n}""}","{""name"": ""Scenario1"", ""cron"": ""0 22 * * 6,0"", ""period"": -1, ""code"": ""(#Blind).switch_off()""}"
308,6,주말 오후 10시부터 11시까지 3초마다 제습기를 켜 줘.,"{""name"": ""Scenario1"", ""cron"": ""0 22 * * 6,0"", ""period"": 3000, ""code"": ""if ((#Clock).clock_hour == 22) {\n  (#Dehumidifier).switch_on()\n} else {\n  break\n}""}","{""name"": ""Scenario1"", ""cron"": ""0 22 * * 6,0"", ""period"": -1, ""code"": ""(#Dehumidifier).switch_on()""}"
309,7,10초마다 알람과 사이렌을 껐다 켰다 반복해 줘.,"{""name"": ""Scenario1"", ""cron"": """", ""period"": 10000, ""code"": ""alarm_state := true\nif (alarm_state == true) {\n  (#Alarm).alarm_off()\n  (#Siren).switch_off()\n  alarm_state = false\n} else {\n  (#Alarm).alarm_siren()\n  (#Siren).switch_on()\n  alarm_state = true\n}""}","{""name"": ""Scenario1"", ""cron"": ""\nperiod = 10000\ntoggleState := false\nif (toggleState == false) {\n  (#Alarm).alarm_siren()\n  (#Siren).sirenMode_setSirenMode("", ""period"": -1, ""code"": ""toggleState := false\nif (toggleState == false) {\n(#Alarm).alarm_siren()\n(#Siren).sirenMode_setSirenMode('siren')\ntoggleState = true\n} else {\n(#Alarm).alarm_siren()\n(#Siren).sirenMode_setSirenMode('off')\ntoggleState = false\n}""}"
310,7,매일 30초마다 선풍기를 껐다 켰다 반복해 줘.,"{""name"": ""Scenario1"", ""cron"": """", ""period"": 30000, ""code"": ""fan_on := true\nif (fan_on == true) {\n  (#Fan).switch_off()\n  fan_on = false\n} else {\n  (#Fan).switch_on()\n  fan_on = true\n}""}","{""name"": ""FanToggleScenario"", ""cron"": ""\nperiod = 30000\nif ((#Fan).switch_switch == "", ""period"": -1, ""code"": ""if ((#Fan).switch_switch == \""on\"") {\n(#Fan).switch_off()\n} else {\n(#Fan).switch_on()\n}""}"
311,6,매일 자정에 TV를 꺼 줘.,"{""name"": ""Scenario1"", ""cron"": ""0 0 * * *"", ""period"": 0, ""code"": ""(#Television).switch_off()""}","{""name"": ""Scenario1"", ""cron"": ""0 0 * * *"", ""period"": -1, ""code"": ""(#Television).switch_off()""}"
313,6,평일 오전 8시부터 자정까지 한 시간마다 조명을 켜 줘.,"{""name"": ""Scenario1"", ""cron"": ""0 8-23 * * 1-5"", ""period"": 0, ""code"": ""(#Light).switch_on()""}","{""name"": ""Scenario1"", ""cron"": ""0 8 * * 1-5"", ""period"": -1, ""code"": ""(#Light).switch_on()""}"
314,4,창문이 열리면 알람의 사이렌을 울려 줘.,"{""name"": ""Scenario1"", ""cron"": """", ""period"": -1, ""code"": ""wait until((#Window).windowControl_window == \""open\"")\n(#Alarm).alarm_siren()""}","{""name"": ""Scenario1"", ""cron"": ""\nperiod = -1\nif ((#Window).windowControl_window == "", ""period"": -1, ""code"": ""if ((#Window).windowControl_window == \""closed\"") {\nwait until ((#Window).windowControl_window == \""open\"")\n}\n(#Alarm).alarm_siren()""}"
315,3,토양 수분이 20% 이상이었다가 이하가 되면 관개 장치를 작동시켜 줘.,"{""name"": ""Scenario1"", ""cron"": """", ""period"": -1, ""code"": ""wait until((#SoilMoistureSensor).soilHumidityMeasurement_soilHumidity >= 20.0)\nwait until((#SoilMoistureSensor).soilHumidityMeasurement_soilHumidity < 20.0)\n(#Irrigator).switch_on()""}","{""name"": ""Scenario1"", ""cron"": ""\nperiod = 100\ntriggered := false\nif ((#SoilMoistureSensor).soilHumidityMeasurement_soilHumidity <= 20.0) {\n  if (triggered == false) {\n    (#Irrigator).switch_on()\n    triggered = true\n  }\n} else {\n  triggered = false\n}"", ""period"": -1, ""code"": ""triggered := false\nif ((#SoilMoistureSensor).soilHumidityMeasurement_soilHumidity <= 20.0) {\nif (triggered == false) {\n(#Irrigator).switch_on()\ntriggered = true\n}\n} else {\ntriggered = false\n}""}"
316,3,움직임이 감지되면 최대 3번까지 조명을 켜 줘.,"{""name"": ""Scenario1"", ""cron"": """", ""period"": 100, ""code"": ""motion_count := 0\nprev_motion := \""inactive\""\ncurrent = (#MotionSensor).motionSensor_motion\nif (current == \""active\"") and (prev_motion == \""inactive\"") {\n  if (motion_count < 3) {\n    (#Light).switch_on()\n    motion_count = motion_count + 1\n  }\n}\nprev_motion = current""}","{""name"": ""Scenario1"", ""cron"": ""\nperiod = 1000\nlight_on_count := 0\nif ((#MotionSensor).motionSensor_motion == true) {\n  if (light_on_count < 3) {\n    (#Light).switch_on()\n    light_on_count = light_on_count + 1\n  }\n}"", ""period"": -1, ""code"": ""light_on_count := 0\nif ((#MotionSensor).motionSensor_motion == true) {\nif (light_on_count < 3) {\n(#Light).switch_on()\nlight_on_count = light_on_count + 1\n}\n}""}"
317,3,온도가 35도 이상이 되면 에어컨을 켜 줘.,"{""name"": ""Scenario1"", ""cron"": """", ""period"": -1, ""code"": ""wait until((#TemperatureSensor).temperatureMeasurement_temperature >= 35.0)\n(#AirConditioner).switch_on()""}","{""name"": ""Scenario1"", ""cron"": ""\nperiod = -1\nwait until((#TemperatureSensor).temperatureMeasurement_temperature >= 35.0)\n(#AirConditioner).switch_on()"", ""period"": -1, ""code"": ""wait until((#TemperatureSensor).temperatureMeasurement_temperature >= 35.0)\n(#AirConditioner).switch_on()""}"
318,3,습도가 80% 이상이 되면 블라인드를 내려 줘.,"{""name"": ""Scenario1"", ""cron"": """", ""period"": -1, ""code"": ""wait until((#HumiditySensor).relativeHumidityMeasurement_humidity >= 80.0)\n(#Blind).blind_close()""}","{""name"": ""Scenario1"", ""cron"": ""\nperiod = 100\ntriggered := false\nif ((#HumiditySensor).humidityMeasurement_humidity >= 80.0) {\n  if (triggered == false) {\n    (#Blind).switch_on()\n    triggered = true\n  }\n} else {\n  triggered = false\n}"", ""period"": -1, ""code"": ""triggered := false\nif ((#HumiditySensor).humidityMeasurement_humidity >= 80.0) {\nif (triggered == false) {\n(#Blind).switch_on()\ntriggered = true\n}\n} else {\ntriggered = false\n}""}"
319,3,블라인드가 닫히면 ‘블라인드가 닫혔습니다’라고 말해 줘.,"{""name"": ""Scenario1"", ""cron"": """", ""period"": -1, ""code"": ""wait until((#Blind).blind_blind == \""closed\"")\n(#Speaker).mediaPlayback_speak(\""Blinds are closed\"")""}","{""name"": ""Scenario1"", ""cron"": ""\nperiod = -1\nif ((#Blind).windowShade_windowShade == "", ""period"": -1, ""code"": ""if ((#Blind).windowShade_windowShade == \""open\"") {\nwait until ((#Blind).windowShade_windowShade == \""closed\"")\n(#Speaker).mediaPlayback_speak(\""블라인드가 닫혔습니다\"")\n}""}"
320,3,TV가 꺼지면 스피커를 꺼 줘.,"{""name"": ""Scenario1"", ""cron"": """", ""period"": -1, ""code"": ""wait until((#Television).switch_switch == \""off\"")\n(#Speaker).switch_off()""}","{""name"": ""Scenario1"", ""cron"": ""\nperiod = -1\nif ((#Television).switch_switch == "", ""period"": -1, ""code"": ""if ((#Television).switch_switch == \""off\"") {\n(#Speaker).switch_off()\n}""}"
321,3,커튼이 3번 열렸다 닫히면 조명을 꺼 줘.,"{""name"": ""Scenario1"", ""cron"": """", ""period"": 100, ""code"": ""close_count := 0\nprev_state := \""closed\""\nopened := false\ncurr = (#Curtain).curtain_curtain\nif (curr == \""open\"") and (prev_state == \""closed\"") {\n  opened = true\n}\nif (curr == \""closed\"") and (prev_state == \""open\"") and (opened == true) {\n  close_count = close_count + 1\n  opened = false\n}\nprev_state = curr\nif (close_count >= 3) {\n  (#Light).switch_off()\n  break\n}""}","{""name"": ""Scenario1"", ""cron"": ""\nperiod = 100\nopenCount := 0\n\nif ((#Curtain).switch_switch == "", ""period"": -1, ""code"": ""openCount := 0\n\nif ((#Curtain).switch_switch == \""open\"") {\nwait until ((#Curtain).switch_switch == \""closed\"")\nopenCount = openCount + 1\n}\n\nif (openCount == 3) {\n(#Light).switch_off()\nopenCount = 0\n}""}"
322,4,제습기가 꺼지면 다시 켜 줘.,"{""name"": ""Scenario1"", ""cron"": """", ""period"": -1, ""code"": ""wait until((#Dehumidifier).switch_switch == \""off\"")\n(#Dehumidifier).switch_on()""}","{""name"": ""Scenario1"", ""cron"": ""\nperiod = -1\nif ((#Dehumidifier).switch_switch == "", ""period"": -1, ""code"": ""if ((#Dehumidifier).switch_switch == \""off\"") {\n(#Dehumidifier).switch_on()\n}""}"
323,4,재실 센서에서 더 이상 감지가 안 되면 ‘문이 열렸습니다’라고 말해 줘.,"{""name"": ""Scenario1"", ""cron"": """", ""period"": -1, ""code"": ""wait until((#PresenceSensor).presenceSensor_presence == \""not present\"")\n(#Speaker).mediaPlayback_speak(\""Door is open\"")""}","{""name"": ""Scenario1"", ""cron"": ""\nperiod = -1\nwait until((#PresenceSensor).presenceSensor_presence == false)\n(#Speaker).mediaPlayback_speak("", ""period"": -1, ""code"": ""wait until((#PresenceSensor).presenceSensor_presence == false)\n(#Speaker).mediaPlayback_speak(\""문이 열렸습니다\"")""}"
324,2,토양 습도가 30% 미만이면 5초 후 급수기를 작동해 줘.,"{""name"": ""Scenario1"", ""cron"": """", ""period"": -1, ""code"": ""if ((#SoilMoistureSensor).soilHumidityMeasurement_soilHumidity < 30.0) {\n  (#Clock).clock_delay(5000)\n  (#Irrigator).irrigatorOperatingState_startWatering()\n}""}","{""name"": ""Scenario1"", ""cron"": ""\nperiod = 100\ntriggered := false\nif ((#SoilMoistureSensor).soilHumidityMeasurement_soilHumidity < 30.0) {\n  if (triggered == false) {\n    (#Clock).clock_delay(5000)\n    (#Irrigator).switch_on()\n    triggered = true\n  }\n} else {\n  triggered = false\n}"", ""period"": -1, ""code"": ""triggered := false\nif ((#SoilMoistureSensor).soilHumidityMeasurement_soilHumidity < 30.0) {\nif (triggered == false) {\n(#Clock).clock_delay(5000)\n(#Irrigator).switch_on()\ntriggered = true\n}\n} else {\ntriggered = false\n}""}"
325,3,창문이 열려 있고 온도가 35도 이상이면 10초 대기 후 블라인드를 내려 줘.,"{""name"": ""Scenario2"", ""cron"": """", ""period"": -1, ""code"": ""if (((#Window).windowControl_window == \""open\"") and ((#TemperatureSensor).temperatureMeasurement_temperature >= 35.0)) {\n  (#Clock).clock_delay(10000)\n  (#Blind).blind_close()\n}""}","{""name"": ""Scenario1"", ""cron"": ""\nperiod = 10000\nif ((#Window).windowControl_window == "", ""period"": -1, ""code"": ""if ((#Window).windowControl_window == \""open\"" and (#TemperatureSensor).temperatureMeasurement_temperature >= 35) {\n(#Clock).clock_delay(10000)\n(#Blind).switch_off()\n}""}"
326,4,"습도가 80% 이상이면 3초 뒤 제습기를 켜고, 7초 더 지난 후 창문을 닫아 줘.","{""name"": ""Scenario3"", ""cron"": """", ""period"": -1, ""code"": ""if ((#HumiditySensor).relativeHumidityMeasurement_humidity >= 80.0) {\n  (#Clock).clock_delay(3000)\n  (#Dehumidifier).switch_on()\n  (#Clock).clock_delay(7000)\n  (#Window).windowControl_close()\n}""}","{""name"": ""Scenario1"", ""cron"": ""\nperiod = 100\ntriggered := false\nif ((#HumiditySensor).relativeHumidityMeasurement_relativeHumidity >= 80.0) {\n  if (triggered == false) {\n    (#Clock).clock_delay(3000)\n    (#Dehumidifier).switch_on()\n    (#Clock).clock_delay(7000)\n    (#Window).switch_off()\n    triggered = true\n  }\n} else {\n  triggered = false\n}"", ""period"": -1, ""code"": ""triggered := false\nif ((#HumiditySensor).relativeHumidityMeasurement_relativeHumidity >= 80.0) {\nif (triggered == false) {\n(#Clock).clock_delay(3000)\n(#Dehumidifier).switch_on()\n(#Clock).clock_delay(7000)\n(#Window).switch_off()\ntriggered = true\n}\n} else {\ntriggered = false\n}""}"
327,4,빛의 세기가 100룩스 이하면 5초 대기 후 LED 조명을 켜 줘.,"{""name"": ""Scenario4"", ""cron"": """", ""period"": -1, ""code"": ""if ((#LightSensor).lightLevel_light <= 100.0) {\n  (#Clock).clock_delay(5000)\n  (#Light).switch_on()\n}""}","{""name"": ""Scenario1"", ""cron"": ""\nperiod = -1\nwait until((#LightSensor).illuminanceMeasurement_illuminance <= 100)\n(#Clock).clock_delay(5000)\n(#LEDLight).switch_on()"", ""period"": -1, ""code"": ""wait until((#LightSensor).illuminanceMeasurement_illuminance <= 100)\n(#Clock).clock_delay(5000)\n(#LEDLight).switch_on()""}"
328,4,급수기를 작동 후 10초 기다렸다가 환풍기를 켜 줘.,"{""name"": ""Scenario5"", ""cron"": """", ""period"": -1, ""code"": ""(#Irrigator).irrigatorOperatingState_startWatering()\n(#Clock).clock_delay(10000)\n(#Fan).switch_on()""}","{""name"": ""Scenario1"", ""cron"": ""\nperiod = -1\n(#Irrigator).switch_on()\n(#Clock).clock_delay(10000)\n(#Fan).switch_on()"", ""period"": -1, ""code"": ""(#Irrigator).switch_on()\n(#Clock).clock_delay(10000)\n(#Fan).switch_on()""}"
329,4,"창문이 열려 있으면 5초 후 커튼을 닫고, 10초 더 지난 뒤 블라인드를 닫아 줘.","{""name"": ""Scenario6"", ""cron"": """", ""period"": -1, ""code"": ""if ((#Window).windowControl_window == \""open\"") {\n  (#Clock).clock_delay(5000)\n  (#Curtain).curtain_close()\n  (#Clock).clock_delay(10000)\n  (#Blind).blind_close()\n}""}","{""name"": ""Scenario1"", ""cron"": ""\nperiod = -1\nif ((#Window).windowControl_window == "", ""period"": -1, ""code"": ""if ((#Window).windowControl_window == \""open\"") {\n(#Clock).clock_delay(5000)\n(#Curtain).switch_off()\n(#Clock).clock_delay(10000)\n(#Blind).switch_off()\n}""}"
330,4,조명이 켜져 있으면 3초 대기 후 조명을 껐다가 3초 뒤 다시 켜 줘.,"{""name"": ""Scenario7"", ""cron"": """", ""period"": -1, ""code"": ""if ((#Light).switch_switch == \""on\"") {\n  (#Clock).clock_delay(3000)\n  (#Light).switch_off()\n  (#Clock).clock_delay(3000)\n  (#Light).switch_on()\n}""}","{""name"": ""Scenario1"", ""cron"": ""\nperiod = -1\nif ((#Light).switch_switch == "", ""period"": -1, ""code"": ""if ((#Light).switch_switch == \""on\"") {\n(#Clock).clock_delay(3000)\n(#Light).switch_off()\n(#Clock).clock_delay(3000)\n(#Light).switch_on()\n}""}"
331,4,7초 후에 조명을 끄고 5초 뒤 다시 켜 줘.,"{""name"": ""Scenario8"", ""cron"": """", ""period"": -1, ""code"": ""(#Clock).clock_delay(7000)\n(#Light).switch_off()\n(#Clock).clock_delay(5000)\n(#Light).switch_on()""}","{""name"": ""Scenario1"", ""cron"": ""\nperiod = -1\n(#Clock).clock_delay(7000)\n(#Light).switch_off()\n(#Clock).clock_delay(5000)\n(#Light).switch_on()"", ""period"": -1, ""code"": ""(#Clock).clock_delay(7000)\n(#Light).switch_off()\n(#Clock).clock_delay(5000)\n(#Light).switch_on()""}"
