index,category_analysis,selected,test_no,command,command_english,connected_dievces,options,joi_gt,joi_pred_llama4:scout.dense,script_similarity_llama4:scout.dense,cloud_similarity_llama4:scout.dense,response_time_llama4:scout_dence [ms],joi_pred_english_Qwen2.5-Coder:7B,cloud_similarity_english_Qwen2.5-Coder:7B,script_similarity_english_Qwen2.5-Coder:7B,response_time_english_Qwen2.5-Coder:7B,joi_pred_Qwen2.5-Coder:7B,cloud_similarity_Qwen2.5-Coder:7B,script_similarity_Qwen2.5-Coder:7B,response_time_Qwen2.5-Coder:7B,joi_pred_english_gpt-4.1-mini,cloud_similarity_english_gpt-4.1-mini,script_similarity_english_gpt-4.1-mini,response_time_english_gpt-4.1-mini,joi_pred_gpt-4.1-mini,cloud_similarity_gpt-4.1-mini,script_similarity_gpt-4.1-mini,response_time_gpt-4.1-mini
439,8,1,-,상단부가 모두 꺼져있거나 닫혀있으면 모두 꺼줘.,"If everything in the upper area is either off or closed, turn off everything in the upper area.","{
  ""Light_Upper_Left"": {
    ""category"": ""Light"",
    ""tags"": [""Upper"", ""Left"", ""Light""]
  },
  ""Light_Upper_Right"": {
    ""category"": ""Light"",
    ""tags"": [""Upper"", ""Right"", ""Light""]
  },
  ""Light_Upper_Center"": {
    ""category"": ""Light"",
    ""tags"": [""Upper"", ""Center"", ""Light""]
  },
  ""Light_Lower_Left"": {
    ""category"": ""Light"",
    ""tags"": [""Lower"", ""Left"", ""Light""]
  },
  ""Light_Lower_Right"": {
    ""category"": ""Light"",
    ""tags"": [""Lower"", ""Right"", ""Light""]
  },
  ""Light_Lower_Center"": {
    ""category"": ""Light"",
    ""tags"": [""Lower"", ""Center"", ""Light""]
  },
  ""Curtain_Upper_Left"": {
    ""category"": ""Curtain"",
    ""tags"": [""Upper"", ""Left"", ""Curtain""]
  },
  ""Curtain_Upper_Right"": {
    ""category"": ""Curtain"",
    ""tags"": [""Upper"", ""Right"", ""Curtain""]
  },
  ""Curtain_Upper_Center"": {
    ""category"": ""Curtain"",
    ""tags"": [""Upper"", ""Center"", ""Curtain""]
  },
  ""Curtain_Lower_Left"": {
    ""category"": ""Curtain"",
    ""tags"": [""Lower"", ""Left"", ""Curtain""]
  },
  ""Curtain_Lower_Right"": {
    ""category"": ""Curtain"",
    ""tags"": [""Lower"", ""Right"", ""Curtain""]
  },
  ""Curtain_Lower_Center"": {
    ""category"": ""Curtain"",
    ""tags"": [""Lower"", ""Center"", ""Curtain""]
  },
  ""Speaker_Upper_Left"": {
    ""category"": ""Speaker"",
    ""tags"": [""Upper"", ""Left"", ""Speaker""]
  },
  ""Speaker_Upper_Right"": {
    ""category"": ""Speaker"",
    ""tags"": [""Upper"", ""Right"", ""Speaker""]
  },
  ""Speaker_Upper_Center"": {
    ""category"": ""Speaker"",
    ""tags"": [""Upper"", ""Center"", ""Speaker""]
  },
  ""Speaker_Lower_Left"": {
    ""category"": ""Speaker"",
    ""tags"": [""Lower"", ""Left"", ""Speaker""]
  },
  ""Speaker_Lower_Right"": {
    ""category"": ""Speaker"",
    ""tags"": [""Lower"", ""Right"", ""Speaker""]
  },
  ""Speaker_Lower_Center"": {
    ""category"": ""Speaker"",
    ""tags"": [""Lower"", ""Center"", ""Speaker""]
  }
}",,"{""name"": ""Scenario1"", ""cron"": """", ""period"": -1, ""code"": ""if ((all(#Upper).switch_switch == \""off\"") and (all(#Upper).curtain_curtain == \""closed\"")) {\n  (#Upper).switch_off()\n}""}","{""cron"": ""0 18 * * 5"", ""period"": ""-1"", ""code"": ""if ((#Light).light_isOn == true) {       (#Light).light_setBrightness(30)""}",0.449,0,,"[{'name': 'Scenario1', 'cron': '', 'period': -1, 'code': 'if (((#Upper).switch_switch == ""off"") and ((#Curtain).curtain_curtain == ""closed"")) {\n  (#Upper).switch_off()\n  (#Curtain).curtain_close()\n}'}]",0.9,0,4.006,"[{'name': 'Scenario1', 'cron': '', 'period': -1, 'code': 'if (((#Upper).switch_switch == ""off"") or ((#Upper).switch_switch == ""off"")) {\n  (#Upper).switch_off()\n  (#Upper).switch_off()\n}'}]",,0,4.597,"[{'name': 'Scenario1', 'cron': '', 'period': -1, 'code': 'if ((all(#Upper).switch_switch == ""off"") and (all(#Upper).curtain_curtain == ""closed"")) {\n  all(#Upper).switch_off()\n  all(#Upper).curtain_close()\n}'}]",0.85,0,1.534,"[{'name': 'Scenario1', 'cron': '', 'period': -1, 'code': 'if ((all(#Upper).switch_switch == ""off"") or (all(#Upper).curtain_curtain == ""closed"")) {\n  all(#Upper).switch_off()\n}'}]",0.7,0,3.171
440,8,1,-,그룹2번이 하나라도 80을 초과하면 그룹2번은 꺼줘.,"If any sensor in Group 2 goes over 80, turn off Group 2.","{
  ""Group1_TemperatureSensor_Left"": {
    ""category"": ""TemperatureSensor"",
    ""tags"": [""Group1"", ""Left"", ""TemperatureSensor""]
  },
  ""Group1_TemperatureSensor_Right"": {
    ""category"": ""TemperatureSensor"",
    ""tags"": [""Group1"", ""Right"", ""TemperatureSensor""]
  },
  ""Group1_TemperatureSensor_Center"": {
    ""category"": ""TemperatureSensor"",
    ""tags"": [""Group1"", ""Center"", ""TemperatureSensor""]
  },
  ""Group1_TemperatureSensor_Upper_Left"": {
    ""category"": ""TemperatureSensor"",
    ""tags"": [""Group1"", ""Upper"", ""Left"", ""TemperatureSensor""]
  },
  ""Group1_TemperatureSensor_Lower_Right"": {
    ""category"": ""TemperatureSensor"",
    ""tags"": [""Group1"", ""Lower"", ""Right"", ""TemperatureSensor""]
  },

  ""Group2_HumiditySensor_Left"": {
    ""category"": ""HumiditySensor"",
    ""tags"": [""Group2"", ""Left"", ""HumiditySensor""]
  },
  ""Group2_HumiditySensor_Right"": {
    ""category"": ""HumiditySensor"",
    ""tags"": [""Group2"", ""Right"", ""HumiditySensor""]
  },
  ""Group2_HumiditySensor_Center"": {
    ""category"": ""HumiditySensor"",
    ""tags"": [""Group2"", ""Center"", ""HumiditySensor""]
  },
  ""Group2_HumiditySensor_Upper_Left"": {
    ""category"": ""HumiditySensor"",
    ""tags"": [""Group2"", ""Upper"", ""Left"", ""HumiditySensor""]
  },
  ""Group2_HumiditySensor_Lower_Right"": {
    ""category"": ""HumiditySensor"",
    ""tags"": [""Group2"", ""Lower"", ""Right"", ""HumiditySensor""]
  },

  ""Group2_Irrigator_Left"": {
    ""category"": ""Irrigator"",
    ""tags"": [""Group2"", ""Left"", ""Irrigator""]
  },
  ""Group2_Irrigator_Right"": {
    ""category"": ""Irrigator"",
    ""tags"": [""Group2"", ""Right"", ""Irrigator""]
  },
  ""Group2_Irrigator_Center"": {
    ""category"": ""Irrigator"",
    ""tags"": [""Group2"", ""Center"", ""Irrigator""]
  },
  ""Group2_Irrigator_Upper_Center"": {
    ""category"": ""Irrigator"",
    ""tags"": [""Group2"", ""Upper"", ""Center"", ""Irrigator""]
  },
  ""Group2_Irrigator_Lower_Left"": {
    ""category"": ""Irrigator"",
    ""tags"": [""Group2"", ""Lower"", ""Left"", ""Irrigator""]
  },
  ""Group3_TemperatureSensor_Center"": {
    ""category"": ""TemperatureSensor"",
    ""tags"": [""Group3"", ""Center"", ""TemperatureSensor""]
  },
  ""Group3_HumiditySensor_Upper_Right"": {
    ""category"": ""HumiditySensor"",
    ""tags"": [""Group3"", ""Upper"", ""Right"", ""HumiditySensor""]
  },
  ""Group3_Irrigator_Lower_Right"": {
    ""category"": ""Irrigator"",
    ""tags"": [""Group3"", ""Lower"", ""Right"", ""Irrigator""]
  },
  ""Group3_HumiditySensor_Lower_Left"": {
    ""category"": ""HumiditySensor"",
    ""tags"": [""Group3"", ""Lower"", ""Left"", ""HumiditySensor""]
  },
  ""Group3_Irrigator_Upper_Left"": {
    ""category"": ""Irrigator"",
    ""tags"": [""Group3"", ""Upper"", ""Left"", ""Irrigator""]
  }
}",,"{""name"": ""Scenario1"", ""cron"": """", ""period"": -1, ""code"": ""wait until(any(#Group2).relativeHumidityMeasurement_humidity > 80) {\n  (#Group2).switch_off()\n}""}","{""cron"": """", ""period"": ""-1"", ""code"": ""if ((#Window).windowState ==""}",0.379,0,,"[{'name': 'Scenario1', 'cron': '', 'period': -1, 'code': 'wait until(any(#Group2).temperatureMeasurement_temperature > 80.0)\nall(#Group2).switch_off()'}, {'name': 'Scenario2', 'cron': '', 'period': -1, 'code': 'wait until(any(#Group2).temperatureMeasurement_temperature > 80.0)\nall(#Group2).switch_off()'}]",0.3,0,4.478,"[{'name': 'Scenario1', 'cron': '', 'period': -1, 'code': 'if (any(#Group2).temperatureMeasurement_temperature > 80.0) {\n  all(#Group2).switch_off()\n}'}]",,0,4.159,[],0,0,2.845,"[{'name': 'Scenario1', 'cron': '', 'period': -1, 'code': 'if (any(#Group2).relativeHumidityMeasurement_humidity > 80.0) {\n  all(#Group2).switch_off()\n}'}]",0.7,0,2.222
441,1,1,-,알람의 사이렌과 경광등을 모두 켜줘.,Turn on both the alarm siren and the strobe,"{
  ""sector1_alarm_left"": {
    ""category"": ""Alarm"",
    ""tags"": [""sector1"", ""left"", ""Alarm""]
  },
  ""sector1_alarm_right"": {
    ""category"": ""Siren"",
    ""tags"": [""sector1"", ""right"", ""Siren""]
  },
  ""sector1_alarm_center"": {
    ""category"": ""Alarm"",
    ""tags"": [""sector1"", ""center"", ""Alarm""]
  },
  ""sector2_alarm_entrance"": {
    ""category"": ""Siren"",
    ""tags"": [""sector2"", ""entrance"", ""Siren""]
  },
  ""sector2_alarm_exit"": {
    ""category"": ""Alarm"",
    ""tags"": [""sector2"", ""exit"", ""Alarm""]
  },
  ""sector2_alarm_top"": {
    ""category"": ""Siren"",
    ""tags"": [""sector2"", ""top"", ""Siren""]
  },
  ""sector3_alarm_left"": {
    ""category"": ""Siren"",
    ""tags"": [""sector3"", ""left"", ""Siren""]
  },
  ""sector3_alarm_right"": {
    ""category"": ""Alarm"",
    ""tags"": [""sector3"", ""right"", ""Alarm""]
  },
  ""sector3_alarm_center"": {
    ""category"": ""Siren"",
    ""tags"": [""sector3"", ""center"", ""Siren""]
  }
}
",,"{""name"": ""Scenario1"", ""cron"": """", ""period"": -1, ""code"": ""(#Alarm).alarm_off()\n
(#Siren).sirenMode_setSirenMode(\""off\"")""}","{""cron"": ""0 8 * * *"", ""period"": ""-1"", ""code"": ""if ((#Speaker).speaker_isOn == false) {       (#Speaker).speaker_turnOn()       (#TextToSpeech).textToSpeech_speak(""}",0.333,0,,"[{'name': 'Scenario1', 'cron': '', 'period': -1, 'code': '(#Alarm).alarm_both()\n(#center).mediaPlayback_speak(""Both alarm siren and strobe have been turned on."")'}]",0,0,2.844,"[{'name': 'Scenario1', 'cron': '', 'period': -1, 'code': '(#Alarm).alarm_both()'}]",,0,2.942,"[{'name': 'Scenario1', 'cron': '', 'period': -1, 'code': ""if (any(#Alarm)) {\n  all(#Alarm).alarm_both()\n} else {\n  if (any(#Siren)) {\n    all(#Siren).switch_on()\n    all(#Siren).sirenMode_setSirenMode('both')\n  }\n}""}]",0.2,0,2.056,"[{'name': 'Scenario1', 'cron': '', 'period': -1, 'code': 'all(#Alarm).alarm_both()'}]",0,0,1.77
442,9,1,-,가장 최근에 찍은 사진을 홍길동 이메일로 제목 '사진'과 내용 '사진입니다.'로 보내줘.,"Send the most recent photo to Honggildong by email with the subject ""Photo"" and the message ""This is a photo"".",,"[
  {
    ""name"": ""me"",
    ""contact"": ""010-1234-5678"",
    ""email"": ""abcd1234@test.com"",
    ""birthday"": ""1991-03-03""
  },
  {
    ""name"": ""홍길동"",
    ""contact"": ""010-9999-8888"",
    ""email"": ""honggd@test.com"",
    ""birthday"": ""1988-07-15"",
    ""alternate_contact"": ""010-8888-7777""
  },
  {
    ""name"": ""김무개"",
    ""contact"": ""010-7777-6666"",
    ""email"": ""kim@example.com"",
    ""birthday"": ""1990-11-25""
  },
  {
    ""name"": ""장보고"",
    ""contact"": ""010-2222-3333"",
    ""email"": ""jangbogo@naver.com"",
    ""birthday"": ""1985-05-10"",
    ""alternate_contact"": ""010-4444-5555""
  }
]","{""name"": ""Scenario1"", ""cron"": """", ""period"": -1, ""code"": ""latest_photo = (#Camera).camera_image\n(#EmailProvider).emailProvider_sendMailWithFile(\""honggd@test.com\"", \""Photo\"", \""This is a photo.\"", latest_photo)""}",,,0,,"[{'name': 'Scenario1', 'cron': '', 'period': -1, 'code': '(#Camera).camera_take() -> lastImage\n(#EmailProvider).emailProvider_sendMailWithFile(toAddress: ""honggd@test.com"", title: ""Photo"", text: ""This is a photo"", file: lastImage)'}]",0.9,0,4.391,"[{'name': 'Scenario1', 'cron': '', 'period': -1, 'code': '(#Camera).camera_take() -> BINARY\n(#EmailProvider).emailProvider_sendMail(toAddress: ""honggd@test.com"", title: ""Photo"", text: ""This is a photo"")'}]",,0,4.969,"[{'name': 'SendLatestPhotoByEmail', 'cron': '', 'period': -1, 'code': 'image = (#Camera).camera_take()\nif (image != null) {\n  (#EmailProvider).emailProvider_sendMailWithFile(""Honggildong"", ""Photo"", ""This is a photo"", image)\n} else {\n  (#Speaker).mediaPlayback_speak(""보낼 수 있는 사진이 없습니다."")\n}'}]",0.5,0,3.109,"[{'name': 'Scenario1', 'cron': '', 'period': -1, 'code': 'photo = (#Camera).camera_image\n(#EmailProvider).emailProvider_sendMailWithFile(""Hong Gil-dong"", ""Photo"", ""This is a photo"", photo)'}]",0.8,0,2.617
443,9,1,-,가장 최근에 찍은 동영상을 첨부파일로 장보고 이메일로 제목 '동영상'과 내용 '동영상입니다.'로 보내줘,"Send the most recent video as an attachment to Jang Bogo by email with the subject ""Video"" and the message ""This is a video"".",,"[
  {
    ""name"": ""me"",
    ""contact"": ""010-1234-5678"",
    ""email"": ""abcd1234@test.com"",
    ""birthday"": ""1991-03-03""
  },
  {
    ""name"": ""홍길동"",
    ""contact"": ""010-9999-8888"",
    ""email"": ""honggd@test.com"",
    ""birthday"": ""1988-07-15"",
    ""alternate_contact"": ""010-8888-7777""
  },
  {
    ""name"": ""김무개"",
    ""contact"": ""010-7777-6666"",
    ""email"": ""kim@example.com"",
    ""birthday"": ""1990-11-25""
  },
  {
    ""name"": ""장보고"",
    ""contact"": ""010-2222-3333"",
    ""email"": ""jangbogo@naver.com"",
    ""birthday"": ""1985-05-10"",
    ""alternate_contact"": ""010-4444-5555""
  }
]","{""name"": ""Scenario1"", ""cron"": """", ""period"": -1, ""code"": ""latest_video = (#Camera).camera_video\n(#EmailProvider).emailProvider_sendMailWithFile(\""jangbogo@naver.com\"", \""Video\"", \""This is a video.\"", latest_video)""}",,,0,,"[{'name': 'Scenario1', 'cron': '', 'period': -1, 'code': '(#EmailProvider).emailProvider_sendMailWithFile(toAddress: ""jangbogo@naver.com"", title: ""Video"", text: ""This is a video"", file: (#Camera).camera_video)'}]",1,0,4.22,"[{'name': 'Scenario1', 'cron': '', 'period': -1, 'code': '(#Camera).camera_take() -> BINARY\nimageData := (#Camera).camera_image'}, {'name': 'Scenario2', 'cron': '', 'period': -1, 'code': 'wait until(#Clock).clock_delay(10000)\n(#EmailProvider).emailProvider_sendMailWithFile(\n  toAddress: ""abcd1234@test.com"",\n  title: ""Video"",\n  text: ""This is a video."",\n  file: imageData\n)'}]",,0,8.761,"[{'name': 'SendLatestVideoByEmail', 'cron': '', 'period': -1, 'code': 'video = (#Camera).camera_video\nif (video != null) {\n  (#EmailProvider).emailProvider_sendMailWithFile(""Jang Bogo"", ""Video"", ""This is a video"", video)\n}'}]",0.8,0,1.882,"[{'name': 'SendRecentVideoEmail', 'cron': '', 'period': -1, 'code': 'if ((#Camera).switch_switch == on) {\n  video = (#Camera).camera_video\n  if (video != null) {\n    (#EmailProvider).emailProvider_sendMailWithFile(""me"", ""Video"", ""This is a video."", video)\n  } else {\n    (#Speaker).mediaPlayback_speak(""전송할 수 있는 최근 동영상이 없습니다."")\n  }\n} else {\n  (#Speaker).mediaPlayback_speak(""카메라가 꺼져 있어 동영상을 전송할 수 없습니다."")\n}'}]",0.5,0,5.561
444,9,1,-,김무개 메일로 제목 '알림'과 내용 '긴급 상황입니다.'로 보내줘.,"Send an email to Kim Mugae with the subject ""Alert"" and the message ""This is an emergency"".",,"[
  {
    ""name"": ""me"",
    ""contact"": ""010-1234-5678"",
    ""email"": ""abcd1234@test.com"",
    ""birthday"": ""1991-03-03""
  },
  {
    ""name"": ""홍길동"",
    ""contact"": ""010-9999-8888"",
    ""email"": ""honggd@test.com"",
    ""birthday"": ""1988-07-15"",
    ""alternate_contact"": ""010-8888-7777""
  },
  {
    ""name"": ""김무개"",
    ""contact"": ""010-7777-6666"",
    ""email"": ""kim@example.com"",
    ""birthday"": ""1990-11-25""
  },
  {
    ""name"": ""장보고"",
    ""contact"": ""010-2222-3333"",
    ""email"": ""jangbogo@naver.com"",
    ""birthday"": ""1985-05-10"",
    ""alternate_contact"": ""010-4444-5555""
  }
]","{""name"": ""Scenario1"", ""cron"": """", ""period"": -1, ""code"": ""(#EmailProvider).emailProvider_sendMail(\""kim@example.com\"", \""Alert\"", \""This is an emergency.\"")""}",,,0,,"[{'name': 'SendEmailToKimMugae', 'cron': '', 'period': -1, 'code': '(#EmailProvider).emailProvider_sendMail(toAddress: ""kim@example.com"", title: ""Alert"", text: ""This is an emergency"")'}]",0.95,0,3.766,"[{'name': 'Scenario1', 'cron': '', 'period': -1, 'code': '(#EmailProvider).emailProvider_sendMail(""kim@example.com"", ""Notification"", ""This is an emergency"")'}]",,0,4.285,"[{'name': 'Scenario1', 'cron': '', 'period': -1, 'code': '(#EmailProvider).emailProvider_sendMail(""Kim Mugae"", ""Alert"", ""This is an emergency"")'}]",0.9,0,1.916,"[{'name': 'Scenario1', 'cron': '', 'period': -1, 'code': '(#EmailProvider).emailProvider_sendMail(""Kim"", ""Notification"", ""This is an emergency"")'}]",0.7,0,2.241
445,3,1,-,비가 오는데 창문이 열려있으면 창문을 닫아줘.,"If it is raining and the window is open, close the window.", ,,"{""name"": ""CloseWindowWhenRaining"",  ""cron"": """", ""period"": -1, ""code"": ""rain = (#WeatherProvider).weatherProvider_weather\nif (rain == \""rain\"") and ((#Window).windowControl_window == \""open\"") {\n  (#Window).windowControl_close()\n}""}",,,,,"[{'name': 'Scenario1', 'cron': '', 'period': -1, 'code': 'if ((#WeatherProvider).weatherProvider_weather == ""rain"" and (#Window).windowControl_window == ""open"") {\n  (#Window).windowControl_close()\n}'}]",0.9,0,3.728,"[{'name': 'Scenario1', 'cron': '', 'period': -1, 'code': 'wait until(#WeatherProvider).weatherProvider_weather == ""rain"" and (#Window).windowControl_window == ""open""\n(#Window).windowControl_close()\nname = ""Scenario2""\ncron = """"\nperiod = -1\nwait until(#WeatherProvider).weatherProvider_weather != ""rain"" and (#Window).windowControl_window == ""closed""\n(#Window).windowControl_open()'}]",,0,6.436,"[{'name': 'CloseWindowWhenRaining', 'cron': '', 'period': -1, 'code': 'if (((#WeatherProvider).weatherProvider_weather == ""rain"") and ((#Window).windowControl_window == ""open"")) {\n  (#Window).windowControl_close()\n}'}]",1,0,1.935,"[{'name': 'CloseWindowWhenRaining', 'cron': '', 'period': -1, 'code': 'if (((#WeatherProvider).weatherProvider_weather == ""rain"") and ((#Window).windowControl_window == ""open"")) {\n  (#Window).windowControl_close()\n}'}]",0.9,0,2.606
446,3,1,-,문이 열렸다 닫히면 알림을 울려줘.,Send an alert when the door opens and then closes., ,,"{""name"": ""DoorClosedAlert"", ""cron"": """", ""period"": -1, ""code"": ""wait until((#DoorLock).doorControl_door == \""open\"")\nwait until((#DoorLock).doorControl_door == \""closed\"")\n(#Alarm).alarm_siren()""}",,,,,"[{'name': 'Scenario1', 'cron': '', 'period': -1, 'code': 'wait until(#DoorLock).doorControl_door == ""open""\nwait until(#DoorLock).doorControl_door == ""closed""\n(#Speaker).mediaPlayback_speak(""Door has opened and then closed"")'}]",0.7,0,3.849,"[{'name': 'Scenario1', 'cron': '', 'period': -1, 'code': 'wait until(#DoorLock).doorControl_door == ""open""\n(#Speaker).mediaPlayback_speak(""문 1 열림"")'}, {'name': 'Scenario2', 'cron': '', 'period': -1, 'code': 'wait until(#DoorLock).doorControl_door == ""closed""\n(#Speaker).mediaPlayback_speak(""도어 1 닫힘"")'}, {'name': 'Scenario3', 'cron': '', 'period': -1, 'code': 'wait until(#DoorLock).doorControl_door == ""open""\n(#Speaker).mediaPlayback_speak(""2번 문 열림"")'}, {'name': 'Scenario4', 'cron': '', 'period': -1, 'code': 'wait until(#DoorLock).doorControl_door == ""closed""\n(#Speaker).mediaPlayback_speak(""도어 2 닫힘"")'}]",,0,13.417,"[{'name': 'Scenario1', 'cron': '', 'period': 100, 'code': 'alertSent := false\ndoorOpenDetected := false\nif ((#DoorLock).doorControl_door == open) {\n  doorOpenDetected = true\n}\nif ((doorOpenDetected == true) and ((#DoorLock).doorControl_door == closed)) {\n  if (alertSent == false) {\n    (#Speaker).mediaPlayback_speak(""경고: 문이 열렸다가 닫혔습니다."")\n    alertSent = true\n  }\n}\nif ((#DoorLock).doorControl_door == closed and doorOpenDetected == false) {\n  alertSent = false\n}'}]",0.4,0,4.784,"[{'name': 'DoorOpenCloseNotification', 'cron': '', 'period': 100, 'code': 'notifiedOpen := false\nnotifiedClose := false\nif ((#DoorLock).doorControl_door == open) {\n  if (notifiedOpen == false) {\n    (#Speaker).mediaPlayback_speak(""이제 문이 열렸습니다."")\n    notifiedOpen = true\n    notifiedClose = false\n  }\n} else if ((#DoorLock).doorControl_door == closed) {\n  if (notifiedClose == false) {\n    (#Speaker).mediaPlayback_speak(""이제 문이 닫힙니다."")\n    notifiedClose = true\n    notifiedOpen = false\n  }\n} else {\n  notifiedOpen = false\n  notifiedClose = false\n}'}]",0.4,0,6.656
447,3,1,-,문이 닫혔다 열리면 사진을 5초 단위로 찍어줘.,Begin taking a photo every 5 seconds once the door opens., ,,"{""name"": ""CaptureAfterDoorClosedAndOpened"", ""cron"": """",  ""period"": 100,  ""code"": ""if ((#DoorLock).doorControl_door == \""closed\"") {\n  wait until((#DoorLock).doorControl_door == \""open\"")\n  loop {\n    (#Camera).camera_take()\n    (#Clock).clock_delay(5000)\n  }\n}""}",,,,,"[{'name': 'Scenario1', 'cron': '', 'period': 100, 'code': 'doorOpened := false\nif ((#DoorLock).doorControl_door == ""open"") {\n  if (doorOpened == false) {\n    doorOpened = true\n    (#Camera).camera_take()\n  }\n} else {\n  doorOpened = false\n}'}, {'name': 'Scenario2', 'cron': '', 'period': 5000, 'code': 'wait until(doorOpened)\n(#Camera).camera_take()'}]",0.5,0,6.002,"[{'name': 'Scenario1', 'cron': '', 'period': 100, 'code': 'doorClosed := false\nif ((#DoorLock).doorControl_door == ""closed"" and doorClosed == false) {\n  doorClosed = true\n  (#Camera).camera_take()\n  wait until(#DoorLock).doorControl_door == ""open""\n  (#Camera).camera_take()\n  wait until(#DoorLock).doorControl_door == ""closed""\n  doorClosed = false\n}'}]",,0,6.502,"[{'name': 'TakePhotoOnDoorOpen', 'cron': '', 'period': 100, 'code': 'started := false\nif ((#DoorLock).doorControl_door == open) {\n  if (started == false) {\n    started = true\n  }\n  image = (#Camera).camera_take()\n} else {\n  started = false\n}'}]",0.3,0,2.183,"[{'name': 'DoorOpenCloseCamera', 'cron': '', 'period': 100, 'code': 'state := ""unknown""\ntimer := 0\nlastDoorState := ""unknown""\ndoorState = (#DoorLock).doorControl_door\nif ((doorState == ""closing"") or (doorState == ""open"") or (doorState == ""opening"") or (doorState == ""closed"")) {\n  if (doorState != lastDoorState) {\n    state = doorState\n    timer = 0\n    (#Camera).camera_take()\n  } else {\n    timer = timer + period\n    if (timer >= 5000) {\n      timer = 0\n      (#Camera).camera_take()\n    }\n  }\n  lastDoorState = doorState\n} else {\n  state = ""unknown""\n  lastDoorState = doorState\n  timer = 0\n}'}]",0.6,0,6.663
448,3,1,-,불이 30분이상 켜져있으면 알림을 울려줘.,Turn on the alarm if the light stays on for 30 minutes., ,,"{""name"": ""LightOnTooLongAlert"",  ""cron"": """",
  ""period"": -1,  ""code"": ""wait until((#Light).switch_switch == \""on\"")\n(#Clock).clock_delay(1800000)\nif ((#Light).switch_switch == \""on\"") {\n  (#Alarm).alarm_siren()\n}""}",,,,,"[{'name': 'Scenario1', 'cron': '', 'period': 10000, 'code': 'lastSwitchOnTime := 0\nif ((#Light).switch_switch == ""on"") {\n  lastSwitchOnTime = (#Clock).clock_timestamp\n}\nif ((#Clock).clock_timestamp - lastSwitchOnTime >= 1800) {\n  (#Alarm).alarm_siren()\n}'}]",0.6,0,5.323,"[{'name': 'Scenario1', 'cron': '', 'period': 10000, 'code': 'lastSwitchOnTime := 0\nif ((#Light).switch_switch == ""on"") {\n  if (lastSwitchOnTime == 0) {\n    lastSwitchOnTime = (#Clock).clock_timestamp\n  }\n} else {\n  lastSwitchOnTime = 0\n}\nif (lastSwitchOnTime != 0) {\n  wait until(#Clock).clock_timestamp - lastSwitchOnTime > 1800000\n  (#Speaker).mediaPlayback_speak(""알림: 표시등이 30분 이상 켜져 있습니다."")\n  lastSwitchOnTime = 0\n}'}]",,0,9.513,"[{'name': 'TurnOnAlarmIfLightOn30Min', 'cron': '', 'period': 1000, 'code': 'lightOnSince := 0\nif ((#Light).switch_switch == ""on"") {\n  if (lightOnSince == 0) {\n    lightOnSince = (#Clock).clock_timestamp\n  } else {\n    elapsed = (#Clock).clock_timestamp - lightOnSince\n    if (elapsed >= 1800000) {\n      (#Alarm).alarm_siren()\n    }\n  }\n} else {\n  lightOnSince = 0\n}'}]",0.7,0,3.065,"[{'name': 'LightOnNotification', 'cron': '', 'period': 10000, 'code': 'lightOnStartTime := 0\nnotificationPlayed := false\nif (any(#Light).switch_switch == ""on"") {\n  if (lightOnStartTime == 0) {\n    lightOnStartTime = (#Clock).clock_timestamp\n    notificationPlayed = false\n  }\n  elapsed := (#Clock).clock_timestamp - lightOnStartTime\n  if ((elapsed >= 1800000) and (notificationPlayed == false)) {\n    if (any(#Alarm)) {\n      all(#Alarm).alarm_siren()\n    } else if (any(#Siren)) {\n      all(#Siren).sirenMode_setSirenMode(\'siren\')\n    }\n    notificationPlayed = true\n  }\n} else {\n  lightOnStartTime = 0\n  notificationPlayed = false\n}'}]",0.8,0,4.811
