category_analysis,command,GT,generated_code,cloud_similarity_gpt4o,explanation
5,조명이 꺼져 있고 움직임이 감지되지 않으며 커튼이 열려 있으면 조명을 켜고 커튼을 닫아 줘. 관수기가 꺼져 있고 창문이 닫혀 있으면 관수기를 켜고 창문을 열어 줘.,"{""name"": ""Scenario1"", ""cron"": """", ""period"": -1, ""code"": ""if (((#Light).switch_switch == \""off\"") and ((#MotionSensor).motionSensor_motion == \""inactive\"") and ((#Curtain).curtain_curtain == \""open\"")) {\n(#Light).switch_on()\n(#Curtain).curtain_close()\n}\nif (((#Irrigator).switch_switch == \""off\"") and ((#Window).windowControl_window == \""closed\"")) {\n(#Irrigator).switch_on()\n(#Window).windowControl_open()\n}""}","{""name"": ""Scenario1"",""cron"": """",""period"": 100,""code"": ""if ((#Light).switch_switch == 'off' and (#MotionSensor).motionSensor_motion == 'inactive' and (#Curtain).curtain_curtain == 'open') {(#Light).switch_on() (#Curtain).curtain_close()} if ((#Irrigator).switch_switch == 'off' and (#Window).windowControl_window == 'closed') {(#Irrigator).switch_on() (#Window).windowControl_open()}""}",1.0,
5,블라인드가 열려 있고 조명이 꺼져 있으며 습도가 80% 이상이면 블라인드를 닫고 조명을 켜 줘. 창문이 닫혀 있고 에어컨이 꺼져 있으면 창문을 열고 에어컨을 켜 줘.,"{""name"": ""Scenario1"", ""cron"": """", ""period"": -1, ""code"": ""if (((#Blind).blind_blind == \""open\"") and ((#Light).switch_switch == \""off\"") and ((#HumiditySensor).relativeHumidityMeasurement_humidity >= 80.0)) {\n(#Blind).blind_close()\n(#Light).switch_on()\n}\nif (((#Window).windowControl_window == \""closed\"") and ((#AirConditioner).switch_switch == \""off\"")) {\n(#Window).windowControl_open()\n(#AirConditioner).switch_on()\n}""}","{""name"": ""Scenario1"",""cron"": """",""period"": 100,""code"": ""if ((#Blind).blind_blind == 'open' and (#Light).switch_switch == 'off' and (#HumiditySensor).relativeHumidityMeasurement_humidity >= 80) {(#Blind).blind_close() (#Light).switch_on()} if ((#Window).windowControl_window == 'closed' and (#AirConditioner).switch_switch == 'off') {(#Window).windowControl_open() (#AirConditioner).switch_on()}""}",1.0,
5,TV가 꺼져 있고 블라인드가 닫혀 있으며 커튼이 열려 있으면 TV를 켜고 블라인드를 열어 줘. 에어컨이 자동 모드가 아니고 꺼져 있으면 자동 모드로 설정하고 전원을 켜 줘.,"{""name"": ""Scenario1"", ""cron"": """", ""period"": -1, ""code"": ""if (((#Television).switch_switch == \""off\"") and ((#Blind).blind_blind == \""closed\"") and ((#Curtain).curtain_curtain == \""open\"")) {\n(#Television).switch_on()\n(#Blind).blind_open()\n}\nif (((#AirConditioner).airConditionerMode_airConditionerMode != \""auto\"") and ((#AirConditioner).switch_switch == \""off\"")) {\n(#AirConditioner).airConditionerMode_setAirConditionerMode(\""auto\"")\n(#AirConditioner).switch_on()\n}""}","{""name"": ""Scenario1"",""cron"": """",""period"": -1,""code"": ""if ((#Television).switch_switch == 'off' and (#Blind).blind_blind == 'closed' and (#Curtain).curtain_curtain == 'open') {(#Television).switch_on() (#Blind).blind_open()} if ((#AirConditioner).airConditionerMode_airConditionerMode != 'auto' and (#AirConditioner).switch_switch == 'off') {(#AirConditioner).airConditionerMode_setAirConditionerMode('auto') (#AirConditioner).switch_on()}""}",1.0,
5,문이 열려 있고 알람이 꺼져 있으면 사이렌을 울리고 블라인드가 열려 있으면 닫아 줘. 에어컨이 꺼져 있고 온도가 30도 이상이면 냉방 모드로 설정하고 켜 줘.,"{""name"": ""Scenario1"", ""cron"": """", ""period"": -1, ""code"": ""if (((#DoorLock).doorControl_door == \""open\"") and ((#Alarm).alarm_alarm == \""off\"")) {\n(#Siren).sirenMode_setSirenMode(\""siren\"")\nif ((#Blind).blind_blind == \""open\"") {\n(#Blind).blind_close()\n}\n}\nif (((#AirConditioner).switch_switch == \""off\"") and ((#TemperatureSensor).temperatureMeasurement_temperature >= 30.0)) {\n(#AirConditioner).airConditionerMode_setAirConditionerMode(\""cool\"")\n(#AirConditioner).switch_on()\n}""}","{""name"": ""Scenario1"",""cron"": """",""period"": -1,""code"": ""if ((#Door).windowControl_window == 'open' and (#Alarm).alarm_alarm == 'off') { (#Siren).sirenMode_setSirenMode('siren') } if ((#Blind).blind_blind == 'open') { (#Blind).blind_close() } if ((#AirConditioner).switch_switch == 'off' and (#TemperatureSensor).temperatureMeasurement_temperature >= 30) { (#AirConditioner).airConditionerMode_setAirConditionerMode('cool') (#AirConditioner).switch_on() }""}",0.6,The generated code uses a different sensor for the door and lacks proper nesting for the blind action.
5,TV가 꺼져 있고 커튼이 닫혀 있으며 선풍기가 꺼져 있으면 TV를 켜고 커튼을 열어 줘. 스피커가 재생 중이고 조명이 꺼져 있으면 조명을 켜고 블라인드를 닫아 줘.,"{""name"": ""Scenario1"", ""cron"": """", ""period"": -1, ""code"": ""if (((#Television).switch_switch == \""off\"") and ((#Curtain).curtain_curtain == \""closed\"") and ((#Fan).switch_switch == \""off\"")) {\n(#Television).switch_on()\n(#Curtain).curtain_open()\n}\nif (((#Speaker).mediaPlayback_playbackStatus == \""playing\"") and ((#Light).switch_switch == \""off\"")) {\n(#Light).switch_on()\n(#Blind).blind_close()\n}""}","{""name"": ""Scenario1"",""cron"": """",""period"": 0,""code"": ""if ((#Television).switch_switch == 'off' and (#Curtain).curtain_curtain == 'closed' and (#Fan).switch_switch == 'off') {(#Television).switch_on() (#Curtain).curtain_open()} if ((#Speaker).mediaPlayback_playbackStatus == 'playing' and (#Light).switch_switch == 'off') {(#Light).switch_on() (#Blind).blind_close()}""}",1.0,
5,TV가 켜져 있고 스피커가 꺼져 있으며 조명이 꺼져 있으면 스피커를 켜고 조명을 켜 줘. 에어컨이 난방 모드이고 온도가 21도 이상이면 에어컨을 끄고 블라인드를 닫아 줘.,"{""name"": ""Scenario1"", ""cron"": """", ""period"": -1, ""code"": ""if (((#Television).switch_switch == \""on\"") and ((#Speaker).switch_switch == \""off\"") and ((#Light).switch_switch == \""off\"")) {\n(#Speaker).switch_on()\n(#Light).switch_on()\n}\nif (((#AirConditioner).airConditionerMode_airConditionerMode == \""heat\"") and ((#TemperatureSensor).temperatureMeasurement_temperature >= 21.0)) {\n(#AirConditioner).switch_off()\n(#Blind).blind_close()\n}""}","
{""name"": ""Scenario1"",""cron"": """",""period"": -1,""code"": ""if ((#Television).switch_switch == 'on' and (#Speaker).switch_switch == 'off' and (#Light).switch_switch == 'off') {(#Speaker).switch_on() (#Light).switch_on()} if ((#AirConditioner).airConditionerMode_airConditionerMode == 'heat' and (#AirConditioner).airConditionerMode_targetTemperature >= 21) {(#AirConditioner).switch_off() (#Blind).blind_close()}""}",0.8,The generated code uses a different method for checking temperature.
6,매일 아침 8시에 조명을 켜 줘.,"{""name"": ""Scenario1"", ""cron"": ""0 8 * * *"", ""period"": 0, ""code"": ""(#Light).switch_on()""}","{""name"": ""Scenario1"",""cron"": ""0 8 * * *"",""period"": 0,""code"": ""all(#Light).switch_on()""}",0.9,"The generated code uses 'all' which implies multiple lights, whereas the ground truth implies a single light."
6,매일 오후 6시부터 7시 사이에 15초마다 커튼을 닫았다 열었다 해 줘.,"{""name"": ""Scenario1"", ""cron"": ""0 18 * * *"", ""period"": 15000, ""code"": ""curtain_action := true\nif ((#Clock).clock_hour == 18) {\nif (curtain_action == true) {\n(#Curtain).curtain_close()\ncurtain_action = false\n} else {\n(#Curtain).curtain_open()\ncurtain_action = true\n}\n} else {\nbreak\n}""}","
{""name"": ""Scenario1"",""cron"": ""0 18 * * *"",""period"": 15000,""code"": ""prev := (#Curtain).curtain_curtain if ((#Clock).clock_hour >= 19) {break} if (prev == 'open') {(#Curtain).curtain_close() prev = 'closed'} else {(#Curtain).curtain_open() prev = 'open'}""}",0.6,The generated code uses a different logic for toggling the curtain state and checking the clock hour.
6,주말 오후 10시부터 11시까지 3분마다 블라인드를 닫아 줘.,"{""name"": ""Scenario1"", ""cron"": ""0 22 * * 6,0"", ""period"": 180000, ""code"": ""if ((#Clock).clock_hour == 22) {\n(#Blind).blind_close()\n} else {\nbreak\n}""}","{""name"": ""Scenario1"",""cron"": ""0 22 * * 0,6"",""period"": 180000,""code"": ""if ((#Clock).clock_hour >= 22 and (#Clock).clock_hour < 23) { (#Blind).blind_close() } if ((#Clock).clock_hour >= 23) { break }""}",0.7,The generated code uses a range for the clock hour instead of a specific hour.
6,주말 오후 10시부터 11시까지 3초마다 제습기를 켜 줘.,"{""name"": ""Scenario1"", ""cron"": ""0 22 * * 6,0"", ""period"": 3000, ""code"": ""if ((#Clock).clock_hour == 22) {\n(#Dehumidifier).switch_on()\n} else {\nbreak\n}""}","{""name"": ""Scenario1"",""cron"": ""0 22 * * 0,6"",""period"": 3000,""code"": ""if ((#Clock).clock_hour >= 22 and (#Clock).clock_hour < 23) {(#Dehumidifier).switch_on()} if ((#Clock).clock_hour >= 23) {break}""}",0.7,The generated code uses a range for the clock hour instead of a specific hour.
7,10초마다 알람과 사이렌을 껐다 켰다 반복해 줘.,"{""name"": ""Scenario1"", ""cron"": """", ""period"": 10000, ""code"": ""alarm_state := true\nif (alarm_state == true) {\n(#Alarm).alarm_off()\n(#Siren).switch_off()\nalarm_state = false\n} else {\n(#Alarm).alarm_siren()\n(#Siren).switch_on()\nalarm_state = true\n}""}","{""name"": ""Scenario1"",""cron"": """",""period"": 10000,""code"": ""(#Alarm).alarm_off() (#Alarm).alarm_siren() (#Alarm).alarm_off() (#Alarm).alarm_siren() (#Siren).sirenMode_setSirenMode('off') (#Siren).sirenMode_setSirenMode('siren') (#Siren).sirenMode_setSirenMode('off') (#Siren).sirenMode_setSirenMode('siren')""}",0.4,The generated code repeatedly toggles the alarm and siren states without conditional logic.
7,매일 30초마다 선풍기를 껐다 켰다 반복해 줘.,"{""name"": ""Scenario1"", ""cron"": """", ""period"": 30000, ""code"": ""fan_on := true\nif (fan_on == true) {\n(#Fan).switch_off()\nfan_on = false\n} else {\n(#Fan).switch_on()\nfan_on = true\n}""}","{""name"": ""Scenario1"",""cron"": """",""period"": 30000,""code"": ""all(#Fan).switch_toggle()""}",0.5,The generated code toggles all fans without checking the current state.
6,매일 자정에 TV를 꺼 줘.,"{""name"": ""Scenario1"", ""cron"": ""0 0 * * *"", ""period"": 0, ""code"": ""(#Television).switch_off()""}","{""name"": ""Scenario1"",""cron"": ""0 0 * * *"",""period"": 0,""code"": ""(#Television).switch_off()""}",1.0,
6,평일 오전 8시부터 자정까지 한 시간마다 조명을 켜 줘.,"{""name"": ""Scenario1"", ""cron"": ""0 8-23 * * 1-5"", ""period"": 0, ""code"": ""(#Light).switch_on()""}","{""name"": ""Scenario1"",""cron"": ""0 8-23 * * 1-5"",""period"": 3600000,""code"": ""all(#Light).switch_on()""}",0.9,"The generated code uses 'all' which implies multiple lights, whereas the ground truth implies a single light."
4,창문이 열리면 알람의 사이렌을 울려 줘.,"{""name"": ""Scenario1"", ""cron"": """", ""period"": -1, ""code"": ""wait until((#Window).windowControl_window == \""open\"")\n(#Alarm).alarm_siren()""}","{""name"": ""Scenario1"",""cron"": """",""period"": -1,""code"": ""wait until((#Window).windowControl_window == 'open')\n(#Alarm).alarm_siren()""}",1.0,
3,토양 수분이 20% 이상이었다가 이하가 되면 관개 장치를 작동시켜 줘.,"{""name"": ""Scenario1"", ""cron"": """", ""period"": -1, ""code"": ""wait until((#SoilMoistureSensor).soilHumidityMeasurement_soilHumidity >= 20.0)\nwait until((#SoilMoistureSensor).soilHumidityMeasurement_soilHumidity < 20.0)\n(#Irrigator).switch_on()""}","
{""name"": ""Scenario1"",""cron"": """",""period"": 100,""code"": ""prev := 0 curr = (#SoilMoistureSensor).soilHumidityMeasurement_soilHumidity if (prev > 20 and curr <= 20) { (#Irrigator).irrigatorOperatingState_startWatering() } prev = curr""}",0.6,The generated code uses a different logic for determining when to start watering.
3,움직임이 감지되면 최대 3번까지 조명을 켜 줘.,"{""name"": ""Scenario1"", ""cron"": """", ""period"": 100, ""code"": ""motion_count := 0\nprev_motion := \""inactive\""\ncurrent = (#MotionSensor).motionSensor_motion\nif (current == \""active\"") and (prev_motion == \""inactive\"") {\nif (motion_count < 3) {\n(#Light).switch_on()\nmotion_count = motion_count + 1\n}\n}\nprev_motion = current""}","{""name"": ""Scenario1"",""cron"": """",""period"": 100,""code"": ""count := 0\nif (count < 3) {\n wait until((#MotionSensor).motionSensor_motion == 'active')\n all(#Light).switch_on()\n count = count + 1\n if (count >= 3) { break }\n}""}",0.7,The generated code uses a different logic for counting motion activations.
3,온도가 35도 이상이 되면 에어컨을 켜 줘.,"{""name"": ""Scenario1"", ""cron"": """", ""period"": -1, ""code"": ""wait until((#TemperatureSensor).temperatureMeasurement_temperature >= 35.0)\n(#AirConditioner).switch_on()""}","{""name"": ""Scenario1"",""cron"": """",""period"": 100,""code"": ""if ((#AirQualityDetector).temperatureMeasurement_temperature >= 35) { (#AirConditioner).switch_on() }""}",0.8,The generated code uses an immediate if condition instead of a wait until condition.
3,습도가 80% 이상이 되면 블라인드를 내려 줘.,"{""name"": ""Scenario1"", ""cron"": """", ""period"": -1, ""code"": ""wait until((#HumiditySensor).relativeHumidityMeasurement_humidity >= 80.0)\n(#Blind).blind_close()""}","{""name"": ""Scenario1"",""cron"": """",""period"": -1,""code"": ""wait until((#HumiditySensor).relativeHumidityMeasurement_humidity >= 80)\n(#Blind).blind_close()""}",1.0,
3,블라인드가 닫히면 ‘블라인드가 닫혔습니다’라고 말해 줘.,"{""name"": ""Scenario1"", ""cron"": """", ""period"": -1, ""code"": ""wait until((#Blind).blind_blind == \""closed\"")\n(#Speaker).mediaPlayback_speak(\""Blinds are closed\"")""}","
{""name"": ""Scenario1"",""cron"": """",""period"": 100,""code"": ""prev_blind := (#Blind).blind_blind\ncurr_blind = (#Blind).blind_blind\nif (curr_blind == 'closed' and prev_blind != 'closed') {(#Speaker).mediaPlayback_speak('블라인드가 닫혔습니다')\nprev_blind = curr_blind} else {prev_blind = curr_blind}""}",0.7,The generated code uses a different logic for detecting blind closure and has a language mismatch in the speaker output.
3,TV가 꺼지면 스피커를 꺼 줘.,"{""name"": ""Scenario1"", ""cron"": """", ""period"": -1, ""code"": ""wait until((#Television).switch_switch == \""off\"")\n(#Speaker).switch_off()""}","{""name"": ""Scenario1"",""cron"": """",""period"": 100,""code"": ""prev := (#Television).switch_switch if (prev != (#Television).switch_switch and (#Television).switch_switch == 'off') { (#Speaker).switch_off() } prev = (#Television).switch_switch""}",0.6,The generated code uses an immediate if condition instead of a wait until condition.
3,커튼이 3번 열렸다 닫히면 조명을 꺼 줘.,"{""name"": ""Scenario1"", ""cron"": """", ""period"": 100, ""code"": ""close_count := 0\nprev_state := \""closed\""\nopened := false\ncurr = (#Curtain).curtain_curtain\nif (curr == \""open\"") and (prev_state == \""closed\"") {\nopened = true\n}\nif (curr == \""closed\"") and (prev_state == \""open\"") and (opened == true) {\nclose_count = close_count + 1\nopened = false\n}\nprev_state = curr\nif (close_count >= 3) {\n(#Light).switch_off()\nbreak\n}""}","{""name"": ""Scenario1"",""cron"": """",""period"": 100,""code"": ""count := 0\nprev := ''\nif ((#Curtain).curtain_curtain != prev) {\n  if ((#Curtain).curtain_curtain == 'open' and prev == 'closed') {\n    count = count + 1\n  }\n  prev = (#Curtain).curtain_curtain\n}\nif (count >= 3) {\n  (#Light).switch_off()\n  break\n}""}",0.8,The generated code uses a simpler logic for counting curtain state changes.
4,제습기가 꺼지면 다시 켜 줘.,"{""name"": ""Scenario1"", ""cron"": """", ""period"": -1, ""code"": ""wait until((#Dehumidifier).switch_switch == \""off\"")\n(#Dehumidifier).switch_on()""}","{""name"": ""Scenario1"",""cron"": """",""period"": 100,""code"": ""if ((#Dehumidifier).switch_switch == 'off') {(#Dehumidifier).switch_on()}""}",0.8,The generated code uses an immediate if condition instead of a wait until condition.
4,재실 센서에서 더 이상 감지가 안 되면 ‘문이 열렸습니다’라고 말해 줘.,"{""name"": ""Scenario1"", ""cron"": """", ""period"": -1, ""code"": ""wait until((#PresenceSensor).presenceSensor_presence == \""not present\"")\n(#Speaker).mediaPlayback_speak(\""Door is open\"")""}","{""name"": ""Scenario1"",""cron"": """",""period"": -1,""code"": ""wait until((#PresenceSensor).presenceSensor_presence == 'not present')\n(#Speaker).mediaPlayback_speak('문이 열렸습니다')""}",0.9,The generated code has a language mismatch in the speaker output.
2,토양 습도가 30% 미만이면 5초 후 급수기를 작동해 줘.,"{""name"": ""Scenario1"", ""cron"": """", ""period"": -1, ""code"": ""if ((#SoilMoistureSensor).soilHumidityMeasurement_soilHumidity < 30.0) {\n(#Clock).clock_delay(5000)\n(#Irrigator).irrigatorOperatingState_startWatering()\n}""}","{""name"": ""Scenario1"",""cron"": """",""period"": -1,""code"": ""if ((#SoilMoistureSensor).soilHumidityMeasurement_soilHumidity < 30) {(#Clock).clock_delay(5000)(#Irrigator).irrigatorOperatingState_startWatering() break}""}",0.95,The generated code includes an unnecessary 'break' statement.
3,창문이 열려 있고 온도가 35도 이상이면 10초 대기 후 블라인드를 내려 줘.,"{""name"": ""Scenario2"", ""cron"": """", ""period"": -1, ""code"": ""if (((#Window).windowControl_window == \""open\"") and ((#TemperatureSensor).temperatureMeasurement_temperature >= 35.0)) {\n(#Clock).clock_delay(10000)\n(#Blind).blind_close()\n}""}","{""name"": ""Scenario1"",""cron"": """",""period"": 0,""code"": ""if ((#Window).windowControl_window == 'open' and (#Window).temperatureMeasurement_temperature >= 35) {(#Blind).blind_close() (#Clock).clock_delay(10000)}""}",0.85,The generated code uses a different order for actions within the if block.
4,"습도가 80% 이상이면 3초 뒤 제습기를 켜고, 7초 더 지난 후 창문을 닫아 줘.","{""name"": ""Scenario3"", ""cron"": """", ""period"": -1, ""code"": ""if ((#HumiditySensor).relativeHumidityMeasurement_humidity >= 80.0) {\n(#Clock).clock_delay(3000)\n(#Dehumidifier).switch_on()\n(#Clock).clock_delay(7000)\n(#Window).windowControl_close()\n}""}","{""name"": ""Scenario1"",""cron"": """",""period"": -1,""code"": ""if ((#HumiditySensor).relativeHumidityMeasurement_humidity >= 80) {(#Clock).clock_delay(3000)(#Dehumidifier).switch_on()(#Clock).clock_delay(7000)(#Window).windowControl_close()}""}",1.0,
4,빛의 세기가 100룩스 이하면 5초 대기 후 LED 조명을 켜 줘.,"{""name"": ""Scenario4"", ""cron"": """", ""period"": -1, ""code"": ""if ((#LightSensor).lightLevel_light <= 100.0) {\n(#Clock).clock_delay(5000)\n(#Light).switch_on()\n}""}","
{""name"": ""Scenario1"",""cron"": """",""period"": -1,""code"": ""if ((#LightSensor).lightLevel_light <= 100) {(#Clock).clock_delay(5000)(#Light).switch_on() break}""}",0.95,The generated code includes an unnecessary 'break' statement.
4,급수기를 작동 후 10초 기다렸다가 환풍기를 켜 줘.,"{""name"": ""Scenario5"", ""cron"": """", ""period"": -1, ""code"": ""(#Irrigator).irrigatorOperatingState_startWatering()\n(#Clock).clock_delay(10000)\n(#Fan).switch_on()""}","{""name"": ""Scenario1"",""cron"": """",""period"": -1,""code"": ""(#Feeder).feederOperatingState_startFeeding() (#Clock).clock_delay(10000) (#Fan).switch_on()""}",0.5,The generated code uses a different device for the initial action.
4,"창문이 열려 있으면 5초 후 커튼을 닫고, 10초 더 지난 뒤 블라인드를 닫아 줘.","{""name"": ""Scenario6"", ""cron"": """", ""period"": -1, ""code"": ""if ((#Window).windowControl_window == \""open\"") {\n(#Clock).clock_delay(5000)\n(#Curtain).curtain_close()\n(#Clock).clock_delay(10000)\n(#Blind).blind_close()\n}""}","
{""name"": ""Scenario1"",""cron"": """",""period"": -1,""code"": ""if ((#Window).windowControl_window == 'open') { (#Clock).clock_delay(5000) (#Curtain).curtain_close() (#Clock).clock_delay(10000) (#Blind).blind_close() break }""}",0.95,The generated code includes an unnecessary 'break' statement.
4,조명이 켜져 있으면 3초 대기 후 조명을 껐다가 3초 뒤 다시 켜 줘.,"{""name"": ""Scenario7"", ""cron"": """", ""period"": -1, ""code"": ""if ((#Light).switch_switch == \""on\"") {\n(#Clock).clock_delay(3000)\n(#Light).switch_off()\n(#Clock).clock_delay(3000)\n(#Light).switch_on()\n}""}","{""name"": ""Scenario1"",""cron"": """",""period"": -1,""code"": ""if ((#Light).switch_switch == 'on') {(#Clock).clock_delay(3000)(#Light).switch_off()(#Clock).clock_delay(3000)(#Light).switch_on()}""}",1.0,
4,7초 후에 조명을 끄고 5초 뒤 다시 켜 줘.,"{""name"": ""Scenario8"", ""cron"": """", ""period"": -1, ""code"": ""(#Clock).clock_delay(7000)\n(#Light).switch_off()\n(#Clock).clock_delay(5000)\n(#Light).switch_on()""}","{""name"": ""Scenario1"",""cron"": """",""period"": -1,""code"": ""(#Light).switch_off() (#Clock).clock_delay(5000) (#Light).switch_on()""}",0.6,The generated code performs actions in a different order compared to the ground truth.
4,문이 닫혀 있는데 5초가 지나도 창문이 열려 있지 않으면 블라인드를 열어 줘.,"{""name"": ""Scenario9"", ""cron"": """", ""period"": -1, ""code"": ""if ((#DoorLock).doorControl_door == \""closed\"") {\n(#Clock).clock_delay(5000)\nif ((#Window).windowControl_window != \""open\"") {\n(#Blind).blind_open()\n}\n}""}","
{""name"": ""Scenario1"",""cron"": """",""period"": 100,""code"": ""if ((#Door #ContactSensor).contactSensor_contact == 'closed') { (#Clock).clock_delay(5000) if ((#Window #Window).windowControl_window != 'open') { (#Blind #Blind).blind_open() } }""}",0.7,The generated code uses different identifiers for devices and lacks proper formatting.
4,"커튼이 열린 상태라면 2초 뒤 조명을 50으로 낮추고, 다시 4초 기다려서 꺼 줘.","{""name"": ""Scenario10"", ""cron"": """", ""period"": -1, ""code"": ""if ((#Curtain).curtain_curtain == \""open\"") {\n(#Clock).clock_delay(2000)\n(#Light).switchLevel_setLevel(50, 0)\n(#Clock).clock_delay(4000)\n(#Light).switch_off()\n}""}","
{""name"": ""Scenario1"",""cron"": """",""period"": -1,""code"": ""if ((#Curtain).curtain_curtain == 'open') {(#Clock).clock_delay(2000)(#Light).switchLevel_setLevel(50,0)(#Clock).clock_delay(4000)(#Light).switch_off() break}""}",0.95,The generated code includes an unnecessary 'break' statement.
6,5초마다 토양 습도를 측정해서 30% 이하이면 급수기를 켜 줘. 만약 그 때 온도가 35도 이상이면 급수기를 끄고 반복도 종료해 줘.,"{""name"": ""Scenario1"", ""cron"": """", ""period"": 5000, ""code"": ""soil = (#SoilMoistureSensor).soilHumidityMeasurement_soilHumidity\ntemp = (#TemperatureSensor).temperatureMeasurement_temperature\nif (soil <= 30.0) {\n(#Irrigator).switch_on()\nif (temp >= 35.0) {\n(#Irrigator).switch_off()\nbreak\n}\n}""}","{""name"": ""Scenario1"",""cron"": """",""period"": 5000,""code"": ""if ((#SoilMoistureSensor).soilHumidityMeasurement_soilHumidity <= 30) {if ((#TemperatureSensor).temperatureMeasurement_temperature >= 35) {(#Irrigator).switch_off() break} else {(#Irrigator).switch_on()}}""}",0.9,The generated code uses a different order for actions within the if block.
6,3초 간격으로 조명을 10번 깜빡여 줘. 깜빡일 때마다 확인해서 비 감지 센서가 비를 감지하는 순간 반복을 중단해 줘.,"{""name"": ""Scenario1"", ""cron"": """", ""period"": 3000, ""code"": ""count := 0\n\nif (count >= 10) {\nbreak\n}\n(#Light).switch_toggle()\nrain = (#WeatherProvider).weatherProvider_weather\nif (rain == \""rain\"") {\nbreak\n}\ncount = count + 1""}","{""name"": ""Scenario1"",""cron"": """",""period"": 3000,""code"": ""count := 0\nif (count < 10) {\n  if ((#WeatherProvider).weatherProvider_weather == 'rain') {break}\n  (#Light).switch_toggle()\n  count = count + 1\n} else {break}""}",0.85,The generated code uses a different logic for counting and checking weather conditions.
6,1초마다 선풍기의 전원을 켜고 끄는 토글 동작을 반복해 줘. 매번 동작 직전에 습도를 확인해서 80% 이상이면 반복을 즉시 중단해 줘.,"{""name"": ""Scenario1"", ""cron"": """", ""period"": 1000, ""code"": ""humidity = (#AirQualityDetector).relativeHumidityMeasurement_humidity\nif (humidity >= 80.0) {\nbreak\n}\n(#Fan).switch_toggle()""}","{""name"": ""Scenario1"",""cron"": """",""period"": 1000,""code"": ""if ((#Fan).relativeHumidityMeasurement_humidity >= 80) {break} else {(#Fan).switch_toggle()}""}",0.8,The generated code uses a different sensor for humidity measurement.
6,5초마다 블라인드를 10퍼센트씩 닫아줘. 더 이상 못 내릴 때까지.,"{""name"": ""Scenario1"", ""cron"": """", ""period"": 5000, ""code"": ""current_level = (#Blind).blindLevel_blindLevel\nif (current_level <= 10) {\n(#Blind).blindLevel_setBlindLevel(0)\nbreak\n}\nnext_level = current_level - 10\n(#Blind).blindLevel_setBlindLevel(next_level)""}","{""name"": ""Scenario1"",""cron"": """",""period"": 5000,""code"": ""level := (#Blind).blindLevel_blindLevel if (level > 0) {(#Blind).blindLevel_setBlindLevel(level - 10)} else {break}""}",0.85,The generated code uses a simpler logic for adjusting blind levels.
6,"10초마다 관개기를 켰다가 5초 뒤에 꺼 줘. 관개기를 끌 때, 켤 때 모두 확인해서 일조량이 500룩스 이상이면 관개기를 끄고 반복을 종료해 줘.","{""name"": ""Scenario1"", ""cron"": """", ""period"": 10000, ""code"": ""lux = (#LightSensor).lightLevel_light\nif (lux >= 500.0) {\n(#Irrigator).switch_off()\nbreak\n}\n(#Irrigator).switch_on()\n(#Clock).clock_delay(5000)\nlux = (#LightSensor).lightLevel_light\nif (lux >= 500.0) {\n(#Irrigator).switch_off()\nbreak\n}\n(#Irrigator).switch_off()""}","{""name"": ""Scenario1"",""cron"": """",""period"": 10000,""code"": ""break := false\nif (break == false) {\nif ((#LightSensor).lightLevel_light >= 500) { (#Irrigator).switch_off() break = true }\nelse { (#Irrigator).switch_on() \n(#Clock).clock_delay(5000)\nif ((#LightSensor).lightLevel_light >= 500) { (#Irrigator).switch_off() break = true } else { (#Irrigator).switch_off() } } }""}",0.9,The generated code uses a different logic for breaking the loop.
6,2초마다 거실 조명을 켰다 껐다 반복해 줘. 조명을 끌 때마다 확인해서 창문이 열려 있는 게 감지되면 반복을 즉시 중단해 줘.,"{""name"": ""Scenario1"", ""cron"": """", ""period"": 2000, ""code"": ""(#Light).switch_toggle()\nlight_state = (#Light).switch_switch\nif (light_state == \""off\"") {\nwindow_state = (#Window).windowControl_window\nif (window_state == \""open\"") {\nbreak\n}\n}""}","
{""name"": ""Scenario1"",""cron"": """",""period"": 2000,""code"": ""repeat_flag := true\nprev_light := (#Light #거실).switch_switch\nif (repeat_flag == true) {\n  (#Light #거실).switch_toggle()\n  curr_light = (#Light #거실).switch_switch\n  if (curr_light == 'off' and prev_light != 'off') {\n    if ((#Window #거실).windowControl_window == 'open') {\n      repeat_flag = false\n      break\n    }\n  }\n  prev_light = curr_light\n}""}",0.7,"The generated code uses a different logic for toggling the light and checking window state, and has a language mismatch."
