index,category,command_kor,command_eng,gt,connected_devices,gt_converted,profile,output_joicode,output_name,output_cron,output_period,output_code,output_model_label,output_request_model,output_selected_model,output_translated_sentence,output_generation_error,output_response_time,output_prompt_tokens,output_completion_tokens,output_total_tokens,det_row_no,det_dataset_index,det_command,det_pass,det_sdet,det_script_similarity,det_fatal_reasons,det_predicted_services,det_reference_script,det_predicted_script
3,4,소리 센서의 수치가 50보다 커지면 스피커 재생을 멈춰줘.,"When the sound sensor value exceeds 50, stop speaker playback.","{""name"": """", 
""cron"": """", 
""period"": 0, 
""script"": ""\nwait until ((#SoundSensor).Sound > 50)\n\n(#Speaker).Stop()""}",,"{""name"": """", 
""cron"": """", 
""period"": 0, 
""script"": ""\nwait until ((#SoundSensor).SoundSensor_Sound > 50)\n\n(#Speaker).Speaker_Stop()""}",version0_6,,,,,,,,,,,,,,,,,,,,,,,,
4,4,비가 오면 제습기를 켜줘.,"When it rains, turn on the dehumidifier.","{""name"": """", 
""cron"": """", 
""period"": 0, 
""script"": ""\nwait until ((#RainSensor).Rain == true)\n\n(#Dehumidifier).On()""}",,"{""name"": """", 
""cron"": """", 
""period"": 0, 
""script"": ""\nwait until ((#RainSensor).RainSensor_Rain == true)\n\n(#Dehumidifier).Switch_On()""}",version0_6,,,,,,,,,,,,,,,,,,,,,,,,
5,4,밝기가 100 럭스 미만이 되면 조명을 켜줘.,"When the brightness falls below 100 lux, turn on the light.","{""name"": """", 
""cron"": """", 
""period"": 0, 
""script"": ""\nwait until ((#LightSensor).Brightness < 100)\n\n(#Light).On()""}",,"{""name"": """", 
""cron"": """", 
""period"": 0, 
""script"": ""\nwait until ((#LightSensor).LightSensor_Brightness < 100)\n\n(#Light).Switch_On()""}",version0_6,,,,,,,,,,,,,,,,,,,,,,,,
6,4,이산화탄소 농도가 1000ppm 이상이 되면 긴급 사이렌을 울려줘.,"When the carbon dioxide concentration reaches 1000ppm or higher, sound the emergency siren.","{""name"": """", 
""cron"": """", 
""period"": 0, 
""script"": ""\nwait until ((#CarbonDioxideSensor).CarbonDioxide >= 1000)\n\n(#Siren).SetSirenMode(\""emergency\"")""}",,"{""name"": """", 
""cron"": """", 
""period"": 0, 
""script"": ""\nwait until ((#CarbonDioxideSensor).CarbonDioxideSensor_CarbonDioxide >= 1000)\n\n(#Siren).Siren_SetSirenMode(\""emergency\"")""}",version0_6,,,,,,,,,,,,,,,,,,,,,,,,
7,4,연기가 감지되면 사이렌으로 화재경보를 울려줘.,"When smoke is detected, sound the fire alarm with the siren.","{""name"": """", 
""cron"": """", 
""period"": 0, 
""script"": ""\nwait until ((#SmokeDetector).Smoke == true)\n\n(#Siren).SetSirenMode(\""fire\"")""}",,"{""name"": """", 
""cron"": """", 
""period"": 0, 
""script"": ""\nwait until ((#SmokeDetector).SmokeDetector_Smoke == true)\n\n(#Siren).Siren_SetSirenMode(\""fire\"")""}",version0_6,,,,,,,,,,,,,,,,,,,,,,,,
8,4,버튼이 세번 눌리면 벨브를 열어줘.,"When the button is pushed 3 times, open the valve.","{""name"": """", 
""cron"": """", 
""period"": 0, 
""script"": 
""wait until ((#Button).Button == \""pushed_3x\"")\n\n(#Valve).Open()""}",,"{""name"": """", 
""cron"": """", 
""period"": 0, 
""script"": 
""wait until ((#Button).Button_Button == \""pushed_3x\"")\n\n(#Valve).Valve_Open()""}",version0_6,,,,,,,,,,,,,,,,,,,,,,,,
9,4,온도가 35도 이상이 되면 에어컨의 목표 온도를 30도로 설정해줘.,"When the temperature reaches 35 degrees or higher, set the air conditioner to 30 degrees.","{""name"": """", 
""cron"": """", 
""period"": 0, 
""script"": ""\nwait until ((#TemperatureSensor).Temperature >= 35)\n\n(#AirConditioner).SetTargetTemperature(30)""}",,"{""name"": """", 
""cron"": """", 
""period"": 0, 
""script"": ""\nwait until ((#TemperatureSensor).TemperatureSensor_Temperature >= 35)\n\n(#AirConditioner).AirConditioner_SetTargetTemperature(30)""}",version0_6,,,,,,,,,,,,,,,,,,,,,,,,
10,4,금고가 열리면 경찰 사이렌을 울려줘.,"When the safe is unlocked, sound the police siren.","{""name"": """", 
""cron"": """", 
""period"": 0, 
""script"": ""\nwait until ((#Safe).SafeState == \""unlocked\"")\n\n(#Siren).SetSirenMode(\""police\"")""}",,"{""name"": """", 
""cron"": """", 
""period"": 0, 
""script"": ""\nwait until ((#Safe).Safe_SafeState == \""unlocked\"")\n\n(#Siren).Siren_SetSirenMode(\""police\"")""}",version0_6,,,,,,,,,,,,,,,,,,,,,,,,
11,4,누수가 감지되면 벨브를 차단해줘.,"When a leak is detected, close the valve.","{""name"": """", 
""cron"": """", 
""period"": 0, 
""script"": ""\nwait until ((#LeakSensor).Leakage == true)\n\n(#Valve).Close()""}",,"{""name"": """", 
""cron"": """", 
""period"": 0, 
""script"": ""\nwait until ((#LeakSensor).LeakSensor_Leakage == true)\n\n(#Valve).Valve_Close()""}",version0_6,,,,,,,,,,,,,,,,,,,,,,,,
12,4,습도가 80%보다 커지면 제습기를 건조 모드로 작동시켜줘.,"When the humidity exceeds 80%, start the dehumidifier in drying mode.","{""name"": """", 
""cron"": """", 
""period"": 0, 
""script"": ""\nwait until ((#HumiditySensor).Humidity > 80)\n\n(#Dehumidifier).SetDehumidifierMode(\""drying\"")""}",,"{""name"": """", 
""cron"": """", 
""period"": 0, 
""script"": ""\nwait until ((#HumiditySensor).HumiditySensor_Humidity > 80)\n\n(#Dehumidifier).Dehumidifier_SetDehumidifierMode(\""drying\"")""}",version0_6,,,,,,,,,,,,,,,,,,,,,,,,
13,4,움직임이 감지되면 조명을 켜줘.,"When motion is detected, turn on the light.","{""name"": """", 
""cron"": """", 
""period"": 0, 
""script"": ""\nwait until ((#MotionSensor).Motion == true)\n\n(#Light).On()""}",,"{""name"": """", 
""cron"": """", 
""period"": 0, 
""script"": ""\nwait until ((#MotionSensor).MotionSensor_Motion == true)\n\n(#Light).Switch_On()""}",version0_6,,,,,,,,,,,,,,,,,,,,,,,,
14,4,내부 초미세먼지 농도가 35 이상이 되면 공기청정기를 강하게 틀어줘.,"When the indoor very fine dust level becomes 35 or higher, set the air purifier to high.","{""name"": """", 
""cron"": """", 
""period"": 0, 
""script"": ""\nwait until ((#AirQualitySensor).VeryFineDustLevel >= 35)\n\n(#AirPurifier).SetAirPurifierMode(\""high\"")""}",,"{""name"": """", 
""cron"": """", 
""period"": 0, 
""script"": ""\nwait until ((#AirQualitySensor).AirQualitySensor_VeryFineDustLevel >= 35)\n\n(#AirPurifier).AirPurifier_SetAirPurifierMode(\""high\"")""}",version0_6,,,,,,,,,,,,,,,,,,,,,,,,
15,4,충전 전압이 250V보다 높아지면 충전을 중단해줘.,"When the charging voltage exceeds 250V, stop charging.","{""name"": """", 
""cron"": """", 
""period"": 0, 
""script"": ""\nwait until ((#Charger).Voltage > 250000)\n\n(#Charger).Off()""}",,"{""name"": """", 
""cron"": """", 
""period"": 0, 
""script"": ""\nwait until ((#Charger).Charger_Voltage > 250000)\n\n(#Charger).Switch_Off()""}",version0_6,,,,,,,,,,,,,,,,,,,,,,,,
16,4,현관 도어락이 잠금해제되면 거실 조명을 켜줘.,"When the entrance door lock is unlocked, turn on the living room light.","{""name"": """", 
""cron"": """", 
""period"": 0, 
""script"": ""\nwait until ((#Entrance #DoorLock).DoorLockState == \""unlocked\"")\n\n(#LivingRoom #Light).On()""}","{'Entrance_DoorLock': {'category': 'DoorLock', 'tags': ['Entrance', 'DoorLock']}, 'BackDoor_DoorLock': {'category': 'DoorLock', 'tags': ['BackDoor', 'DoorLock']}, 'LivingRoom_Light': {'category': ['Light', 'Switch'], 'tags': ['LivingRoom', 'Light', 'Switch']}}","{""name"": """", 
""cron"": """", 
""period"": 0, 
""script"": ""\nwait until ((#Entrance #DoorLock).DoorLock_DoorLockState == \""unlocked\"")\n\n(#LivingRoom #Light).Switch_On()""}",version0_6,,,,,,,,,,,,,,,,,,,,,,,,
17,4,침실에 움직임이 감지되면 침실 에어컨을 켜줘.,"When motion is detected in the bedroom, turn on the bedroom air conditioner.","{""name"": """", 
""cron"": """", 
""period"": 0, 
""script"": ""\nwait until ((#Bedroom #MotionSensor).Motion == true)\n\n(#Bedroom #AirConditioner).SetAirConditionerMode(\""auto\"")""}","{'Bedroom_Motion': {'category': 'MotionSensor', 'tags': ['Bedroom', 'MotionSensor']}, 'LivingRoom_Motion': {'category': 'MotionSensor', 'tags': ['LivingRoom', 'MotionSensor']}, 'Bedroom_AC': {'category': 'AirConditioner', 'tags': ['Bedroom', 'AirConditioner', 'Switch']}}","{""name"": """", 
""cron"": """", 
""period"": 0, 
""script"": ""\nwait until ((#Bedroom #MotionSensor).MotionSensor_Motion == true)\n\n(#Bedroom #AirConditioner).AirConditioner_SetAirConditionerMode(\""auto\"")""}",version0_6,,,,,,,,,,,,,,,,,,,,,,,,
18,4,주방에 연기가 감지되면 주방 벨브를 잠궈줘.,"When a smoke is detected in the kitchen, close the kitchen valve.","{""name"": """", 
""cron"": """", 
""period"": 0, 
""script"": ""\nwait until ((#Kitchen #SmokeDetector).Smoke == true)\n\n(#Kitchen #Valve).Close()""}","{'Kitchen_Smoke': {'category': 'SmokeDetector', 'tags': ['Kitchen', 'SmokeDetector']}, 'Laundry_Smoke': {'category': 'SmokeDetector', 'tags': ['LaundryDryer', 'SmokeDetector']}, 'Kitchen_Valve': {'category': 'Valve', 'tags': ['Kitchen', 'Valve']}}","{""name"": """", 
""cron"": """", 
""period"": 0, 
""script"": ""\nwait until ((#Kitchen #SmokeDetector).SmokeDetector_Smoke == true)\n\n(#Kitchen #Valve).Valve_Close()""}",version0_6,,,,,,,,,,,,,,,,,,,,,,,,
19,4,서재 미세먼지 농도가 30 이상이 되면 서재 공기청정기를 켜줘.,"When the fine dust level in the study reaches 30 or higher, turn on the study air purifier.","{""name"": """", 
""cron"": """", 
""period"": 0, 
""script"": ""\nwait until ((#Study #AirQualitySensor).FineDustLevel >= 30)\n\n(#Study #AirPurifier).On()""}","{'Study_AQ': {'category': 'AirQualitySensor', 'tags': ['Study', 'AirQualitySensor']}, 'LivingRoom_AQ': {'category': 'AirQualitySensor', 'tags': ['LivingRoom', 'AirQualitySensor']}, 'Study_AP': {'category': ['AirPurifier', 'Switch'], 'tags': ['Study', 'AirPurifier', 'Switch']}}","{""name"": """", 
""cron"": """", 
""period"": 0, 
""script"": ""\nwait until ((#Study #AirQualitySensor).AirQualitySensor_FineDustLevel >= 30)\n\n(#Study #AirPurifier).Switch_On()""}",version0_6,,,,,,,,,,,,,,,,,,,,,,,,
20,4,지하에 누수가 감지되면 메인 사이렌을 비상모드로 울려줘.,"When a water leak is detected in the basement, sound the main siren in emergency mode.","{""name"": """", 
""cron"": """", 
""period"": 0, 
""script"": ""\nwait until ((#Basement #LeakSensor).Leakage == true)\n\n(#Main #Siren).SetSirenMode(\""emergency\"")""}","{'Basement_Leak': {'category': 'LeakSensor', 'tags': ['Basement', 'LeakSensor']}, 'Outdoor_Leak': {'category': 'LeakSensor', 'tags': ['Outdoor', 'LeakSensor']}, 'Main_Siren': {'category': 'Siren', 'tags': ['Main', 'Siren']}}","{""name"": """", 
""cron"": """", 
""period"": 0, 
""script"": ""\nwait until ((#Basement #LeakSensor).LeakSensor_Leakage == true)\n\n(#Main #Siren).Siren_SetSirenMode(\""emergency\"")""}",version0_6,,,,,,,,,,,,,,,,,,,,,,,,
21,4,테라스 조도가 50 미만이 되면 테라스 조명을 켜줘.,"When the terrace illuminance falls below 50, turn on the terrace light.","{""name"": """", 
""cron"": """", 
""period"": 0, 
""script"": ""\nwait until ((#Terrace #LightSensor).Brightness < 50)\n\n(#Terrace #Light).On()""}","{'Terrace_Illum': {'category': 'LightSensor', 'tags': ['Terrace', 'LightSensor']}, 'Garden_Illum': {'category': 'LightSensor', 'tags': ['Garden', 'LightSensor']}, 'Terrace_Light': {'category': ['Light', 'Switch'], 'tags': ['Terrace', 'Light', 'Switch']}}","{""name"": """", 
""cron"": """", 
""period"": 0, 
""script"": ""\nwait until ((#Terrace #LightSensor).LightSensor_Brightness < 50)\n\n(#Terrace #Light).Switch_On()""}",version0_6,,,,,,,,,,,,,,,,,,,,,,,,
22,4,차고 문이 열리면 차고 카메라로 사진을 찍어줘.,"When the garage door is opened, take a picture with the garage camera.","{""name"": """", 
""cron"": """", 
""period"": 0, 
""script"": ""\nwait until ((#Garage #Door).DoorState == \""open\"")\n\n(#Garage #Camera).CaptureImage()""}","{'Garage_Door': {'category': 'Door', 'tags': ['Garage', 'Door']}, 'Front_Door': {'category': 'Door', 'tags': ['Front', 'Door']}, 'Garage_Camera': {'category': 'Camera', 'tags': ['Garage', 'Camera']}}","{""name"": """", 
""cron"": """", 
""period"": 0, 
""script"": ""\nwait until ((#Garage #Door).Door_DoorState == \""open\"")\n\n(#Garage #Camera).Camera_CaptureImage()""}",version0_6,,,,,,,,,,,,,,,,,,,,,,,,
23,4,아기방 소리가 40dB보다 커지면 거실 스피커로 아기방에 소음이 감지되었다고 말해줘.,"When the baby room sound exceeds 40 dB, output ""Noise detected in the baby room"" through the living room speaker.","{""name"": """", 
""cron"": """", 
""period"": 0, 
""script"": ""\nwait until ((#BabyRoom #SoundSensor).Sound > 40)\n\n(#LivingRoom #Speaker).Speak(\""아기방에 소음이 감지되었습니다.\"")""}","{'BabyRoom_Sound': {'category': 'SoundSensor', 'tags': ['BabyRoom', 'SoundSensor']}, 'Kitchen_Sound': {'category': 'SoundSensor', 'tags': ['Kitchen', 'SoundSensor']}, 'LivingRoom_Speaker': {'category': 'Speaker', 'tags': ['LivingRoom', 'Speaker']}}","{""name"": """", 
""cron"": """", 
""period"": 0, 
""script"": ""\nwait until ((#BabyRoom #SoundSensor).SoundSensor_Sound > 40)\n\n(#LivingRoom #Speaker).Speaker_Speak(\""아기방에 소음이 감지되었습니다.\"")""}",version0_6,,,,,,,,,,,,,,,,,,,,,,,,
24,4,세탁실 건조기 회전 속도가 5 이하가 되면 거실 스피커로 세탁이 끝났다고 알려줘.,"When the laundry room dryer's spin speed drops to 5 or below, announce through the living room speaker that the laundry is done.","{""name"": """", 
""cron"": """", 
""period"": 0, 
""script"": ""\nwait until ((#LaundryRoom #LaundryDryer).SpinSpeed <= 5)\n\n(#LivingRoom #Speaker).Speak(\""세탁이 완료되었습니다.\"")""}","{'Laundry_WM': {'category': 'LaundryDryer', 'tags': ['LaundryRoom', 'LaundryDryer']}, 'LivingRoom_Speaker': {'category': 'Speaker', 'tags': ['LivingRoom', 'Speaker']}}","{""name"": """", 
""cron"": """", 
""period"": 0, 
""script"": ""\nwait until ((#LaundryRoom #LaundryDryer).LaundryDryer_SpinSpeed <= 5)\n\n(#LivingRoom #Speaker).Speaker_Speak(\""세탁이 완료되었습니다.\"")""}",version0_6,,,,,,,,,,,,,,,,,,,,,,,,
25,4,창고 온도가 25도 이상이 되면 창고 에어컨을 켜줘.,"When the temperature in the pantry reaches 25 degrees or higher, turn on the pantry air conditioner.","{""name"": """", 
""cron"": """", 
""period"": 0, 
""script"": ""\nwait until ((#Pantry #TemperatureSensor).Temperature >= 25)\n\n(#Pantry #AirConditioner).On()""}","{'Pantry_Temp': {'category': 'TemperatureSensor', 'tags': ['Pantry', 'TemperatureSensor']}, 'WineCellar_Temp': {'category': 'TemperatureSensor', 'tags': ['WineCellar', 'TemperatureSensor']}, 'Pantry_AC': {'category': ['AirConditioner', 'Switch'], 'tags': ['Pantry', 'AirConditioner', 'Switch']}}","{""name"": """", 
""cron"": """", 
""period"": 0, 
""script"": ""\nwait until ((#Pantry #TemperatureSensor).TemperatureSensor_Temperature >= 25)\n\n(#Pantry #AirConditioner).Switch_On()""}",version0_6,,,,,,,,,,,,,,,,,,,,,,,,
26,4,욕실 습도가 70%보다 높아지면 욕실 제습기를 동결 방지 모드로 설정해줘.,"When the bathroom humidity exceeds 70%, set the bathroom dehumidifier to freeze protection mode.","{""name"": """", 
""cron"": """", 
""period"": 0, 
""script"": ""\nwait until ((#Bathroom #HumiditySensor).Humidity > 70)\n\n(#Bathroom #Dehumidifier).SetDehumidifierMode(\""freezeProtection\"")""}","{'Bathroom_Humid': {'category': 'HumiditySensor', 'tags': ['Bathroom', 'HumiditySensor']}, 'Laundry_Humid': {'category': 'HumiditySensor', 'tags': ['LaundryDryer', 'HumiditySensor']}, 'Bathroom_Dehumidifier': {'category': ['Dehumidifier'], 'tags': ['Bathroom', 'Dehumidifier']}}","{""name"": """", 
""cron"": """", 
""period"": 0, 
""script"": ""\nwait until ((#Bathroom #HumiditySensor).HumiditySensor_Humidity > 70)\n\n(#Bathroom #Dehumidifier).Dehumidifier_SetDehumidifierMode(\""freezeProtection\"")""}",version0_6,,,,,,,,,,,,,,,,,,,,,,,,
27,4,사무실 버튼이 눌리면 사무실 가습기를 모두 켜줘.,"When the office button is pushed, turn on all humidifiers in office.","{""name"": """", 
""cron"": """", 
""period"": 0, 
""script"": ""\nwait until ((#Office #Button).Button == \""pushed\"")\n\nall(#Office #Humidifier).On()""}","{'Office_Button': {'category': 'Button', 'tags': ['Office', 'Button']}, 'Lobby_Button': {'category': 'Button', 'tags': ['Lobby', 'Button']}, 'Office_Humidifier': {'category': ['Switch', 'Humidifier'], 'tags': ['Office', 'Humidifier', 'Switch']}}","{""name"": """", 
""cron"": """", 
""period"": 0, 
""script"": ""\nwait until ((#Office #Button).Button_Button == \""pushed\"")\n\nall(#Office #Humidifier).Switch_On()""}",version0_6,,,,,,,,,,,,,,,,,,,,,,,,
28,4,복도에 재실 센서가 하나라도 감지되면 모든 복도 조명을 보라색으로 설정해줘.,"When any presence sensor in the hallway detects presence, set all hallway lights to purple.","{""name"": """", 
""cron"": """", 
""period"": 0, 
""script"": ""\nwait until (all(#Hallway #PresenceSensor).Presence ==| true)\n\nall(#Hallway #Light).SetColor(\""128|0|128\"")""}","{'Hallway_Presence': {'category': 'PresenceSensor', 'tags': ['Hallway', 'PresenceSensor']}, 'Porch_Presence': {'category': 'PresenceSensor', 'tags': ['Porch', 'PresenceSensor']}, 'Hallway_Light': {'category': ['Light', 'ColorControl'], 'tags': ['Hallway', 'Light', 'ColorControl']}}","{""name"": """", 
""cron"": """", 
""period"": 0, 
""script"": ""\nwait until (all(#Hallway #PresenceSensor).PresenceSensor_Presence ==| true)\n\nall(#Hallway #Light).ColorControl_SetColor(\""128|0|128\"")""}",version0_6,,,,,,,,,,,,,,,,,,,,,,,,
29,4,서버실 일산화탄소 농도가 5000 ppm 이상이되면 모든 사이렌을 비상모드로 울려줘.,"When the carbon monoxide level in the server room becomes 5000 ppm or above, sound all sirens in emergency mode.","{""name"": """", 
""cron"": """", 
""period"": 0, 
""script"": ""\nwait until ((#ServerRoom #AirQualitySensor).CarbonDioxide >= 5000)\n\nall(#Siren).SetSirenMode(\""emergency\"")""}","{'ServerRoom_AQ': {'category': 'AirQualitySensor', 'tags': ['ServerRoom', 'AirQualitySensor']}, 'Office_AQ': {'category': 'AirQualitySensor', 'tags': ['Office', 'AirQualitySensor']}, 'Siren_1': {'category': 'Siren', 'tags': ['Main', 'Siren']}, 'Siren_2': {'category': 'Siren', 'tags': ['Back', 'Siren']}}","{""name"": """", 
""cron"": """", 
""period"": 0, 
""script"": ""\nwait until ((#ServerRoom #AirQualitySensor).AirQualitySensor_CarbonDioxide >= 5000)\n\nall(#Siren).Siren_SetSirenMode(\""emergency\"")""}",version0_6,,,,,,,,,,,,,,,,,,,,,,,,
30,4,안방 쉐이드 버튼이 눌리면 쉐이드를 내려줘.,"When the bedroom shade button is pushed, lower the shade.","{""name"": """", 
""cron"": """", 
""period"": 0, 
""script"": ""\nwait until ((#Bedroom #Shade #Button).Button == \""pushed\"")\n\n(#Bedroom #Shade).DownOrClose()""}","{'Bedroom_Shade_Button': {'category': 'Button', 'tags': ['Bedroom', 'Shade', 'Button']}, 'Bedroom_Blind_Button': {'category': 'Button', 'tags': ['Bedroom', 'Blind', 'Button']}, 'Bedroom_Shade': {'category': 'WindowCovering', 'tags': ['Bedroom', 'Shade', 'WindowCovering']}}","{""name"": """", 
""cron"": """", 
""period"": 0, 
""script"": ""\nwait until ((#Bedroom #Shade #Button).Button_Button == \""pushed\"")\n\n(#Bedroom #Shade).WindowCovering_DownOrClose()""}",version0_6,,,,,,,,,,,,,,,,,,,,,,,,
1,5,TV 채널을 7번으로 바꾸고 1시간 뒤에 11번으로 바꿔줘.,Switch the TV to channel 7 and switch to channel 11 after 1 hour.,"{""name"": """", 
""cron"": """", 
""period"": 0, 
""script"": ""\n(#Television).SetChannel(7)\n\ndelay(1 HOUR)\n\n(#Television).SetChannel(11)""}",,"{""name"": """", 
""cron"": """", 
""period"": 0, 
""script"": ""\n(#Television).Television_SetChannel(7)\n\ndelay(1 HOUR)\n\n(#Television).Television_SetChannel(11)""}",version0_6,,,,,,,,,,,,,,,,,,,,,,,,
2,5,에어컨을 냉방 모드로 설정하고 30분 뒤에 자동 모드로 설정해줘.,Set the air conditioner to cool mode and switch to auto mode after 30 minutes.,"{""name"": """", 
""cron"": """", 
""period"": 0, 
""script"": ""\n(#AirConditioner).SetAirConditionerMode(\""cool\"")\n\ndelay(30 MIN)\n\n(#AirConditioner).SetAirConditionerMode(\""auto\"")""}",,"{""name"": """", 
""cron"": """", 
""period"": 0, 
""script"": ""\n(#AirConditioner).AirConditioner_SetAirConditionerMode(\""cool\"")\n\ndelay(30 MIN)\n\n(#AirConditioner).AirConditioner_SetAirConditionerMode(\""auto\"")""}",version0_6,,,,,,,,,,,,,,,,,,,,,,,,
3,5,공기청정기를 자동 모드로 설정하고 2시간 뒤에 수면 모드로 설정해줘.,Set the air purifier to auto mode and switch to sleep mode after 2 hours.,"{""name"": """", 
""cron"": """", 
""period"": 0, 
""script"": ""\n(#AirPurifier).SetAirPurifierMode(\""auto\"")\n\ndelay(2 HOUR)\n\n(#AirPurifier).SetAirPurifierMode(\""sleep\"")""}",,"{""name"": """", 
""cron"": """", 
""period"": 0, 
""script"": ""\n(#AirPurifier).AirPurifier_SetAirPurifierMode(\""auto\"")\n\ndelay(2 HOUR)\n\n(#AirPurifier).AirPurifier_SetAirPurifierMode(\""sleep\"")""}",version0_6,,,,,,,,,,,,,,,,,,,,,,,,
4,5,에어컨 온도를 24도로 설정하고 1시간 뒤에 26도로 설정해줘.,Set the air conditioner temperature to 24 degrees and change it to 26 degrees after 1 hour.,"{""name"": """", 
""cron"": """", 
""period"": 0, 
""script"": ""\n(#AirConditioner).SetTargetTemperature(24)\n\ndelay(1 HOUR)\n\n(#AirConditioner).SetTargetTemperature(26)""}",,"{""name"": """", 
""cron"": """", 
""period"": 0, 
""script"": ""\n(#AirConditioner).AirConditioner_SetTargetTemperature(24)\n\ndelay(1 HOUR)\n\n(#AirConditioner).AirConditioner_SetTargetTemperature(26)""}",version0_6,,,,,,,,,,,,,,,,,,,,,,,,
5,5,오븐 모드를 베이크로 설정하고 10분 뒤에 데우기 모드로 바꿔줘.,Set the oven mode to Bake and change it to warming mode after 10 minutes.,"{""name"": """", 
""cron"": """", 
""period"": 0, 
""script"": ""\n(#Oven).SetOvenMode(\""Bake\"")\n\ndelay(10 MIN)\n\n(#Oven).SetOvenMode(\""warming\"")""}",,"{""name"": """", 
""cron"": """", 
""period"": 0, 
""script"": ""\n(#Oven).Oven_SetOvenMode(\""Bake\"")\n\ndelay(10 MIN)\n\n(#Oven).Oven_SetOvenMode(\""warming\"")""}",version0_6,,,,,,,,,,,,,,,,,,,,,,,,
6,5,재실 센서에 감지가 되면 1분 뒤에 사진을 찍어줘.,"When the presence sensor detects someone, take a picture after 1 minute.","{""name"": """", 
""cron"": """", 
""period"": 0, 
""script"": ""\nwait until ((#PresenceSensor).Presence == true)\n\ndelay(1 MIN)\n\n(#Camera).CaptureImage()""}",,"{""name"": """", 
""cron"": """", 
""period"": 0, 
""script"": ""\nwait until ((#PresenceSensor).PresenceSensor_Presence == true)\n\ndelay(1 MIN)\n\n(#Camera).Camera_CaptureImage()""}",version0_6,,,,,,,,,,,,,,,,,,,,,,,,
7,5,오븐이 가열 모드가 되면 3초 뒤에 전자레인지 모드로 바꿔줘.,"When the oven enters heating mode, switch it to microwave mode after 3 seconds.","{""name"": """", 
""cron"": """", 
""period"": 0, 
""script"": ""\nwait until ((#Oven).OvenMode == \""heating\"")\n\ndelay(3 SEC)\n\n(#Oven).SetOvenMode(\""Microwave\"")""}",,"{""name"": """", 
""cron"": """", 
""period"": 0, 
""script"": ""\nwait until ((#Oven).Oven_OvenMode == \""heating\"")\n\ndelay(3 SEC)\n\n(#Oven).Oven_SetOvenMode(\""Microwave\"")""}",version0_6,,,,,,,,,,,,,,,,,,,,,,,,
8,5,"습도가 30%보다 낮아지면 3초 뒤에 스피커로 ""습도가 낮습니다""를 출력해.","When the humidity falls below 30%, output ""Humidity is low"" through the speaker after 3 seconds.","{""name"": """", 
""cron"": """", 
""period"": 0, 
""script"": ""\nwait until ((#HumiditySensor).Humidity < 30)\n\ndelay(3 SEC)\n\n(#Speaker).Speak(\""습도가 낮습니다\"")""}",,"{""name"": """", 
""cron"": """", 
""period"": 0, 
""script"": ""\nwait until ((#HumiditySensor).HumiditySensor_Humidity < 30)\n\ndelay(3 SEC)\n\n(#Speaker).Speaker_Speak(\""습도가 낮습니다\"")""}",version0_6,,,,,,,,,,,,,,,,,,,,,,,,
9,5,비가 오면 문을 닫고 1시간 뒤에 체크해서 비가 안오면 문을 다시 열어줘.,"When it rains, close the door and check again after 1 hour; if it's not raining then, open the door again.","{""name"": """", 
""cron"": """", 
""period"": 0, 
""script"": ""\nwait until ((#RainSensor).Rain == true)\n\n(#Door).Close()\ndelay(1 HOUR)\n\nif ((#WeatherProvider).Weather != \""rain\"") {\n\n    (#Door).Open()\n\n}""}",,"{""name"": """", 
""cron"": """", 
""period"": 0, 
""script"": ""\nwait until ((#RainSensor).RainSensor_Rain == true)\n\n(#Door).Door_Close()\ndelay(1 HOUR)\n\nif ((#WeatherProvider).WeatherProvider_Weather != \""rain\"") {\n\n    (#Door).Door_Open()\n\n}""}",version0_6,,,,,,,,,,,,,,,,,,,,,,,,
10,5,외부 미세먼지 농도가 2000 이상이면 문을 닫고 4시간 뒤에 밸브를 잠궈줘.,"If the dust level concentration is 2000ppm or above, close the door and close the valve after 4 hours.","{""name"": """", 
""cron"": """", 
""period"": 0, 
""script"": ""\nif ((#WeatherProvider).Pm10Weather >= 2000) {\n\n    (#Door).Close()\n\n    delay(4 HOUR)\n\n    (#Valve).Close()\n \n}""}",,"{""name"": """", 
""cron"": """", 
""period"": 0, 
""script"": ""\nif ((#WeatherProvider).WeatherProvider_Pm10Weather >= 2000) {\n\n    (#Door).Door_Close()\n\n    delay(4 HOUR)\n\n    (#Valve).Valve_Close()\n \n}""}",version0_6,,,,,,,,,,,,,,,,,,,,,,,,
11,5,사이렌을 응급 모드로 울리고 5초 뒤에 사이렌 모드를 화재 모드로 바꿔줘.,Sound the siren in emergency mode and change it to fire mode after 5 seconds.,"{""name"": """", 
""cron"": """", 
""period"": 0, 
""script"": ""\n(#Siren).SetSirenMode(\""emergency\"")\n\ndelay(5 SEC)\n\n(#Siren).SetSirenMode(\""fire\"")""}",,"{""name"": """", 
""cron"": """", 
""period"": 0, 
""script"": ""\n(#Siren).Siren_SetSirenMode(\""emergency\"")\n\ndelay(5 SEC)\n\n(#Siren).Siren_SetSirenMode(\""fire\"")""}",version0_6,,,,,,,,,,,,,,,,,,,,,,,,
