results_dir,model_key,row_no,category,command_eng,legacy_score,strict_score,delta,legacy_gt_exact,strict_gt_exact,legacy_failures,strict_failures,legacy_gt_service_coverage,strict_gt_service_coverage,legacy_gt_receiver_coverage,strict_gt_receiver_coverage,legacy_dataflow_score,strict_dataflow_score,legacy_numeric_grounding,strict_numeric_grounding,output_code
/home/mgjeong/Desktop/llm/JOILang-Server/gpt_mg/version0_15_update20260413/results/model_suite_20260423_143911,qwen25_coder_14b,40,2,Close all valves in the kitchen.,96.8059,97.4676,0.6617,False,False,"[""gt_mismatch""]","[""gt_mismatch""]",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,all(#Kitchen #Valve).valve_close()
/home/mgjeong/Desktop/llm/JOILang-Server/gpt_mg/version0_15_update20260413/results/model_suite_20260423_143911,qwen25_coder_7b,1,1,Switch the dishwasher to dry mode.,96.7414,99.4569,2.7155,False,False,"[""gt_mismatch""]","[""gt_mismatch""]",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,"(#Dishwasher).setdishwashermode(""dry"")"
/home/mgjeong/Desktop/llm/JOILang-Server/gpt_mg/version0_15_update20260413/results/model_suite_20260423_143911,qwen25_coder_7b,2,1,Add 5 minutes to the oven.,24.0,21.5,-2.5,False,False,"[""arg_type"", ""extraneous"", ""gt_mismatch"", ""gt_receiver_coverage"", ""gt_service_coverage"", ""numeric_grounding"", ""precondition"", ""semantic"", ""service_match""]","[""arg_type"", ""extraneous"", ""gt_mismatch"", ""gt_receiver_coverage"", ""gt_service_coverage"", ""numeric_grounding"", ""precondition"", ""semantic"", ""service_match""]",0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,
/home/mgjeong/Desktop/llm/JOILang-Server/gpt_mg/version0_15_update20260413/results/model_suite_20260423_143911,qwen25_coder_7b,3,1,Start the rice cooker on cooking mode for 30 minutes.,24.0,16.5,-7.5,False,False,"[""arg_type"", ""enum_grounding"", ""extraneous"", ""gt_mismatch"", ""gt_receiver_coverage"", ""gt_service_coverage"", ""numeric_grounding"", ""precondition"", ""semantic"", ""service_match""]","[""arg_type"", ""enum_grounding"", ""extraneous"", ""gt_mismatch"", ""gt_receiver_coverage"", ""gt_service_coverage"", ""numeric_grounding"", ""precondition"", ""semantic"", ""service_match""]",0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,
/home/mgjeong/Desktop/llm/JOILang-Server/gpt_mg/version0_15_update20260413/results/model_suite_20260423_143911,qwen25_coder_7b,4,1,Set the siren to emergency mode.,98.65,99.775,1.125,False,False,"[""gt_mismatch""]","[""gt_mismatch""]",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,"(#Siren).siren_setsirenmode(""emergency"")"
/home/mgjeong/Desktop/llm/JOILang-Server/gpt_mg/version0_15_update20260413/results/model_suite_20260423_143911,qwen25_coder_7b,5,1,Set the speaker volume to 30.,95.9071,98.3179,2.4108,False,False,"[""gt_mismatch""]","[""gt_mismatch""]",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,(#Speaker).setvolume(30)
/home/mgjeong/Desktop/llm/JOILang-Server/gpt_mg/version0_15_update20260413/results/model_suite_20260423_143911,qwen25_coder_7b,6,1,Turn the TV channel down by one.,96.9342,97.8224,0.8882,False,False,"[""gt_mismatch""]","[""gt_mismatch""]",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,(#Television).television_channeldown()
/home/mgjeong/Desktop/llm/JOILang-Server/gpt_mg/version0_15_update20260413/results/model_suite_20260423_143911,qwen25_coder_7b,7,1,Switch the TV to channel 7.,24.0,21.5,-2.5,False,False,"[""arg_type"", ""extraneous"", ""gt_mismatch"", ""gt_receiver_coverage"", ""gt_service_coverage"", ""numeric_grounding"", ""precondition"", ""semantic"", ""service_match""]","[""arg_type"", ""extraneous"", ""gt_mismatch"", ""gt_receiver_coverage"", ""gt_service_coverage"", ""numeric_grounding"", ""precondition"", ""semantic"", ""service_match""]",0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,
/home/mgjeong/Desktop/llm/JOILang-Server/gpt_mg/version0_15_update20260413/results/model_suite_20260423_143911,qwen25_coder_7b,8,1,Announce the temperature through the speaker.,24.0,16.5,-7.5,False,False,"[""arg_type"", ""dataflow"", ""extraneous"", ""gt_mismatch"", ""gt_receiver_coverage"", ""gt_service_coverage"", ""precondition"", ""semantic"", ""service_match""]","[""arg_type"", ""dataflow"", ""extraneous"", ""gt_mismatch"", ""gt_receiver_coverage"", ""gt_service_coverage"", ""precondition"", ""semantic"", ""service_match""]",0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,
/home/mgjeong/Desktop/llm/JOILang-Server/gpt_mg/version0_15_update20260413/results/model_suite_20260423_143911,qwen25_coder_7b,9,1,Tell me the outdoor temperature through the speaker.,24.0,16.5,-7.5,False,False,"[""arg_type"", ""dataflow"", ""extraneous"", ""gt_mismatch"", ""gt_receiver_coverage"", ""gt_service_coverage"", ""precondition"", ""semantic"", ""service_match""]","[""arg_type"", ""dataflow"", ""extraneous"", ""gt_mismatch"", ""gt_receiver_coverage"", ""gt_service_coverage"", ""precondition"", ""semantic"", ""service_match""]",0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,
/home/mgjeong/Desktop/llm/JOILang-Server/gpt_mg/version0_15_update20260413/results/model_suite_20260423_143911,qwen25_coder_7b,10,1,Tell me the current humidity through the speaker.,24.0,16.5,-7.5,False,False,"[""arg_type"", ""dataflow"", ""extraneous"", ""gt_mismatch"", ""gt_receiver_coverage"", ""gt_service_coverage"", ""precondition"", ""semantic"", ""service_match""]","[""arg_type"", ""dataflow"", ""extraneous"", ""gt_mismatch"", ""gt_receiver_coverage"", ""gt_service_coverage"", ""precondition"", ""semantic"", ""service_match""]",0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,
/home/mgjeong/Desktop/llm/JOILang-Server/gpt_mg/version0_15_update20260413/results/model_suite_20260423_143911,qwen25_coder_7b,31,2,Set the living room light to yellow.,85.7941,60.1324,-25.6617,False,False,"[""gt_mismatch"", ""gt_receiver_coverage"", ""gt_service_coverage""]","[""gt_mismatch"", ""gt_receiver_coverage"", ""gt_service_coverage""]",0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,"(#LivingRoom #Light).light_movetorgb(255, 255, 0)"
/home/mgjeong/Desktop/llm/JOILang-Server/gpt_mg/version0_15_update20260413/results/model_suite_20260423_143911,qwen25_coder_7b,32,2,Capture an image of the meeting room with the camera.,96.6795,97.4466,0.7671,False,False,"[""gt_mismatch""]","[""gt_mismatch""]",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,(#MeetingRoom #Camera).camera_captureimage()
/home/mgjeong/Desktop/llm/JOILang-Server/gpt_mg/version0_15_update20260413/results/model_suite_20260423_143911,qwen25_coder_7b,33,2,Set the brightness of the living room light to 80%.,88.0938,93.0156,4.9218,False,False,"[""arg_type"", ""gt_mismatch"", ""numeric_grounding""]","[""arg_type"", ""gt_mismatch"", ""numeric_grounding""]",1.0,1.0,1.0,1.0,1.0,1.0,0.75,0.75,(#LivingRoom #Light).light_movetobrightness(80)
/home/mgjeong/Desktop/llm/JOILang-Server/gpt_mg/version0_15_update20260413/results/model_suite_20260423_143911,qwen25_coder_7b,34,2,Set all dehumidifiers in the lab to AI drying mode.,94.4059,95.0676,0.6617,False,False,"[""gt_mismatch"", ""semantic""]","[""gt_mismatch"", ""semantic""]",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,"all(#Lab #Dehumidifier).dehumidifier_setdehumidifiermode(""AIDrying"")"
/home/mgjeong/Desktop/llm/JOILang-Server/gpt_mg/version0_15_update20260413/results/model_suite_20260423_143911,qwen25_coder_7b,35,2,Set the hue of the living room light to 240 and the saturation to 80.,95.9123,97.0965,1.1842,False,False,"[""gt_mismatch""]","[""gt_mismatch""]",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,"(#LivingRoom #Light).light_movetohueandsaturation(240, 80)"
/home/mgjeong/Desktop/llm/JOILang-Server/gpt_mg/version0_15_update20260413/results/model_suite_20260423_143911,qwen25_coder_7b,36,2,Set all robot vacuum cleaners with even tags to auto mode.,85.9832,93.5567,7.5735,False,False,"[""arg_type"", ""gt_mismatch""]","[""arg_type"", ""gt_mismatch""]",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,all(#Even #RobotVacuumCleaner).setrobotvacuumcleanermodemode(auto)
/home/mgjeong/Desktop/llm/JOILang-Server/gpt_mg/version0_15_update20260413/results/model_suite_20260423_143911,qwen25_coder_7b,37,2,Lock all door locks.,92.1019,97.017,4.9151,False,False,"[""gt_mismatch""]","[""gt_mismatch""]",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,"all(#Back #DoorLock).doorlock_lock()
all(#Front #DoorLock).doorlock_lock()"
/home/mgjeong/Desktop/llm/JOILang-Server/gpt_mg/version0_15_update20260413/results/model_suite_20260423_143911,qwen25_coder_7b,38,2,Set the target temperature of the air conditioner in Sector1 to 18 degrees.,95.3908,95.0651,-0.3257,False,False,"[""gt_mismatch"", ""numeric_grounding""]","[""gt_mismatch"", ""numeric_grounding""]",1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,(#Sector1 #AirConditioner).settargettemperature(18.0)
/home/mgjeong/Desktop/llm/JOILang-Server/gpt_mg/version0_15_update20260413/results/model_suite_20260423_143911,qwen25_coder_7b,39,2,Change the air purifier in the bedroom to sleep mode.,88.5758,94.846,6.2702,False,False,"[""arg_type"", ""gt_mismatch""]","[""arg_type"", ""gt_mismatch""]",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,(#Bedroom #AirPurifier).airpurifier_setairpurifiermode(sleep)
/home/mgjeong/Desktop/llm/JOILang-Server/gpt_mg/version0_15_update20260413/results/model_suite_20260423_143911,qwen25_coder_7b,40,2,Close all valves in the kitchen.,91.679,96.6132,4.9342,False,False,"[""gt_mismatch""]","[""gt_mismatch""]",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,"all(#Kitchen #Gas #Valve).valve_close()
all(#Kitchen #Water #Valve).valve_close()"
