row_no,category,row_category,command_eng,command_kor,gt,gt_name,gt_cron,gt_period,gt_code,warmup_excluded,qwen25_coder_14b__det_score,qwen25_coder_14b__det_pass,qwen25_coder_14b__det_profile,qwen25_coder_14b__det_gt_exact,qwen25_coder_14b__det_gt_similarity,qwen25_coder_14b__det_gt_service_coverage,qwen25_coder_14b__det_gt_service_precision,qwen25_coder_14b__det_gt_receiver_coverage,qwen25_coder_14b__det_dataflow_score,qwen25_coder_14b__det_numeric_grounding,qwen25_coder_14b__det_enum_grounding,qwen25_coder_14b__failure_reasons,qwen25_coder_14b__output,qwen25_coder_14b__output_name,qwen25_coder_14b__output_cron,qwen25_coder_14b__output_period,qwen25_coder_14b__output_code,qwen25_coder_14b__prompt_chars,qwen25_coder_14b__prompt_tokens,qwen25_coder_14b__completion_tokens,qwen25_coder_14b__total_tokens,qwen25_coder_14b__llm_latency_sec,qwen25_coder_14b__total_pipeline_sec,qwen25_coder_14b__tokens_per_sec,qwen25_coder_14b__peak_vram_gb,qwen25_coder_14b__generation_error_type,qwen25_coder_14b__oom_flag,qwen25_coder_14b__worker_python,qwen25_coder_14b__resolved_model_path,qwen25_coder_14b__service_list_snippet_source,qwen25_coder_14b__service_list_device_count,qwen25_coder_14b__service_list_retrieval_status,qwen25_coder_14b__service_list_retrieval_mode,qwen25_coder_14b__service_list_retrieval_topk,qwen25_coder_14b__service_list_retrieval_categories,qwen25_coder_14b__prompt_render_mode,qwen25_coder_14b__prompt_assets_dir,qwen25_coder_14b__warmup_excluded,qwen25_coder_14b__row_category
123,5,5,Set the air purifier to auto mode and switch to sleep mode after 2 hours.,공기청정기를 자동 모드로 설정하고 2시간 뒤에 수면 모드로 설정해줘.,"{""name"": """", 
""cron"": """", 
""period"": 0, 
""script"": ""\n(#AirPurifier).airpurifier_setairpurifiermode(\""auto\"")\n\ndelay(2 HOUR)\n\n(#AirPurifier).airpurifier_setairpurifiermode(\""sleep\"")""}",,,0,"
(#AirPurifier).airpurifier_setairpurifiermode(""auto"")

delay(2 HOUR)

(#AirPurifier).airpurifier_setairpurifiermode(""sleep"")",False,100.0,True,strict,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,[],"{""name"":""SetAirPurifierModeAndSwitchToSleepMode"",""cron"":"""",""period"":0,""code"":""(#AirPurifier).airpurifier_setairpurifiermode(\""auto\"")\ndelay(2 HOUR)\n(#AirPurifier).airpurifier_setairpurifiermode(\""sleep\"")""}",SetAirPurifierModeAndSwitchToSleepMode,,0,"(#AirPurifier).airpurifier_setairpurifiermode(""auto"")
delay(2 HOUR)
(#AirPurifier).airpurifier_setairpurifiermode(""sleep"")",193740,41950,84,42034,15.5656,17.4446,2700.442,40.0655,,False,/root/llm/je/bin/python,/root/.cache/huggingface/hub/models--Qwen--Qwen2.5-Coder-14B-Instruct,service_schema_fallback,50,assets_unavailable,hybrid,10,[],blocks,/root/llm/JOILang-Server/gpt_mg/version0_13,False,5
124,5,5,Set the air conditioner temperature to 24 degrees and change it to 26 degrees after 1 hour.,에어컨 온도를 24도로 설정하고 1시간 뒤에 26도로 설정해줘.,"{""name"": """", 
""cron"": """", 
""period"": 0, 
""script"": ""\n(#AirConditioner).airconditioner_settargettemperature(24)\n\ndelay(1 HOUR)\n\n(#AirConditioner).airconditioner_settargettemperature(26)""}",,,0,"
(#AirConditioner).airconditioner_settargettemperature(24)

delay(1 HOUR)

(#AirConditioner).airconditioner_settargettemperature(26)",False,100.0,True,strict,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,[],"{""name"":""SetAirConditionerTemperature"",""cron"":"""",""period"":0,""code"":""(#AirConditioner).airconditioner_settargettemperature(24)\ndelay(1 HOUR)\n(#AirConditioner).airconditioner_settargettemperature(26)""}",SetAirConditionerTemperature,,0,"(#AirConditioner).airconditioner_settargettemperature(24)
delay(1 HOUR)
(#AirConditioner).airconditioner_settargettemperature(26)",193755,41957,76,42033,15.1176,16.9932,2780.4017,40.067,,False,/root/llm/je/bin/python,/root/.cache/huggingface/hub/models--Qwen--Qwen2.5-Coder-14B-Instruct,service_schema_fallback,50,assets_unavailable,hybrid,10,[],blocks,/root/llm/JOILang-Server/gpt_mg/version0_13,False,5
125,5,5,Set the oven mode to Bake and change it to warming mode after 10 minutes.,오븐 모드를 베이크로 설정하고 10분 뒤에 데우기 모드로 바꿔줘.,"{""name"": """", 
""cron"": """", 
""period"": 0, 
""script"": ""\n(#Oven).oven_setovenmode(\""Bake\"")\n\ndelay(10 MIN)\n\n(#Oven).oven_setovenmode(\""warming\"")""}",,,0,"
(#Oven).oven_setovenmode(""Bake"")

delay(10 MIN)

(#Oven).oven_setovenmode(""warming"")",False,15.75,False,strict,False,0.15,0.0,0.0,0.0,1.0,0.0,0.0,"[""arg_type"", ""enum_grounding"", ""extraneous"", ""gt_mismatch"", ""gt_receiver_coverage"", ""gt_service_coverage"", ""numeric_grounding"", ""precondition"", ""semantic"", ""service_match""]","{""name"":""SetOvenModeAndScheduleChange"",""cron"":"""",""period"":0,""code"":""""}",SetOvenModeAndScheduleChange,,0,,193738,41953,37,41990,12.8867,14.77,3258.3982,40.0662,,False,/root/llm/je/bin/python,/root/.cache/huggingface/hub/models--Qwen--Qwen2.5-Coder-14B-Instruct,service_schema_fallback,50,assets_unavailable,hybrid,10,[],blocks,/root/llm/JOILang-Server/gpt_mg/version0_13,False,5
151,6,6,"If the temperature is 28 degrees or higher and the humidity is 70% or higher, set the air conditioner to cool mode and 24 degrees.","온도가 28도 이상이고 습도가 70% 이상이면, 에어컨을 냉방 모드로 설정하고 온도를 24도로 맞춰줘.","{""name"": """", ""cron"": """", ""period"": 0, ""script"": ""\nif ((#TemperatureSensor).temperaturesensor_temperature >= 28 and (#HumiditySensor).humiditysensor_humidity >= 70) {\n\n    (#AirConditioner).airconditioner_setairconditionermode(\""cool\"")\n\n    (#AirConditioner).airconditioner_settargettemperature(24)\n \n}""}",,,0,"
if ((#TemperatureSensor).temperaturesensor_temperature >= 28 and (#HumiditySensor).humiditysensor_humidity >= 70) {

    (#AirConditioner).airconditioner_setairconditionermode(""cool"")

    (#AirConditioner).airconditioner_settargettemperature(24)
 
}",False,97.5949,True,strict,False,0.91898,1.0,1.0,1.0,1.0,1.0,1.0,"[""gt_mismatch""]","{""name"":""AdjustAirConditionerBasedOnTemperatureAndHumidity"",""cron"":"""",""period"":0,""code"":""if (((#AirQualitySensor).airqualitysensor_temperature >= 28) and ((#AirQualitySensor).airqualitysensor_humidity >= 70)) {\n    (#AirConditioner).airconditioner_setairconditionermode(\""cool\"")\n    (#AirConditioner).airconditioner_settargettemperature(24)\n}""}",AdjustAirConditionerBasedOnTemperatureAndHumidity,,0,"if (((#AirQualitySensor).airqualitysensor_temperature >= 28) and ((#AirQualitySensor).airqualitysensor_humidity >= 70)) {
    (#AirConditioner).airconditioner_setairconditionermode(""cool"")
    (#AirConditioner).airconditioner_settargettemperature(24)
}",193816,41986,112,42098,17.2283,19.1151,2443.5377,40.0761,,False,/root/llm/je/bin/python,/root/.cache/huggingface/hub/models--Qwen--Qwen2.5-Coder-14B-Instruct,service_schema_fallback,50,assets_unavailable,hybrid,10,[],blocks,/root/llm/JOILang-Server/gpt_mg/version0_13,False,6
152,6,6,"If the carbon dioxide concentration is 1200ppm or higher and person is being detected, set the air purifier to high mode and announce a warning using the speaker.","이산화탄소 농도가 1200ppm 이상이고 사람이 감지되고 있으면, 공기청정기를 강풍으로 바꾸고 스피커로 경고해줘.","{""name"": """", ""cron"": """", ""period"": 0, ""script"": ""\nif ((#AirQualitySensor).airqualitysensor_carbondioxide >= 1200 and (#PresenceSensor).presencesensor_presence == true) {\n\n    (#AirPurifier).airpurifier_setairpurifiermode(\""high\"")\n\n    (#Speaker).speaker_speak(\""이산화탄소 농도가 높습니다.\"")\n\n}""}",,,0,"
if ((#AirQualitySensor).airqualitysensor_carbondioxide >= 1200 and (#PresenceSensor).presencesensor_presence == true) {

    (#AirPurifier).airpurifier_setairpurifiermode(""high"")

    (#Speaker).speaker_speak(""이산화탄소 농도가 높습니다."")

}",False,95.612,True,strict,False,0.972406,1.0,1.0,1.0,1.0,1.0,1.0,"[""extraneous"", ""gt_mismatch""]","{""name"":""AlertOnHighCO2AndPersonDetected"",""cron"":"""",""period"":0,""code"":""if ((#AirQualitySensor).airqualitysensor_carbondioxide >= 1200 and (#PresenceSensor).presencesensor_presence == true) {\n    (#AirPurifier).airpurifier_setairpurifiermode(\""high\"")\n    (#Speaker).speaker_speak(\""공기청정기가 강풍 모드로 전환되었습니다\"")\n}""}",AlertOnHighCO2AndPersonDetected,,0,"if ((#AirQualitySensor).airqualitysensor_carbondioxide >= 1200 and (#PresenceSensor).presencesensor_presence == true) {
    (#AirPurifier).airpurifier_setairpurifiermode(""high"")
    (#Speaker).speaker_speak(""공기청정기가 강풍 모드로 전환되었습니다"")
}",193854,41989,117,42106,17.5299,19.4597,2401.9532,40.0768,,False,/root/llm/je/bin/python,/root/.cache/huggingface/hub/models--Qwen--Qwen2.5-Coder-14B-Instruct,service_schema_fallback,50,assets_unavailable,hybrid,10,[],blocks,/root/llm/JOILang-Server/gpt_mg/version0_13,False,6
153,6,6,"If it is raining and the humidity is 80% or higher, set the dehumidifier to drying mode and output ""It's raining and himidity is high"" through the speaker.","비가 오고 있고 습도가 80% 이상이면, 제습기를 건조 모드로 작동시키고 ""비가 오고 습도가 높습니다""라고 스피커로 출력해줘.","{""name"": """", ""cron"": """", ""period"": 0, ""script"": ""\nif ((#RainSensor).rainsensor_rain == true and (#HumiditySensor).humiditysensor_humidity >= 80) {\n\n    (#Dehumidifier).dehumidifier_setdehumidifiermode(\""drying\"")\n\n    (#Speaker).speaker_speak(\""비가 오고 습도가 높습니다.\"")\n\n}""}",,,0,"
if ((#RainSensor).rainsensor_rain == true and (#HumiditySensor).humiditysensor_humidity >= 80) {

    (#Dehumidifier).dehumidifier_setdehumidifiermode(""drying"")

    (#Speaker).speaker_speak(""비가 오고 습도가 높습니다."")

}",False,96.0023,True,strict,False,0.975455,1.0,1.0,1.0,1.0,1.0,1.0,"[""extraneous"", ""gt_mismatch""]","{""name"":""RainAndHighHumidityTrigger"",""cron"":"""",""period"":0,""code"":""if ((#RainSensor).rainsensor_rain == true and (#AirQualitySensor).airqualitysensor_humidity >= 80) {\n    (#Dehumidifier).dehumidifier_setdehumidifiermode(\""drying\"")\n    (#Speaker).speaker_speak(\""비가 오고 습도가 높습니다\"")\n}""}",RainAndHighHumidityTrigger,,0,"if ((#RainSensor).rainsensor_rain == true and (#AirQualitySensor).airqualitysensor_humidity >= 80) {
    (#Dehumidifier).dehumidifier_setdehumidifiermode(""drying"")
    (#Speaker).speaker_speak(""비가 오고 습도가 높습니다"")
}",193854,41998,113,42111,17.2934,19.1865,2435.0908,40.0788,,False,/root/llm/je/bin/python,/root/.cache/huggingface/hub/models--Qwen--Qwen2.5-Coder-14B-Instruct,service_schema_fallback,50,assets_unavailable,hybrid,10,[],blocks,/root/llm/JOILang-Server/gpt_mg/version0_13,False,6
154,6,6,"If the noise level is 70 or higher and no one is home, take a photo with the camera and sound the police siren.","소음 수치가 70 이상이고 집에 아무도 없으면, 카메라로 사진을 찍고 경찰 사이렌을 울려줘.","{""name"": """", ""cron"": """", ""period"": 0, ""script"": ""\nif ((#SoundSensor).soundsensor_sound >= 70 and (#PresenceSensor).presencesensor_presence == false) {\n\n    (#Camera).camera_captureimage()\n\n    (#Siren).siren_setsirenmode(\""police\"")\n\n}""}",,,0,"
if ((#SoundSensor).soundsensor_sound >= 70 and (#PresenceSensor).presencesensor_presence == false) {

    (#Camera).camera_captureimage()

    (#Siren).siren_setsirenmode(""police"")

}",False,94.5617,True,strict,False,0.993119,1.0,1.0,1.0,1.0,1.0,1.0,"[""extraneous"", ""gt_mismatch"", ""semantic""]","{""name"":""NoiseLevelAndNoOneHome"",""cron"":"""",""period"":0,""code"":""if (((#SoundSensor).soundsensor_sound >= 70) and ((#PresenceSensor).presencesensor_presence == false)) {\n    (#Camera).camera_captureimage()\n    (#Siren).siren_setsirenmode(\""police\"")\n}""}",NoiseLevelAndNoOneHome,,0,"if (((#SoundSensor).soundsensor_sound >= 70) and ((#PresenceSensor).presencesensor_presence == false)) {
    (#Camera).camera_captureimage()
    (#Siren).siren_setsirenmode(""police"")
}",193791,41970,91,42061,15.9757,17.86,2632.8111,40.0698,,False,/root/llm/je/bin/python,/root/.cache/huggingface/hub/models--Qwen--Qwen2.5-Coder-14B-Instruct,service_schema_fallback,50,assets_unavailable,hybrid,10,[],blocks,/root/llm/JOILang-Server/gpt_mg/version0_13,False,6
155,6,6,"If the illuminance is 100 lux or lower and a person is being detected, set the speaker volume to 30 and play relax.mp3 music.","조도가 100 럭스 이하이고 사람이 감지되고 있으면, 스피커 볼륨을 30으로 설정하고 relax.mp3 음악을 재생해줘.","{""name"": """", ""cron"": """", ""period"": 0, ""script"": ""\nif ((#LightSensor).lightsensor_brightness <= 100 and (#PresenceSensor).presencesensor_presence == true) {\n\n    (#Speaker).speaker_setvolume(30)\n\n    (#Speaker).speaker_play(\""relax.mp3\"")\n\n}""}",,,0,"
if ((#LightSensor).lightsensor_brightness <= 100 and (#PresenceSensor).presencesensor_presence == true) {

    (#Speaker).speaker_setvolume(30)

    (#Speaker).speaker_play(""relax.mp3"")

}",False,100.0,True,strict,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,[],"{""name"":""AdjustSpeakerVolumeAndPlayMusic"",""cron"":"""",""period"":0,""code"":""if ((#LightSensor).lightsensor_brightness <= 100 and (#PresenceSensor).presencesensor_presence == true) {\n    (#Speaker).speaker_setvolume(30)\n    (#Speaker).speaker_play(\""relax.mp3\"")\n}""}",AdjustSpeakerVolumeAndPlayMusic,,0,"if ((#LightSensor).lightsensor_brightness <= 100 and (#PresenceSensor).presencesensor_presence == true) {
    (#Speaker).speaker_setvolume(30)
    (#Speaker).speaker_play(""relax.mp3"")
}",193821,41986,91,42077,16.0207,17.9215,2626.4146,40.0761,,False,/root/llm/je/bin/python,/root/.cache/huggingface/hub/models--Qwen--Qwen2.5-Coder-14B-Instruct,service_schema_fallback,50,assets_unavailable,hybrid,10,[],blocks,/root/llm/JOILang-Server/gpt_mg/version0_13,False,6
181,7,7,"Every 10 minutes, if the temperature is 30 degrees or higher, set the air conditioner to cool mode.",10분마다 확인해서 온도가 30도 이상이면 에어컨을 쿨모드로 설정해줘.,"{""name"": """", 
""cron"": """", 
""period"": 600000, 
""script"": ""\nif ((#TemperatureSensor).temperaturesensor_temperature >= 30) {\n\n    (#AirConditioner).airconditioner_setairconditionermode(\""cool\"")\n\n}""}",,,600000,"
if ((#TemperatureSensor).temperaturesensor_temperature >= 30) {

    (#AirConditioner).airconditioner_setairconditionermode(""cool"")

}",False,53.65,False,strict,False,0.787151,0.5,1.0,0.5,0.0,1.0,0.0,"[""arg_type"", ""dataflow"", ""enum_grounding"", ""gt_mismatch"", ""gt_receiver_coverage"", ""gt_service_coverage"", ""semantic"", ""service_match"", ""unknown_service:airconditionersetairconditionermode""]","{""name"":""CheckTemperatureAndSetACMode"",""cron"":"""",""period"":600000,""code"":""temp = (#AirQualitySensor).airqualitysensor_temperature\nif (temp >= 30) {\n    (#AirConditioner).airconditionersetairconditionermode(\""cool\"")\n}""}",CheckTemperatureAndSetACMode,,600000,"temp = (#AirQualitySensor).airqualitysensor_temperature
if (temp >= 30) {
    (#AirConditioner).airconditionersetairconditionermode(""cool"")
}",193767,41961,82,42043,15.4532,17.3304,2720.6663,40.0679,,False,/root/llm/je/bin/python,/root/.cache/huggingface/hub/models--Qwen--Qwen2.5-Coder-14B-Instruct,service_schema_fallback,50,assets_unavailable,hybrid,10,[],blocks,/root/llm/JOILang-Server/gpt_mg/version0_13,False,7
182,7,7,"Every 30 minutes, if the temperature is 20 degrees or higher and below 30 degrees, set the air conditioner to auto mode; if it is 30 degrees or higher, set it to cool mode.","30분마다 체크해서 온도가 20도 이상, 30도 미만이면 에어컨을 자동모드로 설정하고, 30도 이상이면 쿨모드로 설정해줘.","{""name"": """", 
""cron"": """", 
""period"": 1800000, 
""script"": ""\ntemp = (#TemperatureSensor).temperaturesensor_temperature\n\nif (temp >= 20 and temp < 30) {\n\n    (#AirConditioner).airconditioner_setairconditionermode(\""auto\"")\n\n} else if (temp >= 30) {\n\n    (#AirConditioner).airconditioner_setairconditionermode(\""cool\"")\n\n}""}",,,1800000,"
temp = (#TemperatureSensor).temperaturesensor_temperature

if (temp >= 20 and temp < 30) {

    (#AirConditioner).airconditioner_setairconditionermode(""auto"")

} else if (temp >= 30) {

    (#AirConditioner).airconditioner_setairconditionermode(""cool"")

}",False,69.9,False,strict,False,0.661,0.5,0.5,0.5,1.0,1.0,0.5,"[""enum_grounding"", ""gt_mismatch"", ""gt_receiver_coverage"", ""gt_service_coverage""]","{""name"":""AdjustAirConditionerBasedOnTemperature"",""cron"":""0 */30 * * *"",""period"":0,""code"":""temp = (#AirConditioner).airconditioner_targettemperature\nif (temp >= 20 and temp < 30) {\n    (#AirConditioner).airconditioner_setairconditionermode(\""auto\"")\n} else if (temp >= 30) {\n    (#AirConditioner).airconditioner_setairconditionermode(\""cool\"")\n}""}",AdjustAirConditionerBasedOnTemperature,0 */30 * * *,0,"temp = (#AirConditioner).airconditioner_targettemperature
if (temp >= 20 and temp < 30) {
    (#AirConditioner).airconditioner_setairconditionermode(""auto"")
} else if (temp >= 30) {
    (#AirConditioner).airconditioner_setairconditionermode(""cool"")
}",193869,42007,125,42132,17.988,19.8665,2342.2282,40.0808,,False,/root/llm/je/bin/python,/root/.cache/huggingface/hub/models--Qwen--Qwen2.5-Coder-14B-Instruct,service_schema_fallback,50,assets_unavailable,hybrid,10,[],blocks,/root/llm/JOILang-Server/gpt_mg/version0_13,False,7
183,7,7,Lock the doorlock every day at midnight.,매일 자정에 도어락을 잠궈줘.,"{""name"": """", 
""cron"": ""0 0 * * *"", 
""period"": 0, 
""script"": ""\n(#DoorLock).doorlock_lock()""}",,0 0 * * *,0,"
(#DoorLock).doorlock_lock()",False,100.0,True,strict,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,[],"{""name"":""LockDoorlockMidnight"",""cron"":""0 0 * * *"",""period"":0,""code"":""(#DoorLock).doorlock_lock()""}",LockDoorlockMidnight,0 0 * * *,0,(#DoorLock).doorlock_lock(),193685,41927,50,41977,13.6227,15.5075,3081.4009,40.0588,,False,/root/llm/je/bin/python,/root/.cache/huggingface/hub/models--Qwen--Qwen2.5-Coder-14B-Instruct,service_schema_fallback,50,assets_unavailable,hybrid,10,[],blocks,/root/llm/JOILang-Server/gpt_mg/version0_13,False,7
184,7,7,"On weekends at 3 PM, check for leakage; if detected, set the siren to emergency mode.",주말 오후 3시에 누수를 체크해서 감지되면 긴급 사이렌을 울려줘.,"{""name"": """", 
""cron"": ""0 15 * * 6,7"", 
""period"": 0, 
""script"": ""\nif ((#LeakSensor).leaksensor_leakage == true) {\n\n    (#Siren).siren_setsirenmode(\""emergency\"")\n}""}",,"0 15 * * 6,7",0,"
if ((#LeakSensor).leaksensor_leakage == true) {

    (#Siren).siren_setsirenmode(""emergency"")
}",False,93.9167,True,strict,False,0.85,1.0,1.0,1.0,1.0,1.0,1.0,"[""gt_mismatch"", ""semantic""]","{""name"":""CheckLeakageAndSetSirenOnWeekends"",""cron"":""0 15 * * 6-7"",""period"":0,""code"":""if ((#LeakSensor).leaksensor_leakage == true) {\n    (#Siren).siren_setsirenmode(\""emergency\"")\n}""}",CheckLeakageAndSetSirenOnWeekends,0 15 * * 6-7,0,"if ((#LeakSensor).leaksensor_leakage == true) {
    (#Siren).siren_setsirenmode(""emergency"")
}",193750,41955,86,42041,15.6979,17.5781,2678.1289,40.0666,,False,/root/llm/je/bin/python,/root/.cache/huggingface/hub/models--Qwen--Qwen2.5-Coder-14B-Instruct,service_schema_fallback,50,assets_unavailable,hybrid,10,[],blocks,/root/llm/JOILang-Server/gpt_mg/version0_13,False,7
185,7,7,Set the rice cooker to reheating mode every morning at 7 AM.,매일 아침 7시에 밥솥을 재가열 모드로 설정해줘.,"{""name"": """", 
""cron"": ""0 7 * * *"", 
""period"": 0, 
""script"": ""\n(#RiceCooker).ricecooker_setricecookermode(\""reheating\"")""}",,0 7 * * *,0,"
(#RiceCooker).ricecooker_setricecookermode(""reheating"")",False,100.0,True,strict,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,[],"{""name"":""SetRiceCookerToReheatingModeEveryMorningAt7AM"",""cron"":""0 7 * * *"",""period"":0,""code"":""(#RiceCooker).ricecooker_setricecookermode(\""reheating\"")""}",SetRiceCookerToReheatingModeEveryMorningAt7AM,0 7 * * *,0,"(#RiceCooker).ricecooker_setricecookermode(""reheating"")",193716,41941,72,42013,14.8824,16.768,2822.999,40.064,,False,/root/llm/je/bin/python,/root/.cache/huggingface/hub/models--Qwen--Qwen2.5-Coder-14B-Instruct,service_schema_fallback,50,assets_unavailable,hybrid,10,[],blocks,/root/llm/JOILang-Server/gpt_mg/version0_13,False,7
231,8,8,"Every hour, repeat opening and closing the door.",1시간마다 문을 열었다 닫았다 반복해줘.,"{""name"": """", 
""cron"": """", 
""period"": 3600000, 
""script"": ""\nopen := false\n\nif (open == false) {\n\n    (#Door).door_open()\n\n    open = true\n\n} else {\n\n    (#Door).door_close()\n\n    open = false\n\n}""}",,,3600000,"
open := false

if (open == false) {

    (#Door).door_open()

    open = true

} else {

    (#Door).door_close()

    open = false

}",False,92.7224,True,strict,False,0.504483,1.0,1.0,1.0,1.0,1.0,1.0,"[""gt_mismatch"", ""semantic""]","{""name"":""RepeatOpenCloseDoorEveryHour"",""cron"":""0 * * * *"",""period"":0,""code"":""(#Door).door_open()\ndelay(30 MIN)\n(#Door).door_close()""}",RepeatOpenCloseDoorEveryHour,0 * * * *,0,"(#Door).door_open()
delay(30 MIN)
(#Door).door_close()",193699,41930,62,41992,14.3054,16.1798,2935.395,40.0594,,False,/root/llm/je/bin/python,/root/.cache/huggingface/hub/models--Qwen--Qwen2.5-Coder-14B-Instruct,service_schema_fallback,50,assets_unavailable,hybrid,10,[],blocks,/root/llm/JOILang-Server/gpt_mg/version0_13,False,8
232,8,8,"Every 5 minutes from 1 PM to 3 PM, repeat opening and closing the valve.",오후 1시부터 3시까지 5분마다 벨브를 열었다 닫았다 반복해줘.,"{""name"": """", 
""cron"": ""*/5 13-14 * * *"", 
""period"": 0, 
""script"": ""\nopen := false\n\nif (open == false) {\n\n    (#Valve).valve_open()\n\n    open = true\n\n} else {\n\n    (#Valve).valve_close()\n\n    open = false\n\n}""}",,*/5 13-14 * * *,0,"
open := false

if (open == false) {

    (#Valve).valve_open()

    open = true

} else {

    (#Valve).valve_close()

    open = false

}",False,90.2121,True,strict,False,0.465493,1.0,0.666667,1.0,1.0,1.0,1.0,"[""extraneous"", ""gt_mismatch"", ""semantic""]","{""name"":""RepeatValveOpenClose"",""cron"":""0 13 * * *"",""period"":300000,""code"":""if ((#Clock).clock_hour >= 15 or (#Clock).clock_hour < 13) {\n    break\n}\n(#Valve).valve_open()\ndelay(300 SEC)\n(#Valve).valve_close()""}",RepeatValveOpenClose,0 13 * * *,300000,"if ((#Clock).clock_hour >= 15 or (#Clock).clock_hour < 13) {
    break
}
(#Valve).valve_open()
delay(300 SEC)
(#Valve).valve_close()",193736,41952,102,42054,16.6013,18.4582,2533.1751,40.0659,,False,/root/llm/je/bin/python,/root/.cache/huggingface/hub/models--Qwen--Qwen2.5-Coder-14B-Instruct,service_schema_fallback,50,assets_unavailable,hybrid,10,[],blocks,/root/llm/JOILang-Server/gpt_mg/version0_13,False,8
233,8,8,"Every 30 minutes, toggle the living room air purifier between sleep mode and auto mode.",30분마다 거실 공기청정기를 수면모드와 자동모드 사이에서 전환해줘.,"{""name"": """", 
""cron"": """", 
""period"": 1800000,
""script"": ""\nmode := 0\n\nif (mode == 0) {\n\n    (#LivingRoom #AirPurifier).airpurifier_setairpurifiermode(\""sleep\"")\n\n    mode = 1\n\n} else {\n\n    (#LivingRoom #AirPurifier).airpurifier_setairpurifiermode(\""auto\"")\n\n    mode = 0\n\n}""}",,,1800000,"
mode := 0

if (mode == 0) {

    (#LivingRoom #AirPurifier).airpurifier_setairpurifiermode(""sleep"")

    mode = 1

} else {

    (#LivingRoom #AirPurifier).airpurifier_setairpurifiermode(""auto"")

    mode = 0

}",False,91.0577,True,strict,False,0.85,1.0,1.0,1.0,1.0,1.0,0.5,"[""enum_grounding"", ""gt_mismatch"", ""semantic""]","{""name"":""ToggleLivingRoomAirPurifierMode"",""cron"":""0 */30 * * *"",""period"":0,""code"":""mode := 0\n\nif (mode == 0) {\n\n    (#LivingRoom #AirPurifier).airpurifier_setairpurifiermode(\""sleep\"")\n\n    mode = 1\n\n} else {\n\n    (#LivingRoom #AirPurifier).airpurifier_setairpurifiermode(\""auto\"")\n\n    mode = 0\n\n}""}",ToggleLivingRoomAirPurifierMode,0 */30 * * *,0,"mode := 0

if (mode == 0) {

    (#LivingRoom #AirPurifier).airpurifier_setairpurifiermode(""sleep"")

    mode = 1

} else {

    (#LivingRoom #AirPurifier).airpurifier_setairpurifiermode(""auto"")

    mode = 0

}",193753,41952,121,42073,17.6877,19.5564,2378.6586,40.0659,,False,/root/llm/je/bin/python,/root/.cache/huggingface/hub/models--Qwen--Qwen2.5-Coder-14B-Instruct,service_schema_fallback,50,assets_unavailable,hybrid,10,[],blocks,/root/llm/JOILang-Server/gpt_mg/version0_13,False,8
234,8,8,Repeat opening and closing the window every 10 minutes.,10분마다 창문을 열었다 닫았다 반복해줘.,"{""name"": """", 
""cron"": """", 
""period"": 600000,
""script"": ""\nopen := false\n\nif (open == false) {\n\n    (#Window).windowcovering_uporopen()\n\n    open = true\n\n} else {\n\n    (#Window).windowcovering_downorclose()\n\n    open = false\n\n}""}",,,600000,"
open := false

if (open == false) {

    (#Window).windowcovering_uporopen()

    open = true

} else {

    (#Window).windowcovering_downorclose()

    open = false

}",False,93.7713,True,strict,False,0.804268,1.0,1.0,1.0,1.0,1.0,1.0,"[""gt_mismatch"", ""semantic""]","{""name"":""RepeatOpeningClosingWindow"",""cron"":"""",""period"":600000,""code"":""active := 0\nif (active == 0) {\n    (#Window).windowcovering_uporopen()\n    delay(10 MIN)\n    (#Window).windowcovering_downorclose()\n    active = 1\n}""}",RepeatOpeningClosingWindow,,600000,"active := 0
if (active == 0) {
    (#Window).windowcovering_uporopen()
    delay(10 MIN)
    (#Window).windowcovering_downorclose()
    active = 1
}",193707,41935,90,42025,15.909,17.7855,2641.5865,40.0632,,False,/root/llm/je/bin/python,/root/.cache/huggingface/hub/models--Qwen--Qwen2.5-Coder-14B-Instruct,service_schema_fallback,50,assets_unavailable,hybrid,10,[],blocks,/root/llm/JOILang-Server/gpt_mg/version0_13,False,8
