model_key,category,generation,genome_id,failure_reason,failure_count,feedback_rule_candidates,validation_avg_det_score,validation_det_pass_rate
llama31_8b,3,3,clone-56e4bedc-f77d-eabd-7bb3-3ce1b1b52a04,arg_type,1,"Preserve GT-style temporal structure, receiver tags, service ordering, and literals. | Preserve all receiver tags and all(...) group receivers when the command addresses groups. | Include every service family implied by the command, including both sensor reads and actuator effects. | When a sensor value is read for a command, pass or use that value in the downstream action. | Copy numeric literals and units from the command exactly after unit conversion. | Prefer the smallest action sequence that directly matches the natural command verb and target. | Match argument count, type, unit, and enum values exactly from service_list_snippet. | Remove unrelated helper actions and duplicate service calls. | Resolve every member token from service_list_snippet.service/canonical_name before emitting code. | Do not shorten canonical member names; use the provided category-prefixed service token, then lowercase it.",48.1125,0.0
llama31_8b,3,3,clone-56e4bedc-f77d-eabd-7bb3-3ce1b1b52a04,extraneous,1,"Preserve GT-style temporal structure, receiver tags, service ordering, and literals. | Preserve all receiver tags and all(...) group receivers when the command addresses groups. | Include every service family implied by the command, including both sensor reads and actuator effects. | When a sensor value is read for a command, pass or use that value in the downstream action. | Copy numeric literals and units from the command exactly after unit conversion. | Prefer the smallest action sequence that directly matches the natural command verb and target. | Match argument count, type, unit, and enum values exactly from service_list_snippet. | Remove unrelated helper actions and duplicate service calls. | Resolve every member token from service_list_snippet.service/canonical_name before emitting code. | Do not shorten canonical member names; use the provided category-prefixed service token, then lowercase it.",48.1125,0.0
llama31_8b,3,3,clone-56e4bedc-f77d-eabd-7bb3-3ce1b1b52a04,precondition,1,"Preserve GT-style temporal structure, receiver tags, service ordering, and literals. | Preserve all receiver tags and all(...) group receivers when the command addresses groups. | Include every service family implied by the command, including both sensor reads and actuator effects. | When a sensor value is read for a command, pass or use that value in the downstream action. | Copy numeric literals and units from the command exactly after unit conversion. | Prefer the smallest action sequence that directly matches the natural command verb and target. | Match argument count, type, unit, and enum values exactly from service_list_snippet. | Remove unrelated helper actions and duplicate service calls. | Resolve every member token from service_list_snippet.service/canonical_name before emitting code. | Do not shorten canonical member names; use the provided category-prefixed service token, then lowercase it.",48.1125,0.0
llama31_8b,3,3,clone-56e4bedc-f77d-eabd-7bb3-3ce1b1b52a04,service_match,1,"Preserve GT-style temporal structure, receiver tags, service ordering, and literals. | Preserve all receiver tags and all(...) group receivers when the command addresses groups. | Include every service family implied by the command, including both sensor reads and actuator effects. | When a sensor value is read for a command, pass or use that value in the downstream action. | Copy numeric literals and units from the command exactly after unit conversion. | Prefer the smallest action sequence that directly matches the natural command verb and target. | Match argument count, type, unit, and enum values exactly from service_list_snippet. | Remove unrelated helper actions and duplicate service calls. | Resolve every member token from service_list_snippet.service/canonical_name before emitting code. | Do not shorten canonical member names; use the provided category-prefixed service token, then lowercase it.",48.1125,0.0
llama31_8b,3,3,clone-56e4bedc-f77d-eabd-7bb3-3ce1b1b52a04,unknown_service:charger_switch_off,1,"Preserve GT-style temporal structure, receiver tags, service ordering, and literals. | Preserve all receiver tags and all(...) group receivers when the command addresses groups. | Include every service family implied by the command, including both sensor reads and actuator effects. | When a sensor value is read for a command, pass or use that value in the downstream action. | Copy numeric literals and units from the command exactly after unit conversion. | Prefer the smallest action sequence that directly matches the natural command verb and target. | Match argument count, type, unit, and enum values exactly from service_list_snippet. | Remove unrelated helper actions and duplicate service calls. | Resolve every member token from service_list_snippet.service/canonical_name before emitting code. | Do not shorten canonical member names; use the provided category-prefixed service token, then lowercase it.",48.1125,0.0
llama31_8b,3,4,mut-beedfd8c-e233-8e61-2237-26ef6389f8e5,gt_mismatch,4,"Preserve GT-style temporal structure, receiver tags, service ordering, and literals. | Preserve all receiver tags and all(...) group receivers when the command addresses groups. | Include every service family implied by the command, including both sensor reads and actuator effects. | When a sensor value is read for a command, pass or use that value in the downstream action. | Prefer the smallest action sequence that directly matches the natural command verb and target. | Match argument count, type, unit, and enum values exactly from service_list_snippet. | Remove unrelated helper actions and duplicate service calls. | Copy numeric literals and units from the command exactly after unit conversion. | Resolve every member token from service_list_snippet.service/canonical_name before emitting code. | Do not shorten canonical member names; use the provided category-prefixed service token, then lowercase it.",49.4464,0.0
llama31_8b,3,4,mut-beedfd8c-e233-8e61-2237-26ef6389f8e5,gt_receiver_coverage,4,"Preserve GT-style temporal structure, receiver tags, service ordering, and literals. | Preserve all receiver tags and all(...) group receivers when the command addresses groups. | Include every service family implied by the command, including both sensor reads and actuator effects. | When a sensor value is read for a command, pass or use that value in the downstream action. | Prefer the smallest action sequence that directly matches the natural command verb and target. | Match argument count, type, unit, and enum values exactly from service_list_snippet. | Remove unrelated helper actions and duplicate service calls. | Copy numeric literals and units from the command exactly after unit conversion. | Resolve every member token from service_list_snippet.service/canonical_name before emitting code. | Do not shorten canonical member names; use the provided category-prefixed service token, then lowercase it.",49.4464,0.0
llama31_8b,3,4,mut-beedfd8c-e233-8e61-2237-26ef6389f8e5,gt_service_coverage,4,"Preserve GT-style temporal structure, receiver tags, service ordering, and literals. | Preserve all receiver tags and all(...) group receivers when the command addresses groups. | Include every service family implied by the command, including both sensor reads and actuator effects. | When a sensor value is read for a command, pass or use that value in the downstream action. | Prefer the smallest action sequence that directly matches the natural command verb and target. | Match argument count, type, unit, and enum values exactly from service_list_snippet. | Remove unrelated helper actions and duplicate service calls. | Copy numeric literals and units from the command exactly after unit conversion. | Resolve every member token from service_list_snippet.service/canonical_name before emitting code. | Do not shorten canonical member names; use the provided category-prefixed service token, then lowercase it.",49.4464,0.0
llama31_8b,3,4,mut-beedfd8c-e233-8e61-2237-26ef6389f8e5,dataflow,3,"Preserve GT-style temporal structure, receiver tags, service ordering, and literals. | Preserve all receiver tags and all(...) group receivers when the command addresses groups. | Include every service family implied by the command, including both sensor reads and actuator effects. | When a sensor value is read for a command, pass or use that value in the downstream action. | Prefer the smallest action sequence that directly matches the natural command verb and target. | Match argument count, type, unit, and enum values exactly from service_list_snippet. | Remove unrelated helper actions and duplicate service calls. | Copy numeric literals and units from the command exactly after unit conversion. | Resolve every member token from service_list_snippet.service/canonical_name before emitting code. | Do not shorten canonical member names; use the provided category-prefixed service token, then lowercase it.",49.4464,0.0
llama31_8b,3,4,mut-beedfd8c-e233-8e61-2237-26ef6389f8e5,semantic,2,"Preserve GT-style temporal structure, receiver tags, service ordering, and literals. | Preserve all receiver tags and all(...) group receivers when the command addresses groups. | Include every service family implied by the command, including both sensor reads and actuator effects. | When a sensor value is read for a command, pass or use that value in the downstream action. | Prefer the smallest action sequence that directly matches the natural command verb and target. | Match argument count, type, unit, and enum values exactly from service_list_snippet. | Remove unrelated helper actions and duplicate service calls. | Copy numeric literals and units from the command exactly after unit conversion. | Resolve every member token from service_list_snippet.service/canonical_name before emitting code. | Do not shorten canonical member names; use the provided category-prefixed service token, then lowercase it.",49.4464,0.0
llama31_8b,3,4,mut-beedfd8c-e233-8e61-2237-26ef6389f8e5,arg_type,1,"Preserve GT-style temporal structure, receiver tags, service ordering, and literals. | Preserve all receiver tags and all(...) group receivers when the command addresses groups. | Include every service family implied by the command, including both sensor reads and actuator effects. | When a sensor value is read for a command, pass or use that value in the downstream action. | Prefer the smallest action sequence that directly matches the natural command verb and target. | Match argument count, type, unit, and enum values exactly from service_list_snippet. | Remove unrelated helper actions and duplicate service calls. | Copy numeric literals and units from the command exactly after unit conversion. | Resolve every member token from service_list_snippet.service/canonical_name before emitting code. | Do not shorten canonical member names; use the provided category-prefixed service token, then lowercase it.",49.4464,0.0
llama31_8b,3,4,mut-beedfd8c-e233-8e61-2237-26ef6389f8e5,extraneous,1,"Preserve GT-style temporal structure, receiver tags, service ordering, and literals. | Preserve all receiver tags and all(...) group receivers when the command addresses groups. | Include every service family implied by the command, including both sensor reads and actuator effects. | When a sensor value is read for a command, pass or use that value in the downstream action. | Prefer the smallest action sequence that directly matches the natural command verb and target. | Match argument count, type, unit, and enum values exactly from service_list_snippet. | Remove unrelated helper actions and duplicate service calls. | Copy numeric literals and units from the command exactly after unit conversion. | Resolve every member token from service_list_snippet.service/canonical_name before emitting code. | Do not shorten canonical member names; use the provided category-prefixed service token, then lowercase it.",49.4464,0.0
llama31_8b,3,4,mut-beedfd8c-e233-8e61-2237-26ef6389f8e5,numeric_grounding,1,"Preserve GT-style temporal structure, receiver tags, service ordering, and literals. | Preserve all receiver tags and all(...) group receivers when the command addresses groups. | Include every service family implied by the command, including both sensor reads and actuator effects. | When a sensor value is read for a command, pass or use that value in the downstream action. | Prefer the smallest action sequence that directly matches the natural command verb and target. | Match argument count, type, unit, and enum values exactly from service_list_snippet. | Remove unrelated helper actions and duplicate service calls. | Copy numeric literals and units from the command exactly after unit conversion. | Resolve every member token from service_list_snippet.service/canonical_name before emitting code. | Do not shorten canonical member names; use the provided category-prefixed service token, then lowercase it.",49.4464,0.0
llama31_8b,3,4,mut-beedfd8c-e233-8e61-2237-26ef6389f8e5,precondition,1,"Preserve GT-style temporal structure, receiver tags, service ordering, and literals. | Preserve all receiver tags and all(...) group receivers when the command addresses groups. | Include every service family implied by the command, including both sensor reads and actuator effects. | When a sensor value is read for a command, pass or use that value in the downstream action. | Prefer the smallest action sequence that directly matches the natural command verb and target. | Match argument count, type, unit, and enum values exactly from service_list_snippet. | Remove unrelated helper actions and duplicate service calls. | Copy numeric literals and units from the command exactly after unit conversion. | Resolve every member token from service_list_snippet.service/canonical_name before emitting code. | Do not shorten canonical member names; use the provided category-prefixed service token, then lowercase it.",49.4464,0.0
llama31_8b,3,4,mut-beedfd8c-e233-8e61-2237-26ef6389f8e5,service_match,1,"Preserve GT-style temporal structure, receiver tags, service ordering, and literals. | Preserve all receiver tags and all(...) group receivers when the command addresses groups. | Include every service family implied by the command, including both sensor reads and actuator effects. | When a sensor value is read for a command, pass or use that value in the downstream action. | Prefer the smallest action sequence that directly matches the natural command verb and target. | Match argument count, type, unit, and enum values exactly from service_list_snippet. | Remove unrelated helper actions and duplicate service calls. | Copy numeric literals and units from the command exactly after unit conversion. | Resolve every member token from service_list_snippet.service/canonical_name before emitting code. | Do not shorten canonical member names; use the provided category-prefixed service token, then lowercase it.",49.4464,0.0
llama31_8b,3,4,mut-beedfd8c-e233-8e61-2237-26ef6389f8e5,unknown_service:charger_switch_off,1,"Preserve GT-style temporal structure, receiver tags, service ordering, and literals. | Preserve all receiver tags and all(...) group receivers when the command addresses groups. | Include every service family implied by the command, including both sensor reads and actuator effects. | When a sensor value is read for a command, pass or use that value in the downstream action. | Prefer the smallest action sequence that directly matches the natural command verb and target. | Match argument count, type, unit, and enum values exactly from service_list_snippet. | Remove unrelated helper actions and duplicate service calls. | Copy numeric literals and units from the command exactly after unit conversion. | Resolve every member token from service_list_snippet.service/canonical_name before emitting code. | Do not shorten canonical member names; use the provided category-prefixed service token, then lowercase it.",49.4464,0.0
llama31_8b,3,5,mut-ae77c9e5-c82e-5236-8c48-d07cf08aac0c,dataflow,3,"When a sensor value is read for a command, pass or use that value in the downstream action. | Preserve GT-style temporal structure, receiver tags, service ordering, and literals. | Preserve all receiver tags and all(...) group receivers when the command addresses groups. | Include every service family implied by the command, including both sensor reads and actuator effects. | Copy numeric literals and units from the command exactly after unit conversion. | Prefer the smallest action sequence that directly matches the natural command verb and target. | Match argument count, type, unit, and enum values exactly from service_list_snippet. | Remove unrelated helper actions and duplicate service calls. | Resolve every member token from service_list_snippet.service/canonical_name before emitting code. | Do not shorten canonical member names; use the provided category-prefixed service token, then lowercase it.",55.6375,25.0
llama31_8b,3,5,mut-ae77c9e5-c82e-5236-8c48-d07cf08aac0c,gt_mismatch,3,"When a sensor value is read for a command, pass or use that value in the downstream action. | Preserve GT-style temporal structure, receiver tags, service ordering, and literals. | Preserve all receiver tags and all(...) group receivers when the command addresses groups. | Include every service family implied by the command, including both sensor reads and actuator effects. | Copy numeric literals and units from the command exactly after unit conversion. | Prefer the smallest action sequence that directly matches the natural command verb and target. | Match argument count, type, unit, and enum values exactly from service_list_snippet. | Remove unrelated helper actions and duplicate service calls. | Resolve every member token from service_list_snippet.service/canonical_name before emitting code. | Do not shorten canonical member names; use the provided category-prefixed service token, then lowercase it.",55.6375,25.0
llama31_8b,3,5,mut-ae77c9e5-c82e-5236-8c48-d07cf08aac0c,gt_receiver_coverage,3,"When a sensor value is read for a command, pass or use that value in the downstream action. | Preserve GT-style temporal structure, receiver tags, service ordering, and literals. | Preserve all receiver tags and all(...) group receivers when the command addresses groups. | Include every service family implied by the command, including both sensor reads and actuator effects. | Copy numeric literals and units from the command exactly after unit conversion. | Prefer the smallest action sequence that directly matches the natural command verb and target. | Match argument count, type, unit, and enum values exactly from service_list_snippet. | Remove unrelated helper actions and duplicate service calls. | Resolve every member token from service_list_snippet.service/canonical_name before emitting code. | Do not shorten canonical member names; use the provided category-prefixed service token, then lowercase it.",55.6375,25.0
llama31_8b,3,5,mut-ae77c9e5-c82e-5236-8c48-d07cf08aac0c,gt_service_coverage,3,"When a sensor value is read for a command, pass or use that value in the downstream action. | Preserve GT-style temporal structure, receiver tags, service ordering, and literals. | Preserve all receiver tags and all(...) group receivers when the command addresses groups. | Include every service family implied by the command, including both sensor reads and actuator effects. | Copy numeric literals and units from the command exactly after unit conversion. | Prefer the smallest action sequence that directly matches the natural command verb and target. | Match argument count, type, unit, and enum values exactly from service_list_snippet. | Remove unrelated helper actions and duplicate service calls. | Resolve every member token from service_list_snippet.service/canonical_name before emitting code. | Do not shorten canonical member names; use the provided category-prefixed service token, then lowercase it.",55.6375,25.0
llama31_8b,3,5,mut-ae77c9e5-c82e-5236-8c48-d07cf08aac0c,numeric_grounding,2,"When a sensor value is read for a command, pass or use that value in the downstream action. | Preserve GT-style temporal structure, receiver tags, service ordering, and literals. | Preserve all receiver tags and all(...) group receivers when the command addresses groups. | Include every service family implied by the command, including both sensor reads and actuator effects. | Copy numeric literals and units from the command exactly after unit conversion. | Prefer the smallest action sequence that directly matches the natural command verb and target. | Match argument count, type, unit, and enum values exactly from service_list_snippet. | Remove unrelated helper actions and duplicate service calls. | Resolve every member token from service_list_snippet.service/canonical_name before emitting code. | Do not shorten canonical member names; use the provided category-prefixed service token, then lowercase it.",55.6375,25.0
llama31_8b,3,5,mut-ae77c9e5-c82e-5236-8c48-d07cf08aac0c,semantic,2,"When a sensor value is read for a command, pass or use that value in the downstream action. | Preserve GT-style temporal structure, receiver tags, service ordering, and literals. | Preserve all receiver tags and all(...) group receivers when the command addresses groups. | Include every service family implied by the command, including both sensor reads and actuator effects. | Copy numeric literals and units from the command exactly after unit conversion. | Prefer the smallest action sequence that directly matches the natural command verb and target. | Match argument count, type, unit, and enum values exactly from service_list_snippet. | Remove unrelated helper actions and duplicate service calls. | Resolve every member token from service_list_snippet.service/canonical_name before emitting code. | Do not shorten canonical member names; use the provided category-prefixed service token, then lowercase it.",55.6375,25.0
llama31_8b,3,5,mut-ae77c9e5-c82e-5236-8c48-d07cf08aac0c,arg_type,1,"When a sensor value is read for a command, pass or use that value in the downstream action. | Preserve GT-style temporal structure, receiver tags, service ordering, and literals. | Preserve all receiver tags and all(...) group receivers when the command addresses groups. | Include every service family implied by the command, including both sensor reads and actuator effects. | Copy numeric literals and units from the command exactly after unit conversion. | Prefer the smallest action sequence that directly matches the natural command verb and target. | Match argument count, type, unit, and enum values exactly from service_list_snippet. | Remove unrelated helper actions and duplicate service calls. | Resolve every member token from service_list_snippet.service/canonical_name before emitting code. | Do not shorten canonical member names; use the provided category-prefixed service token, then lowercase it.",55.6375,25.0
llama31_8b,3,5,mut-ae77c9e5-c82e-5236-8c48-d07cf08aac0c,extraneous,1,"When a sensor value is read for a command, pass or use that value in the downstream action. | Preserve GT-style temporal structure, receiver tags, service ordering, and literals. | Preserve all receiver tags and all(...) group receivers when the command addresses groups. | Include every service family implied by the command, including both sensor reads and actuator effects. | Copy numeric literals and units from the command exactly after unit conversion. | Prefer the smallest action sequence that directly matches the natural command verb and target. | Match argument count, type, unit, and enum values exactly from service_list_snippet. | Remove unrelated helper actions and duplicate service calls. | Resolve every member token from service_list_snippet.service/canonical_name before emitting code. | Do not shorten canonical member names; use the provided category-prefixed service token, then lowercase it.",55.6375,25.0
llama31_8b,3,5,mut-ae77c9e5-c82e-5236-8c48-d07cf08aac0c,precondition,1,"When a sensor value is read for a command, pass or use that value in the downstream action. | Preserve GT-style temporal structure, receiver tags, service ordering, and literals. | Preserve all receiver tags and all(...) group receivers when the command addresses groups. | Include every service family implied by the command, including both sensor reads and actuator effects. | Copy numeric literals and units from the command exactly after unit conversion. | Prefer the smallest action sequence that directly matches the natural command verb and target. | Match argument count, type, unit, and enum values exactly from service_list_snippet. | Remove unrelated helper actions and duplicate service calls. | Resolve every member token from service_list_snippet.service/canonical_name before emitting code. | Do not shorten canonical member names; use the provided category-prefixed service token, then lowercase it.",55.6375,25.0
llama31_8b,3,5,mut-ae77c9e5-c82e-5236-8c48-d07cf08aac0c,service_match,1,"When a sensor value is read for a command, pass or use that value in the downstream action. | Preserve GT-style temporal structure, receiver tags, service ordering, and literals. | Preserve all receiver tags and all(...) group receivers when the command addresses groups. | Include every service family implied by the command, including both sensor reads and actuator effects. | Copy numeric literals and units from the command exactly after unit conversion. | Prefer the smallest action sequence that directly matches the natural command verb and target. | Match argument count, type, unit, and enum values exactly from service_list_snippet. | Remove unrelated helper actions and duplicate service calls. | Resolve every member token from service_list_snippet.service/canonical_name before emitting code. | Do not shorten canonical member names; use the provided category-prefixed service token, then lowercase it.",55.6375,25.0
llama31_8b,3,5,mut-ae77c9e5-c82e-5236-8c48-d07cf08aac0c,unknown_service:charger_switch_off,1,"When a sensor value is read for a command, pass or use that value in the downstream action. | Preserve GT-style temporal structure, receiver tags, service ordering, and literals. | Preserve all receiver tags and all(...) group receivers when the command addresses groups. | Include every service family implied by the command, including both sensor reads and actuator effects. | Copy numeric literals and units from the command exactly after unit conversion. | Prefer the smallest action sequence that directly matches the natural command verb and target. | Match argument count, type, unit, and enum values exactly from service_list_snippet. | Remove unrelated helper actions and duplicate service calls. | Resolve every member token from service_list_snippet.service/canonical_name before emitting code. | Do not shorten canonical member names; use the provided category-prefixed service token, then lowercase it.",55.6375,25.0
llama31_8b,3,6,clone-65b5a5dc-2237-6bf3-d6c3-0b277d6bdbaf,dataflow,3,"When a sensor value is read for a command, pass or use that value in the downstream action. | Preserve GT-style temporal structure, receiver tags, service ordering, and literals. | Preserve all receiver tags and all(...) group receivers when the command addresses groups. | Include every service family implied by the command, including both sensor reads and actuator effects. | Copy numeric literals and units from the command exactly after unit conversion. | Prefer the smallest action sequence that directly matches the natural command verb and target. | Match argument count, type, unit, and enum values exactly from service_list_snippet. | Remove unrelated helper actions and duplicate service calls. | Resolve every member token from service_list_snippet.service/canonical_name before emitting code. | Do not shorten canonical member names; use the provided category-prefixed service token, then lowercase it.",55.6375,25.0
llama31_8b,3,6,clone-65b5a5dc-2237-6bf3-d6c3-0b277d6bdbaf,gt_mismatch,3,"When a sensor value is read for a command, pass or use that value in the downstream action. | Preserve GT-style temporal structure, receiver tags, service ordering, and literals. | Preserve all receiver tags and all(...) group receivers when the command addresses groups. | Include every service family implied by the command, including both sensor reads and actuator effects. | Copy numeric literals and units from the command exactly after unit conversion. | Prefer the smallest action sequence that directly matches the natural command verb and target. | Match argument count, type, unit, and enum values exactly from service_list_snippet. | Remove unrelated helper actions and duplicate service calls. | Resolve every member token from service_list_snippet.service/canonical_name before emitting code. | Do not shorten canonical member names; use the provided category-prefixed service token, then lowercase it.",55.6375,25.0
llama31_8b,3,6,clone-65b5a5dc-2237-6bf3-d6c3-0b277d6bdbaf,gt_receiver_coverage,3,"When a sensor value is read for a command, pass or use that value in the downstream action. | Preserve GT-style temporal structure, receiver tags, service ordering, and literals. | Preserve all receiver tags and all(...) group receivers when the command addresses groups. | Include every service family implied by the command, including both sensor reads and actuator effects. | Copy numeric literals and units from the command exactly after unit conversion. | Prefer the smallest action sequence that directly matches the natural command verb and target. | Match argument count, type, unit, and enum values exactly from service_list_snippet. | Remove unrelated helper actions and duplicate service calls. | Resolve every member token from service_list_snippet.service/canonical_name before emitting code. | Do not shorten canonical member names; use the provided category-prefixed service token, then lowercase it.",55.6375,25.0
llama31_8b,3,6,clone-65b5a5dc-2237-6bf3-d6c3-0b277d6bdbaf,gt_service_coverage,3,"When a sensor value is read for a command, pass or use that value in the downstream action. | Preserve GT-style temporal structure, receiver tags, service ordering, and literals. | Preserve all receiver tags and all(...) group receivers when the command addresses groups. | Include every service family implied by the command, including both sensor reads and actuator effects. | Copy numeric literals and units from the command exactly after unit conversion. | Prefer the smallest action sequence that directly matches the natural command verb and target. | Match argument count, type, unit, and enum values exactly from service_list_snippet. | Remove unrelated helper actions and duplicate service calls. | Resolve every member token from service_list_snippet.service/canonical_name before emitting code. | Do not shorten canonical member names; use the provided category-prefixed service token, then lowercase it.",55.6375,25.0
llama31_8b,3,6,clone-65b5a5dc-2237-6bf3-d6c3-0b277d6bdbaf,numeric_grounding,2,"When a sensor value is read for a command, pass or use that value in the downstream action. | Preserve GT-style temporal structure, receiver tags, service ordering, and literals. | Preserve all receiver tags and all(...) group receivers when the command addresses groups. | Include every service family implied by the command, including both sensor reads and actuator effects. | Copy numeric literals and units from the command exactly after unit conversion. | Prefer the smallest action sequence that directly matches the natural command verb and target. | Match argument count, type, unit, and enum values exactly from service_list_snippet. | Remove unrelated helper actions and duplicate service calls. | Resolve every member token from service_list_snippet.service/canonical_name before emitting code. | Do not shorten canonical member names; use the provided category-prefixed service token, then lowercase it.",55.6375,25.0
llama31_8b,3,6,clone-65b5a5dc-2237-6bf3-d6c3-0b277d6bdbaf,semantic,2,"When a sensor value is read for a command, pass or use that value in the downstream action. | Preserve GT-style temporal structure, receiver tags, service ordering, and literals. | Preserve all receiver tags and all(...) group receivers when the command addresses groups. | Include every service family implied by the command, including both sensor reads and actuator effects. | Copy numeric literals and units from the command exactly after unit conversion. | Prefer the smallest action sequence that directly matches the natural command verb and target. | Match argument count, type, unit, and enum values exactly from service_list_snippet. | Remove unrelated helper actions and duplicate service calls. | Resolve every member token from service_list_snippet.service/canonical_name before emitting code. | Do not shorten canonical member names; use the provided category-prefixed service token, then lowercase it.",55.6375,25.0
llama31_8b,3,6,clone-65b5a5dc-2237-6bf3-d6c3-0b277d6bdbaf,arg_type,1,"When a sensor value is read for a command, pass or use that value in the downstream action. | Preserve GT-style temporal structure, receiver tags, service ordering, and literals. | Preserve all receiver tags and all(...) group receivers when the command addresses groups. | Include every service family implied by the command, including both sensor reads and actuator effects. | Copy numeric literals and units from the command exactly after unit conversion. | Prefer the smallest action sequence that directly matches the natural command verb and target. | Match argument count, type, unit, and enum values exactly from service_list_snippet. | Remove unrelated helper actions and duplicate service calls. | Resolve every member token from service_list_snippet.service/canonical_name before emitting code. | Do not shorten canonical member names; use the provided category-prefixed service token, then lowercase it.",55.6375,25.0
llama31_8b,3,6,clone-65b5a5dc-2237-6bf3-d6c3-0b277d6bdbaf,extraneous,1,"When a sensor value is read for a command, pass or use that value in the downstream action. | Preserve GT-style temporal structure, receiver tags, service ordering, and literals. | Preserve all receiver tags and all(...) group receivers when the command addresses groups. | Include every service family implied by the command, including both sensor reads and actuator effects. | Copy numeric literals and units from the command exactly after unit conversion. | Prefer the smallest action sequence that directly matches the natural command verb and target. | Match argument count, type, unit, and enum values exactly from service_list_snippet. | Remove unrelated helper actions and duplicate service calls. | Resolve every member token from service_list_snippet.service/canonical_name before emitting code. | Do not shorten canonical member names; use the provided category-prefixed service token, then lowercase it.",55.6375,25.0
llama31_8b,3,6,clone-65b5a5dc-2237-6bf3-d6c3-0b277d6bdbaf,precondition,1,"When a sensor value is read for a command, pass or use that value in the downstream action. | Preserve GT-style temporal structure, receiver tags, service ordering, and literals. | Preserve all receiver tags and all(...) group receivers when the command addresses groups. | Include every service family implied by the command, including both sensor reads and actuator effects. | Copy numeric literals and units from the command exactly after unit conversion. | Prefer the smallest action sequence that directly matches the natural command verb and target. | Match argument count, type, unit, and enum values exactly from service_list_snippet. | Remove unrelated helper actions and duplicate service calls. | Resolve every member token from service_list_snippet.service/canonical_name before emitting code. | Do not shorten canonical member names; use the provided category-prefixed service token, then lowercase it.",55.6375,25.0
llama31_8b,3,6,clone-65b5a5dc-2237-6bf3-d6c3-0b277d6bdbaf,service_match,1,"When a sensor value is read for a command, pass or use that value in the downstream action. | Preserve GT-style temporal structure, receiver tags, service ordering, and literals. | Preserve all receiver tags and all(...) group receivers when the command addresses groups. | Include every service family implied by the command, including both sensor reads and actuator effects. | Copy numeric literals and units from the command exactly after unit conversion. | Prefer the smallest action sequence that directly matches the natural command verb and target. | Match argument count, type, unit, and enum values exactly from service_list_snippet. | Remove unrelated helper actions and duplicate service calls. | Resolve every member token from service_list_snippet.service/canonical_name before emitting code. | Do not shorten canonical member names; use the provided category-prefixed service token, then lowercase it.",55.6375,25.0
llama31_8b,3,6,clone-65b5a5dc-2237-6bf3-d6c3-0b277d6bdbaf,unknown_service:charger_switch_off,1,"When a sensor value is read for a command, pass or use that value in the downstream action. | Preserve GT-style temporal structure, receiver tags, service ordering, and literals. | Preserve all receiver tags and all(...) group receivers when the command addresses groups. | Include every service family implied by the command, including both sensor reads and actuator effects. | Copy numeric literals and units from the command exactly after unit conversion. | Prefer the smallest action sequence that directly matches the natural command verb and target. | Match argument count, type, unit, and enum values exactly from service_list_snippet. | Remove unrelated helper actions and duplicate service calls. | Resolve every member token from service_list_snippet.service/canonical_name before emitting code. | Do not shorten canonical member names; use the provided category-prefixed service token, then lowercase it.",55.6375,25.0
llama31_8b,3,7,mut-6c7aceef-397a-7b8d-f979-7aa28179d959,gt_mismatch,4,"Preserve GT-style temporal structure, receiver tags, service ordering, and literals. | When a sensor value is read for a command, pass or use that value in the downstream action. | Preserve all receiver tags and all(...) group receivers when the command addresses groups. | Include every service family implied by the command, including both sensor reads and actuator effects. | Prefer the smallest action sequence that directly matches the natural command verb and target. | Match argument count, type, unit, and enum values exactly from service_list_snippet. | Remove unrelated helper actions and duplicate service calls. | Copy numeric literals and units from the command exactly after unit conversion. | Resolve every member token from service_list_snippet.service/canonical_name before emitting code. | Do not shorten canonical member names; use the provided category-prefixed service token, then lowercase it.",56.4302,25.0
llama31_8b,3,7,mut-6c7aceef-397a-7b8d-f979-7aa28179d959,dataflow,3,"Preserve GT-style temporal structure, receiver tags, service ordering, and literals. | When a sensor value is read for a command, pass or use that value in the downstream action. | Preserve all receiver tags and all(...) group receivers when the command addresses groups. | Include every service family implied by the command, including both sensor reads and actuator effects. | Prefer the smallest action sequence that directly matches the natural command verb and target. | Match argument count, type, unit, and enum values exactly from service_list_snippet. | Remove unrelated helper actions and duplicate service calls. | Copy numeric literals and units from the command exactly after unit conversion. | Resolve every member token from service_list_snippet.service/canonical_name before emitting code. | Do not shorten canonical member names; use the provided category-prefixed service token, then lowercase it.",56.4302,25.0
llama31_8b,3,7,mut-6c7aceef-397a-7b8d-f979-7aa28179d959,gt_receiver_coverage,3,"Preserve GT-style temporal structure, receiver tags, service ordering, and literals. | When a sensor value is read for a command, pass or use that value in the downstream action. | Preserve all receiver tags and all(...) group receivers when the command addresses groups. | Include every service family implied by the command, including both sensor reads and actuator effects. | Prefer the smallest action sequence that directly matches the natural command verb and target. | Match argument count, type, unit, and enum values exactly from service_list_snippet. | Remove unrelated helper actions and duplicate service calls. | Copy numeric literals and units from the command exactly after unit conversion. | Resolve every member token from service_list_snippet.service/canonical_name before emitting code. | Do not shorten canonical member names; use the provided category-prefixed service token, then lowercase it.",56.4302,25.0
