row_no,category,row_category,command_eng,command_kor,gt,gt_name,gt_cron,gt_period,gt_code,warmup_excluded,qwen25_coder_7b__det_score,qwen25_coder_7b__det_pass,qwen25_coder_7b__det_profile,qwen25_coder_7b__det_gt_exact,qwen25_coder_7b__det_gt_similarity,qwen25_coder_7b__det_gt_service_coverage,qwen25_coder_7b__det_gt_service_precision,qwen25_coder_7b__det_gt_receiver_coverage,qwen25_coder_7b__det_dataflow_score,qwen25_coder_7b__det_numeric_grounding,qwen25_coder_7b__det_enum_grounding,qwen25_coder_7b__failure_reasons,qwen25_coder_7b__output,qwen25_coder_7b__output_name,qwen25_coder_7b__output_cron,qwen25_coder_7b__output_period,qwen25_coder_7b__output_code,qwen25_coder_7b__prompt_chars,qwen25_coder_7b__prompt_tokens,qwen25_coder_7b__completion_tokens,qwen25_coder_7b__total_tokens,qwen25_coder_7b__llm_latency_sec,qwen25_coder_7b__total_pipeline_sec,qwen25_coder_7b__tokens_per_sec,qwen25_coder_7b__peak_vram_gb,qwen25_coder_7b__generation_error_type,qwen25_coder_7b__oom_flag,qwen25_coder_7b__worker_python,qwen25_coder_7b__resolved_model_path,qwen25_coder_7b__service_list_snippet_source,qwen25_coder_7b__service_list_device_count,qwen25_coder_7b__service_list_retrieval_status,qwen25_coder_7b__service_list_retrieval_mode,qwen25_coder_7b__service_list_retrieval_topk,qwen25_coder_7b__service_list_retrieval_categories,qwen25_coder_7b__prompt_render_mode,qwen25_coder_7b__prompt_assets_dir,qwen25_coder_7b__warmup_excluded,qwen25_coder_7b__row_category
84,3,3,"If the temperature is 36.5 degrees or higher, set the target temperature to 30.","구역1의 온도가 36.5도 이상이면, 에어컨을 30도로 설정해줘.","{""name"": """", 
""cron"": """", 
""period"": 0, 
""script"": ""\nif ((#Sector1 #TemperatureSensor).temperaturesensor_temperature >= 36.5) {\n\n    (#Sector1 #AirConditioner).airconditioner_settargettemperature(30)\n\n}""}",,,0,"
if ((#Sector1 #TemperatureSensor).temperaturesensor_temperature >= 36.5) {

    (#Sector1 #AirConditioner).airconditioner_settargettemperature(30)

}",False,96.3745,True,strict,False,0.941558,1.0,1.0,1.0,1.0,1.0,1.0,"[""gt_mismatch""]","{""name"":""SetTargetTemperatureIfHigh"",""cron"":"""",""period"":0,""code"":""current_temp = (#Sector1_Temp #TemperatureSensor).temperaturesensor_temperature\nif (current_temp >= 36.5) {\n    (#Sector1_AC #AirConditioner).airconditioner_settargettemperature(30)\n}""}",SetTargetTemperatureIfHigh,,0,"current_temp = (#Sector1_Temp #TemperatureSensor).temperaturesensor_temperature
if (current_temp >= 36.5) {
    (#Sector1_AC #AirConditioner).airconditioner_settargettemperature(30)
}",49565,12142,88,12230,2.821,4.6927,4335.3421,16.4602,,False,/root/llm/je/bin/python,/root/.cache/huggingface/hub/models--Qwen--Qwen2.5-Coder-7B-Instruct,connected_devices_only,2,skipped_connected_devices_present,hybrid,10,[],blocks,,False,3
85,3,3,"If the carbon dioxide concentration in the farm is 800ppm or higher, sound the emergency siren.","농장의 이산화탄소 농도가 800ppm 이상이면, 긴급 사이렌을 울려줘.","{""name"": """", 
""cron"": """", 
""period"": 0, 
""script"": ""\nif ((#Farm #AirQualitySensor).airqualitysensor_carbondioxide >= 800) {\n\n    (#Siren).siren_setsirenmode(\""emergency\"")\n\n}""}",,,0,"
if ((#Farm #AirQualitySensor).airqualitysensor_carbondioxide >= 800) {

    (#Siren).siren_setsirenmode(""emergency"")

}",False,94.5431,True,strict,False,0.908621,1.0,1.0,1.0,1.0,0.666667,1.0,"[""gt_mismatch"", ""numeric_grounding""]","{""name"":""CheckAndAlertHighCO2"",""cron"":"""",""period"":0,""code"":""co2_level = (#Farm_AQ #Farm #AirQualitySensor).airqualitysensor_carbondioxide\nif (co2_level >= 800) {\n    (#Farm_Siren #Farm #Siren).siren_setsirenmode(\""emergency\"")\n}""}",CheckAndAlertHighCO2,,0,"co2_level = (#Farm_AQ #Farm #AirQualitySensor).airqualitysensor_carbondioxide
if (co2_level >= 800) {
    (#Farm_Siren #Farm #Siren).siren_setsirenmode(""emergency"")
}",51639,12638,89,12727,2.877,4.7318,4423.7052,16.5515,,False,/root/llm/je/bin/python,/root/.cache/huggingface/hub/models--Qwen--Qwen2.5-Coder-7B-Instruct,connected_devices_only,2,skipped_connected_devices_present,hybrid,10,[],blocks,,False,3
86,3,3,"If the temperature on the airquality sensor is below 20 degrees, close the door.","회의실 온도가 20도 미만이면, 회의실 문을 닫아줘.","{""name"": """", 
""cron"": """", 
""period"": 0, 
""script"": ""\nif ((#MeetingRoom #AirQualitySensor).airqualitysensor_temperature < 20) {\n\n    (#MeetingRoom #Door).door_close()\n\n}""}",,,0,"
if ((#MeetingRoom #AirQualitySensor).airqualitysensor_temperature < 20) {

    (#MeetingRoom #Door).door_close()

}",False,97.55,True,strict,False,0.91,1.0,1.0,1.0,1.0,1.0,1.0,"[""gt_mismatch""]","{""name"":""CheckAndCloseDoorIfTempBelow20"",""cron"":"""",""period"":0,""code"":""temp = (#MeetingRoom_AQ #MeetingRoom #AirQualitySensor).airqualitysensor_temperature\nif (temp < 20) {\n    (#MeetingRoom_Door #MeetingRoom #Door).door_close()\n}""}",CheckAndCloseDoorIfTempBelow20,,0,"temp = (#MeetingRoom_AQ #MeetingRoom #AirQualitySensor).airqualitysensor_temperature
if (temp < 20) {
    (#MeetingRoom_Door #MeetingRoom #Door).door_close()
}",51997,12669,80,12749,2.6975,4.5504,4726.228,16.5595,,False,/root/llm/je/bin/python,/root/.cache/huggingface/hub/models--Qwen--Qwen2.5-Coder-7B-Instruct,connected_devices_only,2,skipped_connected_devices_present,hybrid,10,[],blocks,,False,3
87,3,3,"If the light in the meeting room is off, turn it on.","회의실 조명이 꺼져 있으면, 조명을 켜줘.","{""name"": """", 
""cron"": """", 
""period"": 0, 
""script"": ""\nif ((#MeetingRoom #Light).switch_switch == false) {\n\n    (#MeetingRoom #Light).switch_on()\n\n}""}",,,0,"
if ((#MeetingRoom #Light).switch_switch == false) {

    (#MeetingRoom #Light).switch_on()

}",False,63.7276,False,strict,False,0.685526,0.5,1.0,0.5,0.0,1.0,1.0,"[""dataflow"", ""gt_mismatch"", ""gt_receiver_coverage"", ""gt_service_coverage"", ""semantic""]","{""name"":""TurnOnMeetingRoomLight"",""cron"":"""",""period"":0,""code"":""(#MeetingRoom #Light).switch_on()""}",TurnOnMeetingRoomLight,,0,(#MeetingRoom #Light).switch_on(),68798,15940,44,15984,2.318,4.1768,6895.5997,17.1668,,False,/root/llm/je/bin/python,/root/.cache/huggingface/hub/models--Qwen--Qwen2.5-Coder-7B-Instruct,connected_devices_only,2,skipped_connected_devices_present,hybrid,10,[],blocks,,False,3
88,3,3,"If the temperature in the bedroom is 36.5 degrees or higher, set the bedroom air conditioner to 30 degrees.","안방 온도가 36.5도 이상이면, 에어컨을 30도로 설정해줘.","{""name"": """", 
""cron"": """", 
""period"": 0, 
""script"": ""\nif ((#Bedroom #TemperatureSensor).temperaturesensor_temperature >= 36.5) {\n\n    (#Bedroom #AirConditioner).airconditioner_settargettemperature(30)\n\n}""}",,,0,"
if ((#Bedroom #TemperatureSensor).temperaturesensor_temperature >= 36.5) {

    (#Bedroom #AirConditioner).airconditioner_settargettemperature(30)

}",False,64.3653,False,strict,False,0.717611,0.5,1.0,0.5,0.0,0.75,1.0,"[""dataflow"", ""gt_mismatch"", ""gt_receiver_coverage"", ""gt_service_coverage"", ""numeric_grounding"", ""semantic""]","{""name"":""SetBedroomAC"",""cron"":"""",""period"":0,""code"":""(#Bedroom #AirConditioner).airconditioner_settargettemperature(30)""}",SetBedroomAC,,0,(#Bedroom #AirConditioner).airconditioner_settargettemperature(30),49591,12145,52,12197,2.0832,3.9349,5854.9347,16.4617,,False,/root/llm/je/bin/python,/root/.cache/huggingface/hub/models--Qwen--Qwen2.5-Coder-7B-Instruct,connected_devices_only,2,skipped_connected_devices_present,hybrid,10,[],blocks,,False,3
89,3,3,"If motion is being detected in the living room, turn on the living room light.","거실에 움직임이 감지되고 있으면, 조명을 켜줘.","{""name"": """", 
""cron"": """", 
""period"": 0, 
""script"": ""\nif ((#LivingRoom #MotionSensor).motionsensor_motion == true) {\n\n    (#LivingRoom #Light).switch_on()\n\n}""}",,,0,"
if ((#LivingRoom #MotionSensor).motionsensor_motion == true) {

    (#LivingRoom #Light).switch_on()

}",False,63.5957,False,strict,False,0.659146,0.5,1.0,0.5,0.0,1.0,1.0,"[""dataflow"", ""gt_mismatch"", ""gt_receiver_coverage"", ""gt_service_coverage"", ""semantic""]","{""name"":""TurnOnLivingRoomLight"",""cron"":"""",""period"":0,""code"":""(#LivingRoom #Light).switch_on()""}",TurnOnLivingRoomLight,,0,(#LivingRoom #Light).switch_on(),58136,13843,44,13887,2.1028,3.9792,6604.0517,16.7776,,False,/root/llm/je/bin/python,/root/.cache/huggingface/hub/models--Qwen--Qwen2.5-Coder-7B-Instruct,connected_devices_only,2,skipped_connected_devices_present,hybrid,10,[],blocks,,False,3
90,3,3,"If the lab humidity is 50 or higher, turn on the dehumidifier, and if it's below 50, turn on the humidifier.",연구실 습도가 50 이상이면 제습기를 켜고 50 미만이면 가습기를 켜줘.,"{""name"": """", 
""cron"": """", 
""period"": 0, 
""script"": ""\nif ((#Lab #HumiditySensor).humiditysensor_humidity >= 50) {\n\n    (#Lab #Dehumidifier).switch_on()\n\n} else {\n\n    (#Lab #Humidifier).switch_on()\n\n}""}",,,0,"
if ((#Lab #HumiditySensor).humiditysensor_humidity >= 50) {

    (#Lab #Dehumidifier).switch_on()

} else {

    (#Lab #Humidifier).switch_on()

}",False,95.2198,True,strict,False,0.883962,1.0,1.0,1.0,1.0,1.0,1.0,"[""gt_mismatch"", ""semantic""]","{""name"":""AdjustLabHumidity"",""cron"":"""",""period"":0,""code"":""currentHumidity = (#Lab_Humidity #Lab #HumiditySensor).humiditysensor_humidity\nif (currentHumidity >= 50) {\n    (#Lab_Dehumidifier #Lab #Switch).switch_on()\n} else {\n    (#Lab_Humidifier #Lab #Switch).switch_on()\n}""}",AdjustLabHumidity,,0,"currentHumidity = (#Lab_Humidity #Lab #HumiditySensor).humiditysensor_humidity
if (currentHumidity >= 50) {
    (#Lab_Dehumidifier #Lab #Switch).switch_on()
} else {
    (#Lab_Humidifier #Lab #Switch).switch_on()
}",55773,13577,98,13675,3.1568,5.0139,4331.9184,16.727,,False,/root/llm/je/bin/python,/root/.cache/huggingface/hub/models--Qwen--Qwen2.5-Coder-7B-Instruct,connected_devices_only,3,skipped_connected_devices_present,hybrid,10,[],blocks,,False,3
91,4,4,"When the contact sensor is detected, turn on the light.",접촉 센서가 감지되면 조명을 켜줘.,"{""name"": """", 
""cron"": """", 
""period"": 0, 
""script"": ""\nwait until ((#ContactSensor).contactsensor_contact == true)\n\n(#Light).switch_on()""}",,,0,"
wait until ((#ContactSensor).contactsensor_contact == true)

(#Light).switch_on()",False,69.9,False,strict,False,0.797241,1.0,1.0,1.0,0.2,1.0,1.0,"[""dataflow"", ""gt_mismatch"", ""semantic""]","{""name"":""TurnOnLightWhenContactDetected"",""cron"":"""",""period"":0,""code"":""(#ContactSensor).contactsensor_contact == true ? (#Light).switch_on() : ()""}",TurnOnLightWhenContactDetected,,0,(#ContactSensor).contactsensor_contact == true ? (#Light).switch_on() : (),193703,41933,56,41989,6.3263,8.2034,6637.2129,22.0188,,False,/root/llm/je/bin/python,/root/.cache/huggingface/hub/models--Qwen--Qwen2.5-Coder-7B-Instruct,service_schema_fallback,50,assets_unavailable,hybrid,10,[],blocks,,False,4
92,4,4,"When the presence sensor detects someone, turn on the TV.",재실 센서가 감지되면 TV를 켜줘.,"{""name"": """", 
""cron"": """", 
""period"": 0, 
""script"": ""\nwait until ((#PresenceSensor).presencesensor_presence == true)\n\n(#Television).switch_on()""}",,,0,"
wait until ((#PresenceSensor).presencesensor_presence == true)

(#Television).switch_on()",False,92.3779,True,strict,False,0.901777,1.0,0.666667,0.75,1.0,1.0,1.0,"[""extraneous"", ""gt_mismatch"", ""gt_receiver_coverage""]","{""name"":""TurnOnTVWhenPresenceDetected"",""cron"":"""",""period"":0,""code"":""wait until ((#PresenceSensor).presencesensor_presence == true)\n(#Speaker).speaker_speak(\""TV를 켜겠습니다\"")\n(#TV).switch_on()""}",TurnOnTVWhenPresenceDetected,,0,"wait until ((#PresenceSensor).presencesensor_presence == true)
(#Speaker).speaker_speak(""TV를 켜겠습니다"")
(#TV).switch_on()",193705,41932,74,42006,6.7669,8.6401,6207.5692,22.018,,False,/root/llm/je/bin/python,/root/.cache/huggingface/hub/models--Qwen--Qwen2.5-Coder-7B-Instruct,service_schema_fallback,50,assets_unavailable,hybrid,10,[],blocks,,False,4
93,4,4,"When the sound sensor value exceeds 50, stop speaker playback.",소리 센서의 수치가 50보다 커지면 스피커 재생을 멈춰줘.,"{""name"": """", 
""cron"": """", 
""period"": 0, 
""script"": ""\nwait until ((#SoundSensor).soundsensor_sound > 50)\n\n(#Speaker).speaker_stop()""}",,,0,"
wait until ((#SoundSensor).soundsensor_sound > 50)

(#Speaker).speaker_stop()",False,100.0,True,strict,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,[],"{""name"":""StopSpeakerPlaybackWhenSoundSensorValueExceeds50"",""cron"":"""",""period"":0,""code"":""wait until ((#SoundSensor).soundsensor_sound > 50)\n(#Speaker).speaker_stop()""}",StopSpeakerPlaybackWhenSoundSensorValueExceeds50,,0,"wait until ((#SoundSensor).soundsensor_sound > 50)
(#Speaker).speaker_stop()",193723,41948,64,42012,6.5298,8.4074,6433.8877,22.0186,,False,/root/llm/je/bin/python,/root/.cache/huggingface/hub/models--Qwen--Qwen2.5-Coder-7B-Instruct,service_schema_fallback,50,assets_unavailable,hybrid,10,[],blocks,,False,4
94,4,4,"When it rains, turn on the dehumidifier.",비가 오면 제습기를 켜줘.,"{""name"": """", 
""cron"": """", 
""period"": 0, 
""script"": ""\nwait until ((#RainSensor).rainsensor_rain == true)\n\n(#Dehumidifier).switch_on()""}",,,0,"
wait until ((#RainSensor).rainsensor_rain == true)

(#Dehumidifier).switch_on()",False,69.9,False,strict,False,0.754032,0.5,0.5,0.5,1.0,1.0,1.0,"[""extraneous"", ""gt_mismatch"", ""gt_receiver_coverage"", ""gt_service_coverage""]","{""name"":""TurnOnDehumidifierWhenItRains"",""cron"":"""",""period"":0,""code"":""wait until ((#RainSensor).rainsensor_rain == true)\n(#Dehumidifier).dehumidifier_setdehumidifiermode(\""dehumidifying\"")""}",TurnOnDehumidifierWhenItRains,,0,"wait until ((#RainSensor).rainsensor_rain == true)
(#Dehumidifier).dehumidifier_setdehumidifiermode(""dehumidifying"")",193683,41928,79,42007,6.8977,8.7697,6090.001,22.0148,,False,/root/llm/je/bin/python,/root/.cache/huggingface/hub/models--Qwen--Qwen2.5-Coder-7B-Instruct,service_schema_fallback,50,assets_unavailable,hybrid,10,[],blocks,,False,4
95,4,4,"When the brightness falls below 100 lux, turn on the light.",밝기가 100 럭스 미만이 되면 조명을 켜줘.,"{""name"": """", 
""cron"": """", 
""period"": 0, 
""script"": ""\nwait until ((#LightSensor).lightsensor_brightness < 100)\n\n(#Light).switch_on()""}",,,0,"
wait until ((#LightSensor).lightsensor_brightness < 100)

(#Light).switch_on()",False,39.7464,False,strict,False,0.275,0.0,0.0,0.0,0.0,0.0,1.0,"[""dataflow"", ""gt_mismatch"", ""gt_receiver_coverage"", ""gt_service_coverage"", ""numeric_grounding"", ""semantic""]","{""name"":""TurnOnLightWhenBrightnessFallsBelow100Lux"",""cron"":"""",""period"":0,""code"":""(#Light).light_movetorgb(255, 255, 0)""}",TurnOnLightWhenBrightnessFallsBelow100Lux,,0,"(#Light).light_movetorgb(255, 255, 0)",193713,41944,63,42007,6.5049,8.3735,6457.7472,22.0189,,False,/root/llm/je/bin/python,/root/.cache/huggingface/hub/models--Qwen--Qwen2.5-Coder-7B-Instruct,service_schema_fallback,50,assets_unavailable,hybrid,10,[],blocks,,False,4
96,4,4,"When the carbon dioxide concentration reaches 1000ppm or higher, sound the emergency siren.",이산화탄소 농도가 1000ppm 이상이 되면 긴급 사이렌을 울려줘.,"{""name"": """", 
""cron"": """", 
""period"": 0, 
""script"": ""\nwait until ((#CarbonDioxideSensor).carbondioxidesensor_carbondioxide >= 1000)\n\n(#Siren).siren_setsirenmode(\""emergency\"")""}",,,0,"
wait until ((#CarbonDioxideSensor).carbondioxidesensor_carbondioxide >= 1000)

(#Siren).siren_setsirenmode(""emergency"")",False,100.0,True,strict,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,[],"{""name"":""ActivateEmergencySiren"",""cron"":"""",""period"":0,""code"":""wait until ((#CarbonDioxideSensor).carbondioxidesensor_carbondioxide >= 1000)\n(#Siren).siren_setsirenmode(\""emergency\"")""}",ActivateEmergencySiren,,0,"wait until ((#CarbonDioxideSensor).carbondioxidesensor_carbondioxide >= 1000)
(#Siren).siren_setsirenmode(""emergency"")",193757,41958,73,42031,6.7579,8.6411,6219.5357,22.0192,,False,/root/llm/je/bin/python,/root/.cache/huggingface/hub/models--Qwen--Qwen2.5-Coder-7B-Instruct,service_schema_fallback,50,assets_unavailable,hybrid,10,[],blocks,,False,4
97,4,4,"When smoke is detected, sound the fire alarm with the siren.",연기가 감지되면 사이렌으로 화재경보를 울려줘.,"{""name"": """", 
""cron"": """", 
""period"": 0, 
""script"": ""\nwait until ((#SmokeDetector).smokedetector_smoke == true)\n\n(#Siren).siren_setsirenmode(\""fire\"")""}",,,0,"
wait until ((#SmokeDetector).smokedetector_smoke == true)

(#Siren).siren_setsirenmode(""fire"")",False,69.9,False,strict,False,0.805263,1.0,1.0,1.0,0.2,1.0,1.0,"[""dataflow"", ""gt_mismatch"", ""semantic""]","{""name"":""AlarmFireSiren"",""cron"":"""",""period"":0,""code"":""(#SmokeDetector).smokedetector_smoke == true ? (#Siren).siren_setsirenmode(\""fire\"") : ()""}",AlarmFireSiren,,0,"(#SmokeDetector).smokedetector_smoke == true ? (#Siren).siren_setsirenmode(""fire"") : ()",193714,41937,62,41999,6.4962,8.3535,6465.1642,22.0182,,False,/root/llm/je/bin/python,/root/.cache/huggingface/hub/models--Qwen--Qwen2.5-Coder-7B-Instruct,service_schema_fallback,50,assets_unavailable,hybrid,10,[],blocks,,False,4
98,4,4,"When the button is pushed 3 times, open the valve.",버튼이 세번 눌리면 벨브를 열어줘.,"{""name"": """", 
""cron"": """", 
""period"": 0, 
""script"": 
""wait until ((#Button).button_button == \""pushed_3x\"")\n\n(#Valve).valve_open()""}",,,0,"wait until ((#Button).button_button == ""pushed_3x"")

(#Valve).valve_open()",False,94.4857,True,strict,False,0.507143,1.0,1.0,1.0,1.0,0.75,1.0,"[""gt_mismatch"", ""numeric_grounding""]","{""name"":""OpenValveWhenButtonPressed"",""cron"":"""",""period"":100,""code"":""prev := (#Button).button_button\ncurr = (#Button).button_button\nif (prev != \""pushed_3x\"" and curr == \""pushed_3x\"") {\n    (#Valve).valve_open()\n}\nprev = curr""}",OpenValveWhenButtonPressed,,100,"prev := (#Button).button_button
curr = (#Button).button_button
if (prev != ""pushed_3x"" and curr == ""pushed_3x"") {
    (#Valve).valve_open()
}
prev = curr",193698,41934,94,42028,7.2775,9.1418,5775.0601,22.018,,False,/root/llm/je/bin/python,/root/.cache/huggingface/hub/models--Qwen--Qwen2.5-Coder-7B-Instruct,service_schema_fallback,50,assets_unavailable,hybrid,10,[],blocks,,False,4
99,4,4,"When the temperature reaches 35 degrees or higher, set the air conditioner to 30 degrees.",온도가 35도 이상이 되면 에어컨의 목표 온도를 30도로 설정해줘.,"{""name"": """", 
""cron"": """", 
""period"": 0, 
""script"": ""\nwait until ((#TemperatureSensor).temperaturesensor_temperature >= 35)\n\n(#AirConditioner).airconditioner_settargettemperature(30)""}",,,0,"
wait until ((#TemperatureSensor).temperaturesensor_temperature >= 35)

(#AirConditioner).airconditioner_settargettemperature(30)",False,63.85,False,strict,False,0.56,0.5,1.0,0.5,0.0,0.75,1.0,"[""dataflow"", ""gt_mismatch"", ""gt_receiver_coverage"", ""gt_service_coverage"", ""numeric_grounding"", ""semantic""]","{""name"":""SetAirConditionerTo30Degrees"",""cron"":"""",""period"":0,""code"":""(#AirConditioner).airconditioner_settargettemperature(30)""}",SetAirConditionerTo30Degrees,,0,(#AirConditioner).airconditioner_settargettemperature(30),193755,41956,50,42006,6.201,8.0916,6774.0687,22.0189,,False,/root/llm/je/bin/python,/root/.cache/huggingface/hub/models--Qwen--Qwen2.5-Coder-7B-Instruct,service_schema_fallback,50,assets_unavailable,hybrid,10,[],blocks,,False,4
100,4,4,"When the safe is unlocked, sound the police siren.",금고가 열리면 경찰 사이렌을 울려줘.,"{""name"": """", 
""cron"": """", 
""period"": 0, 
""script"": ""\nwait until ((#Safe).safe_safestate == \""unlocked\"")\n\n(#Siren).siren_setsirenmode(\""police\"")""}",,,0,"
wait until ((#Safe).safe_safestate == ""unlocked"")

(#Siren).siren_setsirenmode(""police"")",False,62.8153,False,strict,False,0.783065,0.5,1.0,0.5,0.0,1.0,1.0,"[""dataflow"", ""gt_mismatch"", ""gt_receiver_coverage"", ""gt_service_coverage"", ""service_match"", ""unknown_service:safe_state""]","{""name"":""ActivatePoliceSirenOnSafeUnlock"",""cron"":"""",""period"":0,""code"":""wait until ((#Safe).safe_state == \""open\"")\nspeaker_speak(\""경찰 소리를 울립니다\"")\n(#Siren).siren_setsirenmode(\""police\"")""}",ActivatePoliceSirenOnSafeUnlock,,0,"wait until ((#Safe).safe_state == ""open"")
speaker_speak(""경찰 소리를 울립니다"")
(#Siren).siren_setsirenmode(""police"")",193699,41933,80,42013,6.9328,8.801,6060.0335,22.018,,False,/root/llm/je/bin/python,/root/.cache/huggingface/hub/models--Qwen--Qwen2.5-Coder-7B-Instruct,service_schema_fallback,50,assets_unavailable,hybrid,10,[],blocks,,False,4
101,4,4,"When a leak is detected, close the valve.",누수가 감지되면 벨브를 차단해줘.,"{""name"": """", 
""cron"": """", 
""period"": 0, 
""script"": ""\nwait until ((#LeakSensor).leaksensor_leakage == true)\n\n(#Valve).valve_close()""}",,,0,"
wait until ((#LeakSensor).leaksensor_leakage == true)

(#Valve).valve_close()",False,99.0119,True,strict,False,0.935714,1.0,1.0,1.0,1.0,1.0,1.0,"[""gt_mismatch""]","{""name"":""CloseValveOnLeak"",""cron"":"""",""period"":0,""code"":""wait until ((#BoilerRoom #LeakSensor).leaksensor_leakage == true)\n(#BoilerRoom #Valve).valve_close()""}",CloseValveOnLeak,,0,"wait until ((#BoilerRoom #LeakSensor).leaksensor_leakage == true)
(#BoilerRoom #Valve).valve_close()",193688,41928,70,41998,6.6885,8.557,6279.1358,22.0148,,False,/root/llm/je/bin/python,/root/.cache/huggingface/hub/models--Qwen--Qwen2.5-Coder-7B-Instruct,service_schema_fallback,50,assets_unavailable,hybrid,10,[],blocks,,False,4
102,4,4,"When the humidity exceeds 80%, start the dehumidifier in drying mode.",습도가 80%보다 커지면 제습기를 건조 모드로 작동시켜줘.,"{""name"": """", 
""cron"": """", 
""period"": 0, 
""script"": ""\nwait until ((#HumiditySensor).humiditysensor_humidity > 80)\n\n(#Dehumidifier).dehumidifier_setdehumidifiermode(\""drying\"")""}",,,0,"
wait until ((#HumiditySensor).humiditysensor_humidity > 80)

(#Dehumidifier).dehumidifier_setdehumidifiermode(""drying"")",False,69.9,False,strict,False,0.815385,1.0,1.0,1.0,0.2,1.0,1.0,"[""dataflow"", ""gt_mismatch""]","{""name"":""StartDehumidifierWhenHumidityExceeds80"",""cron"":"""",""period"":0,""code"":""(#HumiditySensor).humiditysensor_humidity > 80 ? (#Dehumidifier).dehumidifier_setdehumidifiermode(\""drying\"") : ()""}",StartDehumidifierWhenHumidityExceeds80,,0,"(#HumiditySensor).humiditysensor_humidity > 80 ? (#Dehumidifier).dehumidifier_setdehumidifiermode(""drying"") : ()",193730,41949,80,42029,6.9348,8.8025,6060.593,22.0186,,False,/root/llm/je/bin/python,/root/.cache/huggingface/hub/models--Qwen--Qwen2.5-Coder-7B-Instruct,service_schema_fallback,50,assets_unavailable,hybrid,10,[],blocks,,False,4
103,4,4,"When motion is detected, turn on the light.",움직임이 감지되면 조명을 켜줘.,"{""name"": """", 
""cron"": """", 
""period"": 0, 
""script"": ""\nwait until ((#MotionSensor).motionsensor_motion == true)\n\n(#Light).switch_on()""}",,,0,"
wait until ((#MotionSensor).motionsensor_motion == true)

(#Light).switch_on()",False,100.0,True,strict,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,[],"{""name"":""TurnOnLightWhenMotionDetected"",""cron"":"""",""period"":0,""code"":""wait until ((#MotionSensor).motionsensor_motion == true)\n(#Light).switch_on()""}",TurnOnLightWhenMotionDetected,,0,"wait until ((#MotionSensor).motionsensor_motion == true)
(#Light).switch_on()",193689,41930,58,41988,6.4078,8.2684,6552.639,22.0188,,False,/root/llm/je/bin/python,/root/.cache/huggingface/hub/models--Qwen--Qwen2.5-Coder-7B-Instruct,service_schema_fallback,50,assets_unavailable,hybrid,10,[],blocks,,False,4
104,4,4,"When the indoor very fine dust level becomes 35 or higher, set the air purifier to high.",내부 초미세먼지 농도가 35 이상이 되면 공기청정기를 강하게 틀어줘.,"{""name"": """", 
""cron"": """", 
""period"": 0, 
""script"": ""\nwait until ((#AirQualitySensor).airqualitysensor_veryfinedustlevel >= 35)\n\n(#AirPurifier).airpurifier_setairpurifiermode(\""high\"")""}",,,0,"
wait until ((#AirQualitySensor).airqualitysensor_veryfinedustlevel >= 35)

(#AirPurifier).airpurifier_setairpurifiermode(""high"")",False,41.9767,False,strict,False,0.49898,0.0,0.0,0.0,0.2,1.0,0.0,"[""dataflow"", ""enum_grounding"", ""extraneous"", ""gt_mismatch"", ""gt_receiver_coverage"", ""gt_service_coverage"", ""semantic""]","{""name"":""SetHighHumidityModeOnIndoorFineDust"",""cron"":"""",""period"":0,""code"":""(#AirQualitySensor).airqualitysensor_finedustlevel > 35 ? (#AirPurifier).dehumidifier_setdehumidifiermode(\""dehumidifying\"") : ()""}",SetHighHumidityModeOnIndoorFineDust,,0,"(#AirQualitySensor).airqualitysensor_finedustlevel > 35 ? (#AirPurifier).dehumidifier_setdehumidifiermode(""dehumidifying"") : ()",193755,41958,83,42041,7.0209,8.8962,5987.9787,22.0192,,False,/root/llm/je/bin/python,/root/.cache/huggingface/hub/models--Qwen--Qwen2.5-Coder-7B-Instruct,service_schema_fallback,50,assets_unavailable,hybrid,10,[],blocks,,False,4
105,4,4,"When the charging voltage exceeds 250V, stop charging.",충전 전압이 250V보다 높아지면 충전을 중단해줘.,"{""name"": """", 
""cron"": """", 
""period"": 0, 
""script"": ""\nwait until ((#Charger).charger_voltage > 250000)\n\n(#Charger).switch_off()""}",,,0,"
wait until ((#Charger).charger_voltage > 250000)

(#Charger).switch_off()",False,69.9,False,strict,False,0.812782,1.0,1.0,1.0,0.2,1.0,1.0,"[""dataflow"", ""gt_mismatch"", ""semantic""]","{""name"":""StopChargingWhenVoltageExceeds250V"",""cron"":"""",""period"":0,""code"":""while ((#Charger).charger_voltage > 250000) {\n    (#Charger).switch_off()\n}""}",StopChargingWhenVoltageExceeds250V,,0,"while ((#Charger).charger_voltage > 250000) {
    (#Charger).switch_off()
}",193711,41945,71,42016,6.7059,8.575,6265.5274,22.0189,,False,/root/llm/je/bin/python,/root/.cache/huggingface/hub/models--Qwen--Qwen2.5-Coder-7B-Instruct,service_schema_fallback,50,assets_unavailable,hybrid,10,[],blocks,,False,4
