index,category_analysis,selected,test_no,command,command_english,connected_devices,options,joi_gt,generated_code_gpt-4.1-mini_cap,response_time_generated_code_gpt-4.1-mini_cap
170,2,0,0,펌프의 설정 동작 모드가 기본이면 알람의 사이렌을 울려줘.,"If the pump's set operation mode is default, sound the alarm's siren.",,,"{""name"": ""Scenario1"", ""cron"": """", ""period"": -1, ""code"": ""if ((#Pump).pumpOperationMode_operationMode == \""normal\"") {\n  (#Alarm).alarm_siren()\n}""}",,
171,2,0,0,펌프의 전원이 켜져 있으면 알람의 사이렌을 울려줘.,Sound the alarm siren if the pump is powered on.,,,"{""name"": ""Scenario1"", ""cron"": """", ""period"": -1, ""code"": ""if ((#Pump).switch_switch == \""on\"") {\n  (#Alarm).alarm_siren()\n}""}",,
172,2,0,0,펌프가 지원하는 모드를 스피커로 출력해줘.,Announce the modes supported by the pump via the speaker.,,,"{""name"": ""Scenario1"", ""cron"": """", ""period"": -1, ""code"": ""modes = (#Pump).pumpOperationMode_supportedOperationModes\n(#Speaker).mediaPlayback_speak(modes)""}",,
173,2,1,0,펌프가 열려있으면 알람의 사이렌을 울려줘.,Sound the alarm's siren if the pump is open.,,,"{""name"": ""Scenario1"", ""cron"": """", ""period"": -1, ""code"": ""if ((#Pump).pump_pump == \""open\"") {\n  (#Alarm).alarm_siren()\n}""}","{'name': 'Scenario', 'cron': '', 'period': -1, 'code': ""if ((#Pump).pump_pump == 'open') {\n    (#Alarm).alarm_siren()\n}""}",4.0502 seconds
174,2,0,0,펌프의 동작 모드를 최대로 설정해줘.,Set the pump's operation mode to maximum.,,,"{""name"": ""Scenario1"", ""cron"": """", ""period"": -1, ""code"": ""(#Pump).pumpOperationMode_setOperationMode(\""maximum\"")""}",,
175,1,0,0,펌프를 꺼줘.,Turn off the pump.,,,"{""name"": ""Scenario1"", ""cron"": """", ""period"": -1, ""code"": ""(#Pump).switch_off()""}",,
176,1,0,0,펌프를 켜줘.,Turn on the pump.,,,"{""name"": ""Scenario1"", ""cron"": """", ""period"": -1, ""code"": ""(#Pump).switch_on()""}",,
177,1,0,0,펌프의 전원을 토글해줘.,Toggle the power of the pump.,,,"{""name"": ""Scenario1"", ""cron"": """", ""period"": -1, ""code"": ""(#Pump).switch_toggle()""}",,
178,1,0,0,펌프를 닫아줘.,Close the pump.,,,"{""name"": ""Scenario1"", ""cron"": """", ""period"": -1, ""code"": ""(#Pump).pump_close()""}",,
179,1,0,0,펌프를 열어줘.,Open the pump.,,,"{""name"": ""Scenario1"", ""cron"": """", ""period"": -1, ""code"": ""(#Pump).pump_open()""}",,
180,2,0,0,냉장고의 전원이 켜져 있으면 알람의 사이렌을 울려줘.,Sound the alarm's siren if the refrigerator is powered on.,,,"{""name"": ""Scenario1"", ""cron"": """", ""period"": -1, ""code"": ""if ((#Refrigerator).switch_switch == \""on\"") {\n  (#Alarm).alarm_siren()\n}""}",,
181,2,0,0,냉장고의 성에 제거 기능이 켜저 있으면 알람의 사이렌을 울려줘.,Sound an alarm siren if the refrigerator's defrost function is on.,,,"{""name"": ""Scenario1"", ""cron"": """", ""period"": -1, ""code"": ""if ((#Refrigerator).refrigeration_defrost == \""on\"") {\n  (#Alarm).alarm_siren()\n}""}",,
182,2,0,0,냉장고의 급속 냉각 기능이 꺼져 있으면 알람의 사이렌을 울려줘.,Sound an alarm siren if the refrigerator's rapid cooling function is turned off.,,,"{""name"": ""Scenario1"", ""cron"": """", ""period"": -1, ""code"": ""if ((#Refrigerator).refrigeration_rapidCooling == \""off\"") {\n  (#Alarm).alarm_siren()\n}""}",,
183,2,0,0,냉장고의 급속 냉동 기능이 켜져 있으면 알람의 사이렌을 울려줘.,Sound the alarm siren if the refrigerator's rapid freezing function is on.,,,"{""name"": ""Scenario1"", ""cron"": """", ""period"": -1, ""code"": ""if ((#Refrigerator).refrigeration_rapidFreezing == \""on\"") {\n  (#Alarm).alarm_siren()\n}""}",,
184,1,0,0,냉장고를 꺼줘.,Turn off the refrigerator.,,,"{""name"": ""Scenario1"", ""cron"": """", ""period"": -1, ""code"": ""(#Refrigerator).switch_off()""}",,
185,1,0,0,냉장고의 전원을 토글해줘.,Toggle the refrigerator's power.,,,"{""name"": ""Scenario1"", ""cron"": """", ""period"": -1, ""code"": ""(#Refrigerator).switch_toggle()""}",,
186,1,0,0,냉장고의 성에 제거 기능을 켜줘.,Turn on the refrigerator's defrost function.,,,"{""name"": ""Scenario1"", ""cron"": """", ""period"": -1, ""code"": ""(#Refrigerator).refrigeration_setDefrost(\""on\"")""}",,
187,1,0,0,냉장고의 급속 냉각 기능을 켜줘.,Turn on the refrigerator's rapid cooling function.,,,"{""name"": ""Scenario1"", ""cron"": """", ""period"": -1, ""code"": ""(#Refrigerator).refrigeration_setRapidCooling(\""on\"")""}",,
188,1,0,0,냉장고의 급속 냉동 기능을 꺼줘.,Turn off the refrigerator's rapid freezing function.,,,"{""name"": ""Scenario1"", ""cron"": """", ""period"": -1, ""code"": ""(#Refrigerator).refrigeration_setRapidFreezing(\""off\"")""}",,
189,2,0,0,로봇 청소기의 전원이 켜져 있으면 알람의 사이렌을 울려줘.,Sound the alarm siren if the robot vacuum is powered on.,,,"{""name"": ""Scenario1"", ""cron"": """", ""period"": -1, ""code"": ""if ((#RobotCleaner).switch_switch == \""on\"") {\n  (#Alarm).alarm_siren()\n}""}",,
190,2,0,0,로봇 청소기가 자동 모드이면 알람의 사이렌을 울려줘.,Sound an alarm siren if the robot vacuum is in automatic mode.,,,"{""name"": ""Scenario1"", ""cron"": """", ""period"": -1, ""code"": ""if ((#RobotCleaner).robotCleanerCleaningMode_robotCleanerCleaningMode == \""auto\"") {\n  (#Alarm).alarm_siren()\n}""}",,
191,1,0,0,로봇 청소기를 꺼줘.,Turn off the robot vacuum.,,,"{""name"": ""Scenario1"", ""cron"": """", ""period"": -1, ""code"": ""(#RobotCleaner).switch_off()""}",,
192,1,0,0,로봇 청소기를 켜줘.,Turn on the robot vacuum.,,,"{""name"": ""Scenario1"", ""cron"": """", ""period"": -1, ""code"": ""(#RobotCleaner).switch_on()""}",,
193,1,0,0,로봇 청소기의 전원을 토글해줘.,Toggle the robot vacuum's power.,,,"{""name"": ""Scenario1"", ""cron"": """", ""period"": -1, ""code"": ""(#RobotCleaner).switch_toggle()""}",,
194,1,0,0,로봇 청소기의 청소 모드를 수동으로 설정해줘.,Set the robot vacuum's cleaning mode to manual.,,,"{""name"": ""Scenario1"", ""cron"": """", ""period"": -1, ""code"": ""(#RobotCleaner).robotCleanerCleaningMode_setRobotCleanerCleaningMode(\""manual\"")""}",,
195,2,0,0,쉐이드가 40퍼센트 이상 열려 있으면 알람의 사이렌을 울려줘.,Sound the alarm's siren if the shade is more than 40% open.,,,"{""name"": ""Scenario1"", ""cron"": """", ""period"": -1, ""code"": ""if ((#Shade).windowShadeLevel_shadeLevel >= 40) {\n  (#Alarm).alarm_siren()\n}""}",,
196,2,0,0,쉐이드가 완전히 열려 있는 상태면 알람의 사이렌을 울려줘.,Sound the alarm's siren if the shade is fully open.,,,"{""name"": ""Scenario1"", ""cron"": """", ""period"": -1, ""code"": ""if ((#Shade).windowShade_windowShade == \""open\"") {\n  (#Alarm).alarm_siren()\n}""}",,
197,2,0,0,쉐이드가 지원하는 상태를 스피커로 출력해줘.,Announce the states supported by the shade via the speaker.,,,"{""name"": ""Scenario1"", ""cron"": """", ""period"": -1, ""code"": ""states = (#Shade).windowShade_supportedWindowShadeCommands\n(#Speaker).mediaPlayback_speak(states)""}",,
198,1,0,0,쉐이드를 50퍼 센트로 설정해줘.,Set the shade to 50 percent.,,,"{""name"": ""Scenario1"", ""cron"": """", ""period"": -1, ""code"": ""(#Shade).windowShadeLevel_setShadeLevel(50)""}",,
199,1,0,0,쉐이드를 닫아줘.,Close the shade.,,,"{""name"": ""Scenario1"", ""cron"": """", ""period"": -1, ""code"": ""(#Shade).windowShade_close()""}",,
200,1,0,0,쉐이드를 열어줘.,Open the shade.,,,"{""name"": ""Scenario1"", ""cron"": """", ""period"": -1, ""code"": ""(#Shade).windowShade_open()""}",,
201,1,0,0,쉐이드 움직임을 일시 중지해줘.,Pause the shade movement.,,,"{""name"": ""Scenario1"", ""cron"": """", ""period"": -1, ""code"": ""(#Shade).windowShade_pause()""}",,
202,2,0,0,사이렌이 켜져 있으면 알람의 사이렌을 울려줘.,Sound the alarm's siren if the siren is on.,,,"{""name"": ""Scenario1"", ""cron"": """", ""period"": -1, ""code"": ""if ((#Siren).switch_switch == \""on\"") {\n  (#Alarm).alarm_siren()\n}""}",,
203,2,0,0,사이렌 모드가 사이렌이면 알람의 사이렌을 울려줘.,"If the siren mode is Siren, sound the alarm's siren.",,,"{""name"": ""Scenario1"", ""cron"": """", ""period"": -1, ""code"": ""if ((#Siren).sirenMode_sirenMode == \""siren\"") {\n  (#Alarm).alarm_siren()\n}""}",,
204,1,0,0,사이렌을 꺼줘.,Turn off the siren.,,,"{""name"": ""Scenario1"", ""cron"": """", ""period"": -1, ""code"": ""(#Siren).switch_off()""}",,
205,1,0,0,사이렌을 켜줘.,Turn on the siren.,,,"{""name"": ""Scenario1"", ""cron"": """", ""period"": -1, ""code"": ""(#Siren).switch_on()""}",,
206,1,0,0,사이렌 전원을 토글해줘.,Toggle the siren power.,,,"{""name"": ""Scenario1"", ""cron"": """", ""period"": -1, ""code"": ""(#Siren).switch_toggle()""}",,
207,1,0,0,사이렌 모드를 경광등으로 설정해줘.,Set the siren mode to strobe.,,,"{""name"": ""Scenario1"", ""cron"": """", ""period"": -1, ""code"": ""(#Siren).sirenMode_setSirenMode(\""strobe\"")""}",,
208,2,0,0,스마트 플러그의 전원이 켜져 있으면 알람의 사이렌을 울려줘.,Sound the alarm's siren if the smart plug is powered on.,,,"{""name"": ""Scenario1"", ""cron"": """", ""period"": -1, ""code"": ""if ((#SmartPlug).switch_switch == \""on\"") {\n  (#Alarm).alarm_siren()\n}""}",,
209,2,0,0,스마트 플러그의 전압이 220볼트 이상이면 알람의 사이렌을 울려줘.,Sound the alarm's siren if the smart plug is over 220 volts.,,,"{""name"": ""Scenario1"", ""cron"": """", ""period"": -1, ""code"": ""if ((#SmartPlug).voltageMeasurement_voltage >= 220) {\n  (#Alarm).alarm_siren()\n}""}",,
210,2,0,0,스마트 플러그의 전류가 10암페어 이상이면 알람의 사이렌을 울려줘.,Sound the alarm's siren if the smart plug is drawing more than 10 amps.,,,"{""name"": ""Scenario1"", ""cron"": """", ""period"": -1, ""code"": ""if ((#SmartPlug).currentMeasurement_current >= 10) {\n  (#Alarm).alarm_siren()\n}""}",,
211,2,0,0,스마트 플러그의 소비 전력이 1000와트 이상이면 알람의 사이렌을 울려줘.,Sound the alarm siren if a smart plug draws more than 1000 watts.,,,"{""name"": ""Scenario1"", ""cron"": """", ""period"": -1, ""code"": ""if ((#SmartPlug).powerMeter_power >= 1000) {\n  (#Alarm).alarm_siren()\n}""}",,
212,1,0,0,스마트 플러그를 꺼줘.,Turn off the smart plug.,,,"{""name"": ""Scenario1"", ""cron"": """", ""period"": -1, ""code"": ""(#SmartPlug).switch_off()""}",,
213,1,0,0,스마트 플러그를 켜줘.,Turn on the smart plug.,,,"{""name"": ""Scenario1"", ""cron"": """", ""period"": -1, ""code"": ""(#SmartPlug).switch_on()""}",,
214,1,0,0,스마트 플러그의 전원을 토글해줘.,Toggle the power of the smart plug.,,,"{""name"": ""Scenario1"", ""cron"": """", ""period"": -1, ""code"": ""(#SmartPlug).switch_toggle()""}",,
215,2,1,0,연기 감지기에서 연기가 감지되면 알람의 사이렌을 울려줘.,Sound the alarm's siren if smoke is detected by the smoke detector.,,,"{""name"": ""Scenario1"", ""cron"": """", ""period"": -1, ""code"": ""wait until ((#SmokeDetector).smokeDetector_smoke == \""detected\"")\n(#Alarm).alarm_siren()""}","{'name': 'Scenario1', 'cron': '', 'period': -1, 'code': ""wait until((#SmokeDetector).smokeDetector_smoke == 'detected')\n(#Alarm).alarm_siren()""}",10.5132 seconds
216,2,0,0,토양 습도 센서의 토양 습도 측정값이 30퍼센트 이하이면 알람의 사이렌을 울려줘.,Sound the alarm siren if the soil moisture sensor's soil moisture reading is 30 percent or less.,,,"{""name"": ""Scenario1"", ""cron"": """", ""period"": -1, ""code"": ""if ((#SoilMoistureSensor).soilHumidityMeasurement_soilHumidity <= 30) {\n  (#Alarm).alarm_siren()\n}""}",,
217,2,0,0,소리 센서에서 소리가 감지되면 알람의 사이렌을 울려줘.,Sound the alarm's siren if sound is detected by the sound sensor.,,,"{""name"": ""Scenario1"", ""cron"": """", ""period"": -1, ""code"": ""if ((#SoundSensor).soundSensor_sound == \""detected\"") {\n  (#Alarm).alarm_siren()\n}""}",,
218,2,0,0,소리 감지 레벨이 70dB 이상이면 알람의 사이렌을 울려줘.,Sound the alarm's siren if the sound detection level is above 70 dB.,,,"{""name"": ""Scenario1"", ""cron"": """", ""period"": -1, ""code"": ""if ((#SoundSensor).soundPressureLevel_soundPressureLevel >= 70) {\n  (#Alarm).alarm_siren()\n}""}",,
219,2,0,0,스피커의 전원이 켜져 있으면 알람의 사이렌을 울려줘.,Sound the alarm's siren if the speaker is powered on.,,,"{""name"": ""Scenario1"", ""cron"": """", ""period"": -1, ""code"": ""if ((#Speaker).switch_switch == \""on\"") {\n  (#Alarm).alarm_siren()\n}""}",,
220,2,0,0,스피커가 재생 중이면 알람의 사이렌을 울려줘.,Sound the alarm's siren if the speaker is playing.,,,"{""name"": ""Scenario1"", ""cron"": """", ""period"": -1, ""code"": ""if ((#Speaker).mediaPlayback_playbackStatus == \""playing\"") {\n  (#Alarm).alarm_siren()\n}""}",,
221,1,0,0,스피커가 지원하는 명령어를 스피커로 출력해줘.,Announce commands that the speaker supports via the speaker.,,,"{""name"": ""Scenario1"", ""cron"": """", ""period"": -1, ""code"": ""commands = (#Speaker).mediaPlayback_supportedPlaybackCommands\n(#Speaker).mediaPlayback_speak(commands)""}",,
222,1,0,0,스피커를 꺼줘.,Turn off the speaker.,,,"{""name"": ""Scenario1"", ""cron"": """", ""period"": -1, ""code"": ""(#Speaker).switch_off()""}",,
223,1,0,0,스피커를 켜줘.,Turn on the speaker.,,,"{""name"": ""Scenario1"", ""cron"": """", ""period"": -1, ""code"": ""(#Speaker).switch_on()""}",,
224,1,0,0,스피커의 전원을 토글해줘.,Toggle the power of the speaker.,,,"{""name"": ""Scenario1"", ""cron"": """", ""period"": -1, ""code"": ""(#Speaker).switch_toggle()""}",,
225,1,0,0,스피커의 재생을 빨리 감기 해줘.,Fast-forward the playback of the speaker.,,,"{""name"": ""Scenario1"", ""cron"": """", ""period"": -1, ""code"": ""(#Speaker).mediaPlayback_fastForward()""}",,
226,1,0,0,스피커의 재생을 일시 정지해줘.,Pause playback on the speaker.,,,"{""name"": ""Scenario1"", ""cron"": """", ""period"": -1, ""code"": ""(#Speaker).mediaPlayback_pause()""}",,
227,1,0,0,스피커의 재생을 되감아줘.,Rewind the speaker's playback.,,,"{""name"": ""Scenario1"", ""cron"": """", ""period"": -1, ""code"": ""(#Speaker).mediaPlayback_rewind()""}",,
228,1,0,0,스피커의 재생을 멈춰줘.,Stop the speaker from playing.,,,"{""name"": ""Scenario1"", ""cron"": """", ""period"": -1, ""code"": ""(#Speaker).mediaPlayback_stop()""}",,
229,1,1,0,스피커에서 music.mp3를 재생해줘.,Play 'music.mp3' on the speaker.,,,"{""name"": ""Scenario1"", ""cron"": """", ""period"": -1, ""code"": ""(#Speaker).mediaPlayback_play(\""music.mp3\"")""}","{'name': 'PlayMusic', 'cron': '', 'period': -1, 'code': ""(#Speaker).mediaPlayback_play('music.mp3')""}",9.5661 seconds
230,1,0,0,스피커에서 '지금은 테스트 중입니다.'를 말해줘.,"Speak ""This is a test"" through the speaker.",,,"{""name"": ""Scenario1"", ""cron"": """", ""period"": -1, ""code"": ""(#Speaker).mediaPlayback_speak(\""This is a test.\"")""}",,
231,2,0,0,녹음기의 전원이 켜져 있으면 알람의 사이렌을 울려줘.,Sound an alarm siren if the recorder is powered on.,,,"{""name"": ""Scenario1"", ""cron"": """", ""period"": -1, ""code"": ""if ((#Recorder).switch_switch == \""on\"") {\n  (#Alarm).alarm_siren()\n}""}",,
232,2,0,0,녹음기가 녹음 중이면 알람의 사이렌을 울려줘.,Sound the alarm siren if the recorder is recording.,,,"{""name"": ""Scenario1"", ""cron"": """", ""period"": -1, ""code"": ""if ((#Recorder).audioRecord_recordStatus == \""recording\"") {\n  (#Alarm).alarm_siren()\n}""}",,
233,1,0,0,녹음기를 꺼줘.,Turn off the recorder.,,,"{""name"": ""Scenario1"", ""cron"": """", ""period"": -1, ""code"": ""(#Recorder).switch_off()""}",,
234,1,0,0,녹음기를 켜줘.,Turn on the recorder.,,,"{""name"": ""Scenario1"", ""cron"": """", ""period"": -1, ""code"": ""(#Recorder).switch_on()""}",,
235,1,0,0,녹음기의 전원을 토글해줘.,Toggle the recorder's power.,,,"{""name"": ""Scenario1"", ""cron"": """", ""period"": -1, ""code"": ""(#Recorder).switch_toggle()""}",,
236,1,1,0,녹음기로 10초 동안 녹음해서 test.wav로 저장해줘.,Record 10 seconds with a recorder and save it as test.wav.,,,"{""name"": ""Scenario1"", ""cron"": """", ""period"": -1, ""code"": ""(#Recorder).audioRecord_record(\""test.wav\"",10)""}","{'name': 'Scenario1', 'cron': '', 'period': -1, 'code': ""(#Recorder).audioRecord_record('test.wav', 10)""}",5.6346 seconds
237,2,0,0,스위치의 전원이 켜져 있으면 알람의 사이렌을 울려줘.,Sound the alarm's siren if the switch is powered on.,,,"{""name"": ""Scenario1"", ""cron"": """", ""period"": -1, ""code"": ""if ((#Switch).switch_switch == \""on\"") {\n  (#Alarm).alarm_siren()\n}""}",,
238,1,0,0,스위치를 꺼줘.,Switch off.,,,"{""name"": ""Scenario1"", ""cron"": """", ""period"": -1, ""code"": ""(#Switch).switch_off()""}",,
239,1,0,0,스위치를 켜줘.,Switch on.,,,"{""name"": ""Scenario1"", ""cron"": """", ""period"": -1, ""code"": ""(#Switch).switch_on()""}",,
240,1,0,0,스위치의 전원을 토글해줘.,Toggle the power of the switch.,,,"{""name"": ""Scenario1"", ""cron"": """", ""period"": -1, ""code"": ""(#Switch).switch_toggle()""}",,
241,2,0,0,TV의 전원이 켜져 있으면 알람의 사이렌을 울려줘.,Sound the alarm's siren if the TV is powered on.,,,"{""name"": ""Scenario1"", ""cron"": """", ""period"": -1, ""code"": ""if ((#Television).switch_switch == \""on\"") {\n  (#Alarm).alarm_siren()\n}""}",,
242,2,0,0,현재 TV 채널 이름이 '9시 뉴스'이면 알람의 사이렌을 울려줘.,"If the current TV channel is named ""9 o'clock news"" sound the alarm's siren.",,,"{""name"": ""Scenario1"", ""cron"": """", ""period"": -1, ""code"": ""if ((#Television).tvChannel_tvChannelName == \""9 o\""clock news\"") {\n  (#Alarm).alarm_siren()\n}""}",,
243,2,0,0,TV의 볼륨이 50 이상이면 알람의 사이렌을 울려줘.,Sound the alarm's siren if the volume on the TV is above 50.,,,"{""name"": ""Scenario1"", ""cron"": """", ""period"": -1, ""code"": ""if ((#Television).audioVolume_volume >= 50) {\n  (#Alarm).alarm_siren()\n}""}",,
244,2,0,0,TV가 음소거 상태이면 알람의 사이렌을 울려줘.,Sound the alarm's siren if the TV is muted.,,,"{""name"": ""Scenario1"", ""cron"": """", ""period"": -1, ""code"": ""if ((#Television).audioMute_muteStatus == \""muted\"") {\n  (#Alarm).alarm_siren()\n}""}",,
245,1,0,0,TV를 꺼줘.,Turn off the TV.,,,"{""name"": ""Scenario1"", ""cron"": """", ""period"": -1, ""code"": ""(#Television).switch_off()""}",,
246,1,0,0,TV를 켜줘.,Turn on the TV.,,,"{""name"": ""Scenario1"", ""cron"": """", ""period"": -1, ""code"": ""(#Television).switch_on()""}",,
247,1,0,0,TV의 전원을 토글해줘.,Toggle the power of the TV.,,,"{""name"": ""Scenario1"", ""cron"": """", ""period"": -1, ""code"": ""(#Television).switch_toggle()""}",,
248,1,0,0,TV 채널을 하나 내려줘.,Turn down a TV channel.,,,"{""name"": ""Scenario1"", ""cron"": """", ""period"": -1, ""code"": ""(#Television).tvChannel_channelDown()""}",,
249,1,0,0,TV 채널을 하나 올려줘.,Upload a TV channel.,,,"{""name"": ""Scenario1"", ""cron"": """", ""period"": -1, ""code"": ""(#Television).tvChannel_channelUp()""}",,
250,1,0,0,TV 채널을 7번으로 설정해줘.,Set the TV channel to 7.,,,"{""name"": ""Scenario1"", ""cron"": """", ""period"": -1, ""code"": ""(#Television).tvChannel_setTvChannel(7)""}",,
251,1,0,0,TV 채널을 '9시 뉴스'로 설정해줘.,"Set the TV channel to ""9 o'clock news"".",,,"{""name"": ""Scenario1"", ""cron"": """", ""period"": -1, ""code"": ""(#Television).tvChannel_setTvChannelName(\""9 o\""clock news\"")""}",,
252,1,0,0,TV의 볼륨을 30으로 설정해줘.,Set the volume on the TV to 30.,,,"{""name"": ""Scenario1"", ""cron"": """", ""period"": -1, ""code"": ""(#Television).audioVolume_setVolume(30)""}",,
253,1,0,0,TV의 볼륨을 낮춰줘.,Turn down the volume on the TV.,,,"{""name"": ""Scenario1"", ""cron"": """", ""period"": -1, ""code"": ""(#Television).audioVolume_volumeDown()""}",,
254,1,0,0,TV의 볼륨을 높여줘.,Turn up the volume on the TV.,,,"{""name"": ""Scenario1"", ""cron"": """", ""period"": -1, ""code"": ""(#Television).audioVolume_volumeUp()""}",,
255,1,0,0,TV를 음소거해줘.,Mute the TV.,,,"{""name"": ""Scenario1"", ""cron"": """", ""period"": -1, ""code"": ""(#Television).audioMute_mute()""}",,
256,1,0,0,TV의 음소거 상태를 해제해줘.,Unmute the TV.,,,"{""name"": ""Scenario1"", ""cron"": """", ""period"": -1, ""code"": ""(#Television).audioMute_unmute()""}",,
257,1,0,0,TV의 음소거 상태를 음소거로 설정해줘.,Set the TV's mute state to Mute.,,,"{""name"": ""Scenario1"", ""cron"": """", ""period"": -1, ""code"": ""(#Television).audioMute_setMute(\""muted\"")""}",,
258,2,1,0,현재 실내 온도가 25도 이상이면 알람의 사이렌을 울려줘.,Sound the alarm's siren if the current room temperature is above 25 degrees.,,,"{""name"": ""Scenario1"", ""cron"": """", ""period"": -1, ""code"": ""if ((#TemperatureSensor).temperatureMeasurement_temperature >= 25) {\n  (#Alarm).alarm_siren()\n}""}","{'name': 'Scenario1', 'cron': '', 'period': -1, 'code': 'if ((#TemperatureSensor).temperatureMeasurement_temperature >= 25) {\n    (#Alarm).alarm_siren()\n}'}",10.6879 seconds
259,2,0,0,밸브가 열린 상태이면 알람의 사이렌을 울려줘.,Sound the alarm's siren if the valve is open.,,,"{""name"": ""Scenario1"", ""cron"": """", ""period"": -1, ""code"": ""if ((#Valve).valve_valve == \""open\"") {\n  (#Alarm).alarm_siren()\n}""}",,
260,1,0,0,밸브를 닫아줘.,Close the valve.,,,"{""name"": ""Scenario1"", ""cron"": """", ""period"": -1, ""code"": ""(#Valve).valve_close()""}",,
261,1,0,0,밸브를 열어줘.,Open the valve.,,,"{""name"": ""Scenario1"", ""cron"": """", ""period"": -1, ""code"": ""(#Valve).valve_open()""}",,
262,3,1,0,바깥 습도가 80퍼센트 이상이면 알람의 사이렌을 울려줘.,Sound the alarm's siren if the humidity outside is above 80 percent.,,,"{""name"": ""Scenario1"", ""cron"": """", ""period"": -1, ""code"": ""if ((#WeatherProvider).weatherProvider_humidityWeather >= 80) {\n  (#Alarm).alarm_siren()\n}""}","{'name': 'Scenario', 'cron': '', 'period': -1, 'code': 'if ((#HumiditySensor).relativeHumidityMeasurement_humidity >= 80) {\n(#Alarm).alarm_siren()\n}'}",3.0649 seconds
263,3,0,0,바깥의 미세먼지 농도가 100 이상이면 알람의 사이렌을 울려줘.,Sound the alarm's siren if the particulate matter concentration outside is above 100.,,,"{""name"": ""Scenario1"", ""cron"": """", ""period"": -1, ""code"": ""if ((#WeatherProvider).weatherProvider_pm10Weather >= 100) {\n  (#Alarm).alarm_siren()\n}""}",,
264,3,1,0,바깥의 초미세먼지 농도가 50 이상이면 알람의 사이렌을 울려줘.,Sound the alarm's siren if the outside fine particulate matter concentration is above 50.,,,"{""name"": ""Scenario1"", ""cron"": """", ""period"": -1, ""code"": ""if ((#WeatherProvider).weatherProvider_pm25Weather >= 50) {\n  (#Alarm).alarm_siren()\n}""}","{'name': 'Scenario1', 'cron': '', 'period': -1, 'code': 'if ((#WeatherProvider).weatherProvider_pm25Weather >= 50) {\n    (#Alarm).alarm_siren()\n}'}",2.6766 seconds
265,2,0,0,기압이 1020hPa 이상이면 알람의 사이렌을 울려줘.,Sound the alarm's siren if the barometric pressure is above 1020 hPa.,,,"{""name"": ""Scenario1"", ""cron"": """", ""period"": -1, ""code"": ""if ((#WeatherProvider).weatherProvider_pressureWeather >= 1020) {\n  (#Alarm).alarm_siren()\n}""}",,
266,2,0,0,현재 바깥의 기온이 30도 이상이면 알람의 사이렌을 울려줘.,Sound the alarm's siren if it's currently above 30 degrees outside.,,,"{""name"": ""Scenario1"", ""cron"": """", ""period"": -1, ""code"": ""if ((#WeatherProvider).weatherProvider_temperatureWeather >= 30) {\n  (#Alarm).alarm_siren()\n}""}",,
267,2,0,0,현재 날씨가 비가 오고 있으면 알람의 사이렌을 울려줘.,Sound the alarm's siren if the current weather is rainy.,,,"{""name"": ""Scenario1"", ""cron"": """", ""period"": -1, ""code"": ""if ((#WeatherProvider).weatherProvider_weather == \""rain\"") {\n  (#Alarm).alarm_siren()\n}""}",,
268,3,0,0,"위도 37.5665, 경도 126.9780의 현재 날씨 정보를 스피커로 출력해줘.",Announce the current weather information for latitude 37.5665 and longitude 126.9780 via the speaker.,,,"{""name"": ""Scenario1"", ""cron"": """", ""period"": -1, ""code"": ""weatherInfo = (#WeatherProvider).weatherProvider_getWeatherInfo(37.5665, 126.978)\n(#Speaker).mediaPlayback_speak(weatherInfo)""}",,
269,3,1,0,창문이 열린 상태이면 알람의 사이렌을 울려줘.,Sound the alarm's siren if a window is open.,,,"{""name"": ""Scenario1"", ""cron"": """", ""period"": -1, ""code"": ""if ((#Window).windowControl_window == \""open\"") {\n  (#Alarm).alarm_siren()\n}""}","{'name': 'Scenario1', 'cron': '', 'period': -1, 'code': ""if ((#Window).windowControl_window == 'open') {\n    (#Alarm).alarm_siren()\n}""}",2.1079 seconds
270,1,0,0,창문을 닫아줘.,Close the window.,,,"{""name"": ""Scenario1"", ""cron"": """", ""period"": -1, ""code"": ""(#Window).windowControl_close()""}",,
271,1,0,0,창문을 열어줘.,Open a window.,,,"{""name"": ""Scenario1"", ""cron"": """", ""period"": -1, ""code"": ""(#Window).windowControl_open()""}",,
272,2,1,0,낙상 감지 센서에서 낙상이 감지된 상태이면 알람의 사이렌을 울려줘.,Sound the alarm's siren if a fall is detected by the fall detection sensor.,,,"{""name"": ""Scenario1"", ""cron"": """", ""period"": -1, ""code"": ""if ((#FallDetector).fallDetection_fall == \""fall\"") {\n  (#Alarm).alarm_siren()\n}""}","{'name': 'Scenario1', 'cron': '', 'period': -1, 'code': ""if ((#FallDetector).fallDetection_fall == 'fall') {\n(#Alarm).alarm_siren()\n}""}",2.3054 seconds
273,2,1,0,점유 센서가 감지 상태이면 알람의 사이렌을 울려줘.,Sound the alarm's siren if an occupancy sensor is detected.,,,"{""name"": ""Scenario1"", ""cron"": """", ""period"": -1, ""code"": ""if ((#OccupancySensor).presenceSensor_presence == \""present\"") {\n  (#Alarm).alarm_siren()\n}""}","{'name': 'Scenario', 'cron': '', 'period': -1, 'code': ""if ((#OccupancySensor).presenceSensor_presence == 'present') {\n    (#Alarm).alarm_siren()\n}""}",2.6745 seconds
