condition,model_key,result_dir,row_no,category,command_eng,command_kor,gt_name,gt_code,warmup_excluded,det_score,det_pass,det_gt_exact,det_gt_similarity,det_gt_service_coverage,det_gt_receiver_coverage,det_dataflow_score,det_numeric_grounding,det_enum_grounding,prompt_tokens,completion_tokens,total_tokens,llm_latency_sec,total_pipeline_sec,tokens_per_sec,peak_vram_gb,generation_error_type,oom_flag,service_list_snippet_source,service_list_device_count,service_list_retrieval_status,service_list_retrieval_mode,service_list_retrieval_topk,service_list_retrieval_categories
retrieval,qwen25_coder_7b,/home/mgjeong/Desktop/llm/JOILang-Server/gpt_mg/version0_15_update20260413/results/model_suite_20260423_143911,35,2,Set the hue of the living room light to 240 and the saturation to 80.,"거실 조명의 색조는 240, 채도는 80으로 맞춰줘.",,"(#LivingRoom #Light).Light_MoveToHueAndSaturation(240, 80)",False,95.9123,True,False,0.952632,,,,,,7186,62,7248,2.6935,5.057,2690.9226,15.5386,,False,connected_devices_only,2,skipped_connected_devices_present,hybrid,10,[]
retrieval,qwen25_coder_7b,/home/mgjeong/Desktop/llm/JOILang-Server/gpt_mg/version0_15_update20260413/results/model_suite_20260423_143911,36,2,Set all robot vacuum cleaners with even tags to auto mode.,짝수 태그 로봇 청소기를 모두 자동 모드로 설정해줘.,,"all(#Even #RobotVacuumCleaner).RobotVacuumCleaner_SetRobotVacuumCleanerModeMode(""auto"")",False,85.9832,True,False,0.897059,,,,,,4715,61,4776,2.2437,4.5991,2128.6268,15.0742,,False,connected_devices_only,2,skipped_connected_devices_present,hybrid,10,[]
retrieval,qwen25_coder_7b,/home/mgjeong/Desktop/llm/JOILang-Server/gpt_mg/version0_15_update20260413/results/model_suite_20260423_143911,37,2,Lock all door locks.,모든 도어락을 잠궈줘.,,all(#DoorLock).DoorLock_Lock(),False,92.1019,True,False,0.803398,,,,,,4614,58,4672,2.2097,4.5805,2114.3142,15.0584,,False,connected_devices_only,2,skipped_connected_devices_present,hybrid,10,[]
retrieval,qwen25_coder_7b,/home/mgjeong/Desktop/llm/JOILang-Server/gpt_mg/version0_15_update20260413/results/model_suite_20260423_143911,38,2,Set the target temperature of the air conditioner in Sector1 to 18 degrees.,구역1의 에어컨의 목표 온도를 18도로 설정해줘.,,(#Sector1 #AirConditioner).AirConditioner_SetTargetTemperature(18),False,95.3908,True,False,0.913025,,,,,,4906,51,4957,2.0146,4.3771,2460.5381,15.1164,,False,connected_devices_only,2,skipped_connected_devices_present,hybrid,10,[]
retrieval,qwen25_coder_7b,/home/mgjeong/Desktop/llm/JOILang-Server/gpt_mg/version0_15_update20260413/results/model_suite_20260423_143911,39,2,Change the air purifier in the bedroom to sleep mode.,안방의 공기청정기를 수면모드로 바꿔줘.,,"(#Bedroom #AirPurifier).AirPurifier_SetAirPurifierMode(""sleep"")",False,88.5758,True,False,0.949194,,,,,,4621,57,4678,2.1602,4.4962,2165.5402,15.0594,,False,connected_devices_only,2,skipped_connected_devices_present,hybrid,10,[]
retrieval,qwen25_coder_7b,/home/mgjeong/Desktop/llm/JOILang-Server/gpt_mg/version0_15_update20260413/results/model_suite_20260423_143911,40,2,Close all valves in the kitchen.,주방의 모든 벨브를 닫아줘.,,all(#Kitchen #Valve).Valve_Close(),False,91.679,True,False,0.802632,,,,,,5099,62,5161,2.3294,4.6975,2215.592,15.1468,,False,connected_devices_only,3,skipped_connected_devices_present,hybrid,10,[]
retrieval,qwen25_coder_14b,/home/mgjeong/Desktop/llm/JOILang-Server/gpt_mg/version0_15_update20260413/results/model_suite_20260423_143911,1,1,Switch the dishwasher to dry mode.,식기세척기를 건조 모드로 설정해줘.,,"(#Dishwasher).Dishwasher_SetDishwasherMode(""dry"")",False,89.8937,True,False,0.953125,,,,,,10956,52,11008,21.1609,24.3898,520.2047,30.8051,,False,service_retrieval_fallback,10,used,hybrid,10,"[""Dishwasher"", ""LaundryDryer"", ""DimmerSwitch"", ""Dehumidifier"", ""Switch"", ""AirPurifier"", ""RiceCooker"", ""AirConditioner"", ""Oven"", ""Humidifier""]"
retrieval,qwen25_coder_14b,/home/mgjeong/Desktop/llm/JOILang-Server/gpt_mg/version0_15_update20260413/results/model_suite_20260423_143911,2,1,Add 5 minutes to the oven.,오븐의 작동 시간을 5분 늘려줘.,,(#Oven).Oven_AddMoreTime(300),False,93.1379,True,False,0.937931,,,,,,11448,48,11496,6.3533,9.6351,1809.4534,30.955,,False,service_retrieval_fallback,10,used,hybrid,10,"[""Oven"", ""RiceCooker"", ""MenuProvider"", ""Dishwasher"", ""LaundryDryer"", ""Clock"", ""AirConditioner"", ""Button"", ""TemperatureSensor"", ""Door""]"
retrieval,qwen25_coder_14b,/home/mgjeong/Desktop/llm/JOILang-Server/gpt_mg/version0_15_update20260413/results/model_suite_20260423_143911,3,1,Start the rice cooker on cooking mode for 30 minutes.,밥솥을 조리 모드로 30분 작동시켜.,,"(#RiceCooker).RiceCooker_SetCookingParameters(""cooking"", 1800)",False,77.2841,True,False,0.478916,,,,,,10773,88,10861,8.3203,11.6319,1305.3616,30.7526,,False,service_retrieval_fallback,10,used,hybrid,10,"[""RiceCooker"", ""Oven"", ""Dishwasher"", ""RobotVacuumCleaner"", ""FaceRecognizer"", ""AudioRecorder"", ""CarbonDioxideSensor"", ""MenuProvider"", ""Charger"", ""Siren""]"
retrieval,qwen25_coder_14b,/home/mgjeong/Desktop/llm/JOILang-Server/gpt_mg/version0_15_update20260413/results/model_suite_20260423_143911,4,1,Set the siren to emergency mode.,사이렌을 응급모드로 울려줘.,,"(#Siren).Siren_SetSirenMode(""emergency"")",False,88.7692,True,False,0.942308,,,,,,10920,48,10968,6.1453,9.4221,1784.7786,30.7966,,False,service_retrieval_fallback,10,used,hybrid,10,"[""Siren"", ""SoundSensor"", ""AudioRecorder"", ""Speaker"", ""Pump"", ""Oven"", ""Safe"", ""ArmRobot"", ""RiceCooker"", ""PressureSensor""]"
retrieval,qwen25_coder_14b,/home/mgjeong/Desktop/llm/JOILang-Server/gpt_mg/version0_15_update20260413/results/model_suite_20260423_143911,5,1,Set the speaker volume to 30.,스피커의 볼륨을 30으로 설정해줘.,,(#Speaker).Speaker_SetVolume(30),False,97.5344,True,False,0.957813,,,,,,11580,43,11623,6.1455,9.4711,1891.3026,30.9968,,False,service_retrieval_fallback,10,used,hybrid,10,"[""Speaker"", ""SoundSensor"", ""AudioRecorder"", ""Siren"", ""Television"", ""Pump"", ""PressureSensor"", ""AirPurifier"", ""CloudServiceProvider"", ""LevelControl""]"
retrieval,qwen25_coder_14b,/home/mgjeong/Desktop/llm/JOILang-Server/gpt_mg/version0_15_update20260413/results/model_suite_20260423_143911,6,1,Turn the TV channel down by one.,TV 채널을 하나 내려줘.,,(#Television).Television_ChannelDown(),False,96.9342,True,False,0.964474,,,,,,11684,45,11729,6.3287,9.6065,1853.3032,31.0232,,False,service_retrieval_fallback,10,used,hybrid,10,"[""Television"", ""DimmerSwitch"", ""Speaker"", ""TapDialSwitch"", ""Dishwasher"", ""Camera"", ""Switch"", ""LevelControl"", ""Valve"", ""Dehumidifier""]"
retrieval,qwen25_coder_14b,/home/mgjeong/Desktop/llm/JOILang-Server/gpt_mg/version0_15_update20260413/results/model_suite_20260423_143911,7,1,Switch the TV to channel 7.,TV로 7번 채널을 틀어줘.,,(#Television).Television_SetChannel(7),False,96.5342,True,False,0.964474,,,,,,11558,46,11604,6.3488,9.7942,1827.747,30.9864,,False,service_retrieval_fallback,10,used,hybrid,10,"[""Television"", ""Switch"", ""TapDialSwitch"", ""LevelControl"", ""DimmerSwitch"", ""Valve"", ""Dishwasher"", ""Speaker"", ""Camera"", ""ColorControl""]"
retrieval,qwen25_coder_14b,/home/mgjeong/Desktop/llm/JOILang-Server/gpt_mg/version0_15_update20260413/results/model_suite_20260423_143911,8,1,Announce the temperature through the speaker.,현재 온도를 스피커로 알려줘.,,"
temp = (#TemperatureSensor).TemperatureSensor_Temperature

(#Speaker).Speaker_Speak(""현재 온도는 "" + temp + ""도입니다"")",False,90.7948,True,False,0.721731,,,,,,12004,76,12080,8.1666,11.3984,1479.1957,31.1208,,False,service_retrieval_fallback,10,used,hybrid,10,"[""Speaker"", ""TemperatureSensor"", ""AirConditioner"", ""WeatherProvider"", ""AudioRecorder"", ""SoundSensor"", ""PresenceVitalSensor"", ""AirQualitySensor"", ""Siren"", ""Television""]"
retrieval,qwen25_coder_14b,/home/mgjeong/Desktop/llm/JOILang-Server/gpt_mg/version0_15_update20260413/results/model_suite_20260423_143911,9,1,Tell me the outdoor temperature through the speaker.,외부 온도를 스피커로 출력해줘.,,"
temp = (#WeatherProvider).WeatherProvider_TemperatureWeather

(#Speaker).Speaker_Speak(""외부 온도는 "" + temp + ""도입니다"")",False,73.5066,True,False,0.564504,,,,,,11929,75,12004,8.1197,11.3948,1478.3797,31.0962,,False,service_retrieval_fallback,10,used,hybrid,10,"[""Speaker"", ""TemperatureSensor"", ""WeatherProvider"", ""AirConditioner"", ""SoundSensor"", ""AudioRecorder"", ""AirQualitySensor"", ""Siren"", ""PresenceVitalSensor"", ""AirPurifier""]"
retrieval,qwen25_coder_14b,/home/mgjeong/Desktop/llm/JOILang-Server/gpt_mg/version0_15_update20260413/results/model_suite_20260423_143911,10,1,Tell me the current humidity through the speaker.,현재 습도를 스피커로 말해줘.,,"
hum = (#HumiditySensor).HumiditySensor_Humidity

(#Speaker).Speaker_Speak(""현재 습도는 "" + hum + ""%입니다"")",False,96.1031,True,False,0.870103,,,,,,11342,62,11404,7.1685,10.4715,1590.8489,30.9254,,False,service_retrieval_fallback,10,used,hybrid,10,"[""Speaker"", ""HumiditySensor"", ""SoundSensor"", ""WeatherProvider"", ""AirQualitySensor"", ""AudioRecorder"", ""Humidifier"", ""AirPurifier"", ""Plug"", ""Charger""]"
retrieval,qwen25_coder_14b,/home/mgjeong/Desktop/llm/JOILang-Server/gpt_mg/version0_15_update20260413/results/model_suite_20260423_143911,31,2,Set the living room light to yellow.,거실 조명을 노란색으로 설정해줘.,,"(#LivingRoom #Light).ColorControl_SetColor(""255|255|0"")",False,85.7941,True,False,0.626471,,,,,,7893,60,7953,5.5975,7.9703,1420.8129,29.8918,,False,connected_devices_only,2,skipped_connected_devices_present,hybrid,10,[]
retrieval,qwen25_coder_14b,/home/mgjeong/Desktop/llm/JOILang-Server/gpt_mg/version0_15_update20260413/results/model_suite_20260423_143911,32,2,Capture an image of the meeting room with the camera.,카메라로 회의실 사진을 촬영해줘.,,(#MeetingRoom #Camera).Camera_CaptureImage(),False,96.6795,True,False,0.969318,,,,,,5402,44,5446,3.8535,6.1859,1413.2607,29.1461,,False,connected_devices_only,2,skipped_connected_devices_present,hybrid,10,[]
retrieval,qwen25_coder_14b,/home/mgjeong/Desktop/llm/JOILang-Server/gpt_mg/version0_15_update20260413/results/model_suite_20260423_143911,33,2,Set the brightness of the living room light to 80%.,거실 조명의 밝기를 80%로 설정해줘.,,"(#LivingRoom #Light).Light_MoveToBrightness(80, 0)",False,95.898,True,False,0.963265,,,,,,7187,53,7240,4.9574,7.3266,1460.443,29.6795,,False,connected_devices_only,2,skipped_connected_devices_present,hybrid,10,[]
retrieval,qwen25_coder_14b,/home/mgjeong/Desktop/llm/JOILang-Server/gpt_mg/version0_15_update20260413/results/model_suite_20260423_143911,34,2,Set all dehumidifiers in the lab to AI drying mode.,연구실 제습기를 모두 AI건조모드로 설정해줘.,,"all(#Lab #Dehumidifier).Dehumidifier_SetDehumidifierMode(""AIDrying"")",False,86.6925,True,False,0.966418,,,,,,5424,63,5487,4.8076,7.2079,1141.3179,29.1543,,False,connected_devices_only,3,skipped_connected_devices_present,hybrid,10,[]
retrieval,qwen25_coder_14b,/home/mgjeong/Desktop/llm/JOILang-Server/gpt_mg/version0_15_update20260413/results/model_suite_20260423_143911,35,2,Set the hue of the living room light to 240 and the saturation to 80.,"거실 조명의 색조는 240, 채도는 80으로 맞춰줘.",,"(#LivingRoom #Light).Light_MoveToHueAndSaturation(240, 80)",False,95.9123,True,False,0.952632,,,,,,7186,62,7248,5.4412,7.8116,1332.0591,29.6793,,False,connected_devices_only,2,skipped_connected_devices_present,hybrid,10,[]
retrieval,qwen25_coder_14b,/home/mgjeong/Desktop/llm/JOILang-Server/gpt_mg/version0_15_update20260413/results/model_suite_20260423_143911,36,2,Set all robot vacuum cleaners with even tags to auto mode.,짝수 태그 로봇 청소기를 모두 자동 모드로 설정해줘.,,"all(#Even #RobotVacuumCleaner).RobotVacuumCleaner_SetRobotVacuumCleanerModeMode(""auto"")",False,87.5017,True,False,0.947674,,,,,,4715,66,4781,4.6665,6.9839,1024.5366,28.9389,,False,connected_devices_only,2,skipped_connected_devices_present,hybrid,10,[]
retrieval,qwen25_coder_14b,/home/mgjeong/Desktop/llm/JOILang-Server/gpt_mg/version0_15_update20260413/results/model_suite_20260423_143911,37,2,Lock all door locks.,모든 도어락을 잠궈줘.,,all(#DoorLock).DoorLock_Lock(),False,92.1019,True,False,0.803398,,,,,,4614,58,4672,4.2486,6.6068,1099.6564,28.9132,,False,connected_devices_only,2,skipped_connected_devices_present,hybrid,10,[]
retrieval,qwen25_coder_14b,/home/mgjeong/Desktop/llm/JOILang-Server/gpt_mg/version0_15_update20260413/results/model_suite_20260423_143911,38,2,Set the target temperature of the air conditioner in Sector1 to 18 degrees.,구역1의 에어컨의 목표 온도를 18도로 설정해줘.,,(#Sector1 #AirConditioner).AirConditioner_SetTargetTemperature(18),False,96.791,True,False,0.959701,,,,,,4906,56,4962,4.2912,6.7076,1156.3199,28.9991,,False,connected_devices_only,2,skipped_connected_devices_present,hybrid,10,[]
retrieval,qwen25_coder_14b,/home/mgjeong/Desktop/llm/JOILang-Server/gpt_mg/version0_15_update20260413/results/model_suite_20260423_143911,39,2,Change the air purifier in the bedroom to sleep mode.,안방의 공기청정기를 수면모드로 바꿔줘.,,"(#Bedroom #AirPurifier).AirPurifier_SetAirPurifierMode(""sleep"")",False,88.5758,True,False,0.949194,,,,,,4621,56,4677,4.1726,6.5567,1120.8839,28.9145,,False,connected_devices_only,2,skipped_connected_devices_present,hybrid,10,[]
retrieval,qwen25_coder_14b,/home/mgjeong/Desktop/llm/JOILang-Server/gpt_mg/version0_15_update20260413/results/model_suite_20260423_143911,40,2,Close all valves in the kitchen.,주방의 모든 벨브를 닫아줘.,,all(#Kitchen #Valve).Valve_Close(),False,96.8059,True,False,0.973529,,,,,,5099,47,5146,3.8758,6.2502,1327.7259,29.0563,,False,connected_devices_only,3,skipped_connected_devices_present,hybrid,10,[]
